utility_a,utility_b,n_hands,n_samples,fp_dtype,elapsed_s,mean_margin,margin_ci_lo_95,margin_ci_hi_95,ci_excludes_zero,a_win_rate,decisive_rate,a_pts_mean,b_pts_mean,a_wins,n_decisive,n_margin_zero,sanity_pass
mark_ev,p_make,200,10,fp32,17.02,0.75,-2.3602499999999997,4.010499999999997,0,0.495,0.995,21.375,20.625,99,199,1,0
