driver_kind,decl_id,decl_name,seat_role,holder_role,hidden_domino,action_n,mean_score,max_score,mean_q_delta,tail_low_mass_delta,shelf_high_mass_delta,conditioned_mass
upside,6,sixes,bidder_partner,bidder,5-1,42,5.86758748122624,35.243865966796875,4.42072928519476,-0.044633698549919894,0.12220244109630585,0.3565321712018139
upside,3,threes,left_setter,bidder,2-1,66,5.864468884287459,28.144790649414062,4.618716843200453,-0.08461241068487818,0.08226899629120123,0.20025915404040398
upside,5,fives,bidder,bidder_partner,2-0,32,5.8614733293652534,16.429574966430664,4.586467832326889,-0.05116033256490482,0.10192037637898466,0.3048941592261905
upside,2,twos,bidder_partner,left_setter,2-1,18,5.860857036378649,19.847274780273438,4.804008483886719,-0.06341995298862457,0.07397488727130824,0.27871064814814817
upside,9,no-trump,left_setter,right_setter,3-2,208,5.859823426375022,32.5366096496582,4.999982535839081,-0.05581395143235568,0.05807711542225801,0.3605548878205126
upside,8,doubles-suit,bidder,left_setter,4-4,16,5.8550509214401245,16.67257308959961,5.465373128652573,-0.07793556153774261,0.0,0.39290234375
upside,7,doubles,bidder,left_setter,4-1,81,5.8525996061018954,30.596342086791992,5.038154113439866,-0.06443257019912571,0.049045334259668984,0.3417083333333334
upside,5,fives,right_setter,left_setter,3-1,33,5.850747101234667,29.782747268676758,5.161138498421871,-0.04542929295337561,0.04624620892784812,0.30888014069264064
upside,1,ones,left_setter,bidder_partner,6-2,44,5.849350644783541,21.829063415527344,4.6311879293485125,-0.06976934453004188,0.08693159430880439,0.38704995265151515
upside,8,doubles-suit,right_setter,bidder,4-0,25,5.848981781005859,17.42966651916504,4.551195812225342,-0.08522685706615447,0.08716516613960267,0.3534066666666667
upside,6,sixes,left_setter,bidder_partner,4-0,38,5.8467158392856,22.927648544311523,4.641526460647583,-0.07286895340994785,0.08408445551207192,0.3936859335839599
upside,3,threes,left_setter,bidder_partner,2-0,88,5.8466870710253716,29.64575958251953,4.8619213700294495,-0.05973217640315521,0.06861048167444427,0.2989677692099567
upside,9,no-trump,bidder_partner,right_setter,2-1,39,5.845741241406172,29.601058959960938,5.084571477694389,-0.12256240687118126,0.014835770982198225,0.3470972222222222
upside,6,sixes,bidder,left_setter,6-6,15,5.844057369232178,22.875965118408203,4.910045369466146,-0.06036605934302012,0.06321817835172018,0.41358888888888895
upside,6,sixes,left_setter,right_setter,3-1,34,5.843094916904674,25.631298065185547,5.187978597248302,-0.021734068581067464,0.05464460569269517,0.384187850140056
upside,4,fours,left_setter,bidder,1-1,31,5.840126891289988,29.785354614257812,4.503893598433463,-0.09342299690169673,0.08688249132565913,0.21612432795698922
upside,1,ones,left_setter,right_setter,4-0,27,5.835614283879598,21.067394256591797,5.453345749113295,-0.02454320960505693,0.025955246554480657,0.29397001763668423
upside,4,fours,bidder_partner,right_setter,2-1,75,5.831963601112366,35.98158264160156,4.797012284596761,-0.08818356315294902,0.059403354339301585,0.34094476190476186
upside,4,fours,right_setter,bidder,6-4,13,5.829771867165198,21.55292320251465,4.899007210364709,-0.06225570119344271,0.061948612332344055,0.39605288461538457
upside,7,doubles,right_setter,bidder,6-0,21,5.827977640288217,24.12033462524414,4.456219724246433,-0.09697419830730983,0.08868869110232308,0.3503095238095238
upside,4,fours,left_setter,bidder,4-1,11,5.82579942183061,14.76528549194336,4.115221066908403,-0.12036758661270142,0.11087405004284599,0.40277083333333336
upside,1,ones,left_setter,bidder_partner,2-0,52,5.821448679153736,43.518985748291016,4.608134531057798,-0.08186839925698362,0.0803972201851698,0.35426141826923085
upside,0,blanks,bidder_partner,left_setter,4-2,48,5.813953563570976,19.482324600219727,4.91201917330424,-0.09541271554189734,0.042487082770094275,0.3118324652777778
upside,0,blanks,left_setter,bidder_partner,4-3,52,5.808641801659878,26.106779098510742,4.656128287315369,-0.06809139523941737,0.08120565607140844,0.39830517399267396
upside,6,sixes,left_setter,bidder,6-1,15,5.808251921335856,20.583587646484375,4.563928922017415,-0.08374611735343933,0.08255924681822459,0.3721541666666666
upside,2,twos,left_setter,right_setter,4-3,43,5.807688646538313,26.319974899291992,5.133176670518032,-0.045060638814818026,0.04492087904797044,0.3541152408637874
upside,8,doubles-suit,bidder_partner,right_setter,4-3,25,5.80677225112915,37.08223342895508,5.283175411224366,-0.05955000162124634,0.022584678828716277,0.4202324999999999
upside,7,doubles,bidder,right_setter,5-3,23,5.805381184038908,38.816368103027344,4.974734617316204,-0.03408594818218895,0.06602168520507605,0.3196684782608696
upside,1,ones,right_setter,bidder,2-0,67,5.797880190521924,32.329105377197266,4.698857962195553,-0.06476784783107951,0.07751830200205988,0.29232293887704314
upside,1,ones,left_setter,bidder_partner,4-4,36,5.796908100446065,35.68980026245117,4.980527970525953,-0.054425348010328084,0.054425345526801214,0.4093067129629629
upside,7,doubles,left_setter,right_setter,4-1,89,5.796658031056436,23.3505859375,4.888346964053893,-0.0477468517028172,0.06695768075963754,0.34562175628678427
upside,9,no-trump,left_setter,bidder_partner,3-0,24,5.795870552460353,16.352577209472656,4.0050051510334015,-0.07944193643440182,0.13936556906749806,0.32900855654761907
upside,1,ones,right_setter,bidder,2-1,26,5.794619505222027,16.322467803955078,5.307084221106309,-0.03174547478556633,0.032880790245074495,0.35175538003663004
upside,8,doubles-suit,left_setter,bidder_partner,4-2,34,5.793750654248631,29.249544143676758,4.810111442032983,-0.053530604195068866,0.07159862053744934,0.3850802696078432
upside,5,fives,right_setter,bidder_partner,4-2,49,5.792679893727205,19.685373306274414,4.731145732256831,-0.06479245465966321,0.07268349826335907,0.2565573372206024
upside,6,sixes,left_setter,bidder,2-1,42,5.787851816131955,19.222930908203125,4.397166206723168,-0.07580313757283702,0.1011669955970276,0.23246194727891145
upside,9,no-trump,left_setter,bidder_partner,1-0,63,5.786776874746595,26.586626052856445,4.434753780327146,-0.06001684300246693,0.10519388282582873,0.2921364323507183
upside,0,blanks,right_setter,bidder,3-0,30,5.779719324906667,30.417076110839844,4.929276831944784,-0.057560459519542445,0.05626401342451572,0.3298083333333333
upside,2,twos,bidder,left_setter,3-1,63,5.776111413562108,23.641000747680664,4.946245390271383,-0.06390732322775182,0.05103293770835513,0.32532374338624337
upside,5,fives,bidder,right_setter,4-3,40,5.773885175585747,14.201278686523438,4.961374893784523,-0.06512848529964685,0.04841804055031389,0.28309374999999987
upside,3,threes,right_setter,bidder_partner,6-6,26,5.7730883451608515,25.229215621948242,5.037031192045945,-0.044761951974718474,0.051224736066964954,0.14594150641025636
upside,9,no-trump,bidder,right_setter,4-4,27,5.772489512408221,44.606292724609375,4.758297778941967,-0.07318001544034039,0.0648291684963085,0.26884027777777775
upside,0,blanks,bidder,right_setter,4-4,46,5.7705655616262685,22.917530059814453,4.811371005099753,-0.07012777435390846,0.059939864860928574,0.2720071816770187
upside,4,fours,left_setter,bidder,3-0,47,5.769023986572915,21.342512130737305,4.271174156919439,-0.09196879413533718,0.1038005864842141,0.2717344858156028
upside,5,fives,bidder_partner,left_setter,4-2,36,5.7671520246399774,47.843849182128906,5.077916860580444,-0.07429724021090402,0.03177489381697443,0.2368047288359788
upside,8,doubles-suit,bidder_partner,left_setter,5-2,30,5.766371909777323,24.607534408569336,4.879217886924744,-0.08349643697341283,0.04696718156337738,0.2220079365079365
upside,0,blanks,bidder_partner,right_setter,1-0,23,5.763470670451289,23.30828857421875,4.898348352183467,-0.016451464642001236,0.07828649489775948,0.3193011775362318
upside,7,doubles,left_setter,bidder,5-5,18,5.76056800948249,14.414121627807617,4.712982522116767,-0.06917955964389774,0.07016876795225674,0.36738194444444444
upside,0,blanks,bidder_partner,left_setter,4-0,7,5.757181814738682,17.505781173706055,5.534171649387905,-0.03581632460866656,0.0043928538049970356,0.3393176020408163
upside,4,fours,bidder,bidder_partner,5-1,22,5.7513360408219425,30.633113861083984,4.451853730461814,-0.04032640053297986,0.10978503931652416,0.3185215097402597
upside,1,ones,left_setter,bidder,4-3,44,5.748170405626297,18.723190307617188,4.331898534839803,-0.07282084209675138,0.10521676374430006,0.2354763933982684
upside,6,sixes,right_setter,bidder,6-3,19,5.7480447417811344,28.51518440246582,4.949165670495284,-0.05407114719089709,0.05285233494482542,0.4042149122807018
upside,1,ones,bidder,left_setter,2-1,26,5.747411682055547,16.747947692871094,5.094109113399799,-0.053306218809806384,0.03867714741947846,0.3124150641025641
upside,4,fours,bidder,right_setter,3-0,44,5.739690753546628,24.061342239379883,4.849032919515263,-0.11463704595172947,0.03145988260141828,0.20952577110389614
upside,8,doubles-suit,left_setter,bidder_partner,5-5,51,5.739311723148122,20.16016387939453,3.9283533002815996,-0.10684353376136106,0.12767407005908443,0.36895739962651736
upside,4,fours,left_setter,bidder,3-2,136,5.739023153834483,30.560401916503906,4.670887224376202,-0.06979316419807112,0.07175035492571838,0.27125188200280115
upside,3,threes,right_setter,left_setter,4-1,61,5.738078322566923,26.48781967163086,4.55880356030386,-0.08506022124993996,0.07539736198597267,0.37333230874316947
upside,3,threes,right_setter,bidder_partner,3-2,22,5.737573905424639,12.956138610839844,4.448637463829734,-0.08233568885109642,0.08772579377347772,0.3669070616883117
upside,5,fives,right_setter,bidder,5-5,6,5.731699665387471,14.258211135864258,4.088311354319255,-0.11284111936887105,0.1079182792454958,0.42787251984126984
upside,6,sixes,bidder_partner,left_setter,4-2,37,5.729470546181138,23.17923355102539,5.025853501783835,-0.12397812780093502,0.008372638676617597,0.258401463963964
upside,6,sixes,bidder_partner,right_setter,3-1,42,5.72649918283735,21.95611000061035,4.887553578331357,-0.058849052304313296,0.054470033739649114,0.3728990575396826
upside,8,doubles-suit,right_setter,left_setter,3-3,48,5.726374067366123,25.806360244750977,4.322289692858855,-0.09291298907677022,0.09395194239914417,0.40456901041666665
upside,4,fours,right_setter,bidder_partner,4-1,15,5.72559715906779,15.416178703308105,4.23905790646871,-0.07401644190152486,0.11164570252100627,0.33202083333333327
upside,5,fives,bidder,right_setter,4-2,47,5.72266731110025,28.8971004486084,5.054388117282949,-0.07882883938703131,0.027412576376747814,0.27744782168186416
upside,0,blanks,right_setter,bidder_partner,6-6,30,5.722201776504517,16.762271881103516,4.983236598968506,-0.04805131348160406,0.04898426334063212,0.21942559523809516
upside,2,twos,bidder_partner,left_setter,5-5,51,5.720286481520709,40.33831787109375,4.457467934664558,-0.05955744374032114,0.0965031339403461,0.281031045751634
upside,0,blanks,left_setter,right_setter,1-1,34,5.715717988855698,28.261924743652344,4.3618911013883706,-0.06862255185842514,0.10107141097678858,0.23695430672268902
upside,3,threes,left_setter,bidder,4-3,17,5.710764380062328,34.08363342285156,4.74888947430779,-0.06375735647538129,0.0643088186488432,0.2589105392156863
upside,5,fives,left_setter,bidder,2-0,69,5.709171645883201,17.89554786682129,4.254324959672016,-0.09599156742510588,0.09745968883668167,0.19593340234644588
upside,0,blanks,right_setter,bidder_partner,4-3,37,5.709030061154752,17.03326416015625,4.115464925765991,-0.05464144725654576,0.13018153648118716,0.2202267535392535
upside,9,no-trump,left_setter,bidder,6-0,32,5.7071500569581985,14.912406921386719,4.266822323203087,-0.08913284377194941,0.09946634992957115,0.20619791666666665
upside,4,fours,left_setter,bidder_partner,6-5,30,5.707001008590063,19.205198287963867,4.75044843951861,-0.05826589570691188,0.06652230670054754,0.4255979166666666
upside,5,fives,left_setter,bidder_partner,2-1,49,5.706477257670189,41.70172882080078,4.266463644650518,-0.10057577902299104,0.0937134788124537,0.3249158163265306
upside,3,threes,left_setter,right_setter,1-0,40,5.701944673061371,21.8359375,5.223290640115738,-0.030656997649930417,0.0325369106605649,0.3073338541666667
upside,8,doubles-suit,bidder,left_setter,1-0,52,5.700433686375618,24.384929656982422,4.803393355928934,-0.1502668607639722,0.01455569381897266,0.30479687499999997
upside,1,ones,right_setter,bidder,4-3,60,5.700095677375794,34.700347900390625,4.797891664505005,-0.05801731408573687,0.06121174295743306,0.40671242559523807
upside,3,threes,bidder_partner,left_setter,4-2,34,5.697150977218852,29.517303466796875,4.62033486366272,-0.010400207768030027,0.10248150457354153,0.21772566526610648
upside,9,no-trump,right_setter,bidder,4-4,17,5.694265589994543,30.07961082458496,4.413014187532313,-0.08541675876168643,0.08541675350245308,0.37642594537815127
upside,8,doubles-suit,bidder_partner,right_setter,3-2,65,5.691641887334677,34.59579849243164,4.999179766728328,-0.0862517284659239,0.026120342084994683,0.3594964743589744
upside,1,ones,bidder,left_setter,5-5,55,5.690863108634948,40.07761001586914,4.616427161476829,-0.07848374464295127,0.06820172017270869,0.357872564935065
upside,8,doubles-suit,bidder_partner,bidder,2-0,44,5.690136956897649,30.864486694335938,4.487568772651932,-0.008591179637071698,0.11596123704856093,0.325621617965368
upside,0,blanks,left_setter,bidder_partner,5-0,19,5.689953151502107,16.880268096923828,4.768087286698191,-0.04845915068137018,0.06795700992408552,0.4258804824561403
upside,6,sixes,bidder_partner,right_setter,6-0,19,5.689017145257247,15.605707168579102,4.4260326937625285,-0.03937068145330015,0.10661311212338899,0.37191557017543864
upside,7,doubles,bidder,right_setter,5-4,11,5.687216877937317,9.828458786010742,5.549192981286482,-0.027604777704585682,0.0,0.2613181818181818
upside,7,doubles,bidder_partner,left_setter,3-1,54,5.687009736343667,14.399852752685547,4.94063487317827,-0.07784343814408337,0.03571576801025205,0.2281834766313933
upside,0,blanks,bidder,left_setter,4-2,50,5.685856056213379,35.28701400756836,4.68367796421051,-0.07232356391847133,0.06405603140592575,0.3662564583333333
upside,7,doubles,bidder,bidder_partner,3-1,45,5.6847246752844915,16.725296020507812,5.096665779749553,-0.01865055395497216,0.04948060909907023,0.32639484126984136
upside,0,blanks,right_setter,bidder_partner,3-3,18,5.6800068616867065,15.593123435974121,4.6502441432740955,-0.023669742047786713,0.09114139941003588,0.2656996527777778
upside,6,sixes,right_setter,bidder_partner,4-3,25,5.679151372909546,35.55367660522461,4.60324122428894,-0.07436161607503891,0.07041019946336746,0.25547214285714287
upside,2,twos,left_setter,bidder_partner,1-1,43,5.678493887879128,27.62440299987793,4.308324026507001,-0.060556025699127554,0.10673897696095844,0.29110465116279066
upside,8,doubles-suit,bidder,left_setter,5-0,60,5.676948610941569,18.010398864746094,4.95541942914327,-0.10195303652435542,0.02117640289167563,0.3771847222222222
upside,3,threes,right_setter,left_setter,4-2,56,5.674977741071156,26.466814041137695,5.246958975281034,-0.02891784151350813,0.028342955878802707,0.32851711309523796
upside,4,fours,right_setter,bidder_partner,2-0,78,5.6703040599823,20.8300724029541,4.271630039581885,-0.09073575075047138,0.08746307753384687,0.22676934523809536
upside,5,fives,right_setter,left_setter,6-2,62,5.670298806842296,17.267366409301758,4.964521623186527,-0.044428594656393774,0.04836342603929581,0.358767329109063
upside,5,fives,bidder,left_setter,6-0,30,5.668044006824493,22.19689178466797,5.043947239716847,-0.040217590518295765,0.04208497581615423,0.3863305555555556
upside,7,doubles,bidder,left_setter,6-2,48,5.6653027931849165,30.25084114074707,4.950139711300532,-0.07581313730527957,0.03360974047488222,0.3729613715277777
upside,2,twos,left_setter,bidder_partner,5-5,63,5.6638827626667325,34.98307800292969,4.589199384053548,-0.07143856857031111,0.07174904762752472,0.4144574357520786
upside,6,sixes,right_setter,bidder_partner,2-2,23,5.662717912508094,36.72010040283203,4.572974495265795,-0.054132068934647934,0.05679511116898578,0.27070652173913046
upside,3,threes,right_setter,left_setter,2-2,263,5.6608027922336595,34.77983093261719,5.016291883508515,-0.04177353868914765,0.04338347775854538,0.32469295446315444
upside,3,threes,right_setter,bidder_partner,2-0,67,5.659159696369029,21.422876358032227,4.291491234925256,-0.07029594946652651,0.10161887415087045,0.20915662757640363
upside,4,fours,bidder_partner,right_setter,4-0,16,5.648309081792831,19.40374755859375,4.743519157171249,-0.0007812500116415322,0.0900883711874485,0.40057421874999993
upside,3,threes,right_setter,left_setter,5-1,25,5.648085203170776,32.58018493652344,5.268473167419433,-0.021385649442672728,0.027268373966217042,0.37477000000000005
upside,9,no-trump,bidder_partner,left_setter,5-3,16,5.646318018436432,25.681636810302734,5.071249336004257,-0.115013737231493,0.0,0.2739479166666667
upside,7,doubles,bidder,right_setter,6-1,26,5.645157677622942,20.88557243347168,4.953370448488456,-0.07927182889901675,0.027316488047990087,0.2469126602564102
upside,7,doubles,bidder,left_setter,6-1,21,5.632907731192453,12.577610969543457,5.146389734177363,-0.044461854156993684,0.026420874609833674,0.3965892857142856
upside,4,fours,left_setter,right_setter,2-0,28,5.626441989626203,22.810482025146484,4.427732757159641,-0.08060279521825058,0.07956952920981816,0.2553886054421769
upside,8,doubles-suit,right_setter,left_setter,1-1,21,5.625430686133249,28.959949493408203,5.337236302239554,-0.0187301587402111,0.019454365684872583,0.34401587301587294
upside,0,blanks,right_setter,left_setter,3-2,91,5.625377222731873,30.04048728942871,5.268762127383725,-0.022746616604758407,0.024288201070093846,0.3386485805860806
upside,8,doubles-suit,bidder,left_setter,6-6,15,5.624889405568441,37.28755187988281,5.118639405568441,-0.10124999682108561,0.0,0.39695694444444446
upside,6,sixes,left_setter,bidder_partner,6-3,24,5.6242605944474535,32.13943099975586,4.750136166810989,-0.0381738532645007,0.06832552002742887,0.45805729166666653
upside,3,threes,right_setter,bidder,6-6,34,5.621342325911803,21.95693016052246,5.083326427375569,-0.025926369078019085,0.0408384011072271,0.4107524509803922
upside,5,fives,left_setter,bidder,3-3,18,5.6207742426130505,27.429397583007812,5.272959020402697,-0.024031250841087766,0.022765898042254977,0.1868020833333333
upside,8,doubles-suit,bidder_partner,right_setter,5-0,61,5.618889781295276,35.55961990356445,4.9356246385418,-0.09269294002261318,0.021980043439591517,0.3462156518345042
upside,5,fives,bidder,left_setter,5-3,22,5.611259915611961,12.899328231811523,4.68997049331665,-0.12575079631907018,0.02925354713410012,0.43247064393939394
upside,3,threes,bidder,left_setter,6-6,36,5.610927174488704,32.0946159362793,4.9835786455207405,-0.014737269116772546,0.055366227196322546,0.4214207175925926
upside,5,fives,left_setter,bidder,6-0,41,5.608568304922523,25.367191314697266,4.899314551818661,-0.03854637402223378,0.05165218361994115,0.278614837398374
upside,3,threes,right_setter,bidder,2-1,78,5.607374460269243,29.294219970703125,4.904744081008128,-0.040394396227874,0.05006583799154331,0.35894387210012213
upside,5,fives,left_setter,bidder_partner,5-3,19,5.606737663871364,15.69500732421875,4.455904508891859,-0.07700444444229729,0.07658109539433529,0.46467434210526315
upside,2,twos,bidder_partner,right_setter,2-1,16,5.6022313088178635,14.037750244140625,4.630388081073761,-0.028386731864884496,0.0829909642925486,0.37561067708333334
upside,0,blanks,bidder,right_setter,3-0,31,5.602140449708508,26.487613677978516,4.622135293099188,-0.13020209631612223,0.03289946375955497,0.3858572388632872
upside,5,fives,left_setter,bidder,4-3,39,5.601863469832983,24.855823516845703,4.629593678009816,-0.04538993549366028,0.07453201825802143,0.2493856074481073
upside,0,blanks,right_setter,bidder,4-3,62,5.59668182557629,25.628477096557617,4.618908351467502,-0.06643889330688023,0.0645410530269146,0.36440106566820285
upside,2,twos,right_setter,bidder_partner,6-3,31,5.593484324793661,27.938682556152344,4.3830385823403635,-0.08021282284490523,0.08093816363402913,0.21635023041474657
upside,6,sixes,left_setter,right_setter,3-0,13,5.593295005651621,28.769681930541992,4.638487137280977,-0.06365384505345272,0.06365384505345272,0.41679487179487185
upside,4,fours,bidder_partner,right_setter,4-2,17,5.589841337764964,24.714509963989258,4.55836399863748,-0.08349694289705333,0.06139926524723277,0.4031458333333333
upside,5,fives,right_setter,bidder,4-4,38,5.588560477683418,31.448719024658203,4.857612707112965,-0.03145499213745719,0.05736727463571649,0.3679517543859649
upside,1,ones,left_setter,bidder,1-1,23,5.588322566903156,11.105159759521484,3.8918193319569463,-0.11474904806717583,0.11227580066770315,0.14872644927536233
upside,1,ones,bidder_partner,bidder,4-3,44,5.587885618209839,28.714921951293945,4.553588780489835,-0.02387772589413957,0.09144570204344663,0.3139044237012987
upside,1,ones,left_setter,bidder_partner,2-1,22,5.58286020972512,13.64100456237793,5.159585627642545,-0.02920559827576984,0.02772466093301773,0.43650757575757576
upside,6,sixes,left_setter,bidder,4-2,38,5.579885630231154,14.783101081848145,4.9620183204349715,-0.03954816060630899,0.042012656205578855,0.24407440476190487
upside,8,doubles-suit,right_setter,left_setter,2-2,17,5.579501348383286,15.540099143981934,4.985707367167754,-0.025584369788275045,0.04658720949116875,0.3579264705882354
upside,2,twos,left_setter,right_setter,5-4,59,5.578656956300897,22.493900299072266,4.982713024495012,-0.034109758899815504,0.04253951393825523,0.3561020984665052
upside,7,doubles,right_setter,bidder_partner,6-0,26,5.577837485533494,17.95201301574707,3.974552814777081,-0.07942008485014622,0.12061843505272499,0.2939615384615386
upside,7,doubles,bidder,left_setter,1-0,71,5.575077812436601,42.19316101074219,4.833534267586722,-0.047369559046248316,0.05046957815197152,0.32920443494299123
upside,4,fours,right_setter,bidder,3-0,60,5.573921120166778,28.557693481445312,4.809933165709178,-0.05228676411012809,0.05025541037321091,0.37266488095238093
upside,7,doubles,bidder_partner,right_setter,2-2,22,5.566669854250821,40.046329498291016,4.7775561159307305,-0.10289378735152158,0.02581269043730572,0.30041477272727274
upside,3,threes,bidder,right_setter,5-5,54,5.566537819526814,22.420394897460938,4.724041918913524,-0.025893530911869474,0.06888376231546756,0.23234556878306872
upside,1,ones,right_setter,left_setter,6-3,53,5.565866843709406,14.304085731506348,5.292582259987885,-0.017609473814274062,0.018523720075499336,0.3494144204851753
upside,7,doubles,right_setter,bidder_partner,2-2,10,5.564540004730224,18.774051666259766,5.002664875984192,-0.030974999815225602,0.04070000052452087,0.27012916666666664
upside,5,fives,right_setter,bidder_partner,6-2,43,5.564239285713018,28.822315216064453,4.216199963591819,-0.08167254161238562,0.0939676619546358,0.2527984496124031
upside,1,ones,right_setter,bidder_partner,6-0,46,5.562511967576069,21.290180206298828,4.140547534693843,-0.06406174217472257,0.11016558058073987,0.2590897386128366
upside,9,no-trump,right_setter,bidder,3-1,63,5.561953362964449,23.557151794433594,4.652130762736003,-0.045788456759755576,0.06808803076781923,0.34058564814814807
upside,4,fours,left_setter,right_setter,6-3,88,5.557752411473881,34.77894973754883,5.036527563225139,-0.033356602643669415,0.03544418412176045,0.35623826433982697
upside,3,threes,bidder,bidder_partner,4-2,62,5.554995723309055,23.27726173400879,4.534660635455962,-0.01130045565866655,0.09638328465723223,0.3441720430107527
upside,0,blanks,left_setter,bidder_partner,4-0,32,5.552744880318642,17.10674476623535,4.914571136236191,-0.041568841399566736,0.043032951187342405,0.4405729166666667
upside,9,no-trump,bidder_partner,left_setter,6-1,26,5.551281406329228,36.650001525878906,4.761571379808279,-0.07164176180958748,0.04315013008622023,0.23885817307692309
upside,0,blanks,right_setter,bidder_partner,6-1,30,5.5492730696996055,22.49466896057129,4.186429905891418,-0.06033007005850474,0.10611928291618825,0.2677462301587302
upside,7,doubles,bidder,left_setter,3-0,48,5.545944978793462,25.396198272705078,4.77937397857507,-0.04586048307828605,0.053721652609359204,0.29923350694444456
upside,3,threes,left_setter,bidder_partner,2-2,55,5.543770255825736,27.00531005859375,4.764354509657079,-0.051825838434425266,0.05202865925702182,0.36922408008658014
upside,9,no-trump,bidder,left_setter,6-2,37,5.541224360466003,14.51172924041748,5.039646909043595,-0.09067022619215218,0.004822634361885689,0.32259684684684686
upside,9,no-trump,right_setter,bidder,1-0,72,5.537387679020564,30.329418182373047,4.116418858369191,-0.08006557071348652,0.1020640968862507,0.27069531249999995
upside,6,sixes,bidder_partner,bidder,1-1,115,5.536125853787298,32.43639373779297,4.529199033198149,-0.04076904119169542,0.08030816264774489,0.2926777173913043
upside,2,twos,right_setter,bidder,6-2,19,5.535168580073667,10.982840538024902,3.897670113481581,-0.10938610528644763,0.10905679864318747,0.44521052631578956
upside,1,ones,left_setter,bidder,4-4,36,5.534185144636366,30.404651641845703,4.926019761297438,-0.04015547326869435,0.040738802403211594,0.2248230820105821
upside,9,no-trump,bidder,right_setter,5-5,21,5.532662346249535,25.60051918029785,4.530275072370257,-0.11376120221047174,0.043358114503678824,0.32078741496598634
upside,6,sixes,bidder,bidder_partner,5-1,23,5.530286967754364,31.700040817260742,3.584781638953997,-0.026874858400096065,0.18111310316168744,0.3556408514492754
upside,2,twos,bidder_partner,right_setter,3-1,52,5.529024766041682,24.153478622436523,4.543258410233718,-0.04421228664712264,0.07647049627625026,0.38988948031135534
upside,9,no-trump,bidder,left_setter,3-2,63,5.528519077906533,24.231382369995117,4.679636516268292,-0.1062278307619549,0.031774342178352295,0.3181785241874529
upside,1,ones,bidder_partner,left_setter,5-5,49,5.528492521266548,30.413177490234375,4.5655814287613845,-0.0505286292030419,0.071026797197303,0.29432434402332347
upside,0,blanks,right_setter,bidder_partner,4-4,19,5.525747650548031,13.770052909851074,4.515517786929482,-0.06734866531271684,0.06734866060708698,0.2860153508771929
upside,5,fives,right_setter,bidder,6-0,45,5.524931992424859,29.701852798461914,4.6127211888631185,-0.05819215086327555,0.06212501101609733,0.365386111111111
upside,8,doubles-suit,right_setter,bidder,4-3,22,5.52137271382592,16.472936630249023,4.86273752559315,-0.04323548844761469,0.044245772741057655,0.4128589015151516
upside,4,fours,left_setter,bidder_partner,6-0,32,5.518152054399252,33.377593994140625,4.528454840183258,-0.0268176949239205,0.0855608768761158,0.38196940104166655
upside,8,doubles-suit,right_setter,bidder_partner,6-2,18,5.51701185438368,22.182262420654297,4.232041835784912,-0.08508002178536521,0.08595698492394553,0.3170496031746032
upside,5,fives,right_setter,bidder_partner,2-2,42,5.513040712901524,29.63406753540039,4.738815063521976,-0.04200724299464907,0.05602568055370024,0.22589880952380947
upside,7,doubles,right_setter,bidder,2-0,57,5.511092353285405,15.583431243896484,4.045241431186073,-0.07571878898562047,0.10872570256980364,0.36105701754385966
upside,9,no-trump,right_setter,bidder,6-5,23,5.510149686232857,10.148666381835938,4.439966492030932,-0.07114087919826093,0.0714478725972383,0.3977577639751553
upside,6,sixes,left_setter,bidder,6-5,14,5.509274210248675,26.385406494140625,4.4832437719617575,-0.06851730628737382,0.0683444014617375,0.3419345238095238
upside,5,fives,bidder_partner,bidder,6-0,27,5.5078698573289095,34.25235366821289,4.51155228084988,-0.08969521578466003,0.054784143412554706,0.2829425705467372
upside,5,fives,bidder,bidder_partner,3-1,19,5.507769835622687,20.225542068481445,4.662759153466475,-0.05610873667817367,0.05644670638598894,0.38831829573934834
upside,3,threes,left_setter,bidder,3-1,9,5.504261493682861,11.385744094848633,3.848362233903673,-0.11053278711107042,0.1103235317601098,0.31904861111111116
upside,5,fives,right_setter,bidder,1-1,36,5.503407696882884,24.0809268951416,4.300260219309065,-0.057946758137808904,0.09134137133757274,0.28111896494708977
upside,7,doubles,bidder,right_setter,5-2,29,5.502892514754986,13.72539234161377,4.781213036898909,-0.0448462824469657,0.04974480217386936,0.23792764778325126
upside,5,fives,bidder_partner,left_setter,3-3,19,5.5024145276922924,22.222122192382812,4.329814584631669,-0.04362500066819944,0.09544750106962104,0.22613157894736843
upside,5,fives,right_setter,bidder,4-2,63,5.5009351798466275,37.03976821899414,4.165559030714489,-0.08556633170634981,0.09075445102320777,0.3322537320483749
upside,5,fives,bidder,right_setter,1-0,27,5.494821742728904,17.368688583374023,4.986020097026119,-0.05538783443194849,0.02318625317679511,0.31971913580246913
upside,7,doubles,bidder_partner,right_setter,3-2,66,5.494363084887013,23.387903213500977,4.776092731591427,-0.06239735323822859,0.04062836041504687,0.31460863095238095
upside,7,doubles,left_setter,right_setter,2-0,23,5.490868796472964,25.673078536987305,4.671249285988186,-0.05422826070824395,0.054847826128420624,0.24631159420289855
upside,5,fives,left_setter,bidder_partner,3-0,45,5.489192793104384,20.72335433959961,4.304133976830377,-0.08247943483293056,0.0772661672698127,0.342207208994709
upside,1,ones,right_setter,left_setter,5-4,80,5.487528327107429,28.27761459350586,4.779052647948265,-0.04689131095074117,0.04740191092714667,0.39415360863095233
