driver_kind,decl_id,decl_name,seat_role,holder_role,hidden_domino,action_n,mean_score,max_score,mean_q_delta,tail_low_mass_delta,shelf_high_mass_delta,conditioned_mass
downside,6,sixes,left_setter,right_setter,6-4,5,27.5105863571167,37.12533950805664,-22.948897743225096,0.3041124939918518,-0.3041125059127808,0.49888749999999993
downside,4,fours,bidder,bidder_partner,6-4,2,24.76712417602539,29.996856689453125,-19.6639986038208,0.2551562488079071,-0.5103124976158142,0.4896875
downside,3,threes,bidder_partner,bidder,3-3,2,21.511834144592285,21.6441707611084,-16.886834144592285,0.38750000298023224,-0.14999999105930328,0.00625
downside,5,fives,left_setter,bidder_partner,5-5,2263,21.384877313410765,40.685611724853516,-17.23097924979661,0.275993976697994,-0.2787914298638583,0.3638407507943525
downside,6,sixes,left_setter,right_setter,0-0,11,20.988806464455344,33.719078063964844,-16.92677489194003,0.2712905610149557,-0.26982512934641406,0.08162121212121211
downside,5,fives,left_setter,bidder,5-5,1285,20.6746741753144,41.717872619628906,-16.776215890223877,0.25834252875821906,-0.2629916074196536,0.30841223364832343
downside,9,no-trump,bidder,right_setter,6-4,541,19.692896077020333,45.078697204589844,-16.156271306512096,0.25674673376687546,-0.19382614214157268,0.3125174610509643
downside,5,fives,bidder_partner,right_setter,5-5,1588,19.60366590167173,45.98603820800781,-16.184722521142934,0.23901053115170418,-0.20576761466586171,0.3839465550782659
downside,4,fours,left_setter,bidder,6-4,2640,19.246140024246593,60.074668884277344,-15.531089719678416,0.2461742174517426,-0.2505174719668558,0.29892342735389504
downside,4,fours,bidder_partner,left_setter,6-4,2431,18.55005724049556,58.462215423583984,-15.237610332958985,0.22946990303722642,-0.20354021401664388,0.3020838499735558
downside,5,fives,right_setter,bidder,5-5,729,18.321953726730555,35.44414138793945,-15.021916000931352,0.21828553800657008,-0.2234352192367505,0.35128982951205234
downside,4,fours,left_setter,right_setter,6-4,1,17.898130416870117,17.898130416870117,-12.840317726135254,0.3371875286102295,-0.3371874988079071,0.3309375
downside,6,sixes,left_setter,bidder,6-4,1205,17.84952206920786,47.57374572753906,-14.579609551963964,0.2160812712033691,-0.221776167745388,0.3094710827899633
downside,5,fives,right_setter,bidder_partner,5-5,1305,17.773382584162597,53.2123908996582,-14.004331899328706,0.2506494318338475,-0.25247254782094053,0.334795833333333
downside,7,doubles,right_setter,bidder,5-5,2016,17.682776977145483,45.77204895019531,-14.423447100179535,0.2152313592259527,-0.22130045192759662,0.3824321853741495
downside,7,doubles,bidder_partner,right_setter,5-5,2110,17.62662624216758,40.09786605834961,-14.537983978868096,0.20751972697036322,-0.20267143684954678,0.40529910573234185
downside,7,doubles,left_setter,bidder_partner,5-5,1900,17.580578768127843,54.76464080810547,-14.358967729618675,0.21267399183468355,-0.21897411166053068,0.36816726190476246
downside,5,fives,bidder,right_setter,5-5,4517,17.43045476344879,55.38205337524414,-14.265589098606274,0.2347939813975348,-0.16338227010397613,0.3196979242438617
downside,7,doubles,left_setter,bidder,5-5,2571,17.42859244300252,47.995182037353516,-13.84221705273866,0.23797542350600356,-0.24132321411559016,0.31650718059491445
downside,4,fours,right_setter,bidder,6-4,2400,17.4223736401399,53.25029373168945,-14.366749111413956,0.2019024101851149,-0.2073137652266693,0.3851186049107149
downside,7,doubles,bidder,bidder_partner,4-4,3,17.410061677296955,26.97170639038086,-14.180965741475424,0.22216665744781494,-0.20148576299349466,0.3196666666666667
downside,9,no-trump,bidder,right_setter,5-5,3412,17.409496787424523,64.47181701660156,-14.40634478158716,0.2018014987566636,-0.19700074774926538,0.3128458696198301
downside,9,no-trump,bidder,right_setter,6-5,833,17.33875222480884,39.42488479614258,-14.392234774196849,0.19278869157426293,-0.20372576751195046,0.31700773166409385
downside,6,sixes,bidder,right_setter,6-4,1114,17.336355748895684,53.45752716064453,-14.208934493724064,0.2208997237442155,-0.18363791685691438,0.3060242663717189
downside,7,doubles,bidder_partner,left_setter,5-5,2445,17.185686479024362,46.66786193847656,-14.088077778611446,0.21984127312998625,-0.17982732582215866,0.31981780601811133
downside,9,no-trump,left_setter,bidder_partner,5-5,2954,17.152457309479477,51.95462417602539,-13.698290062338094,0.22922253317393385,-0.23238404726984135,0.36414592904697524
downside,4,fours,right_setter,left_setter,6-4,2,17.129520654678345,30.35785675048828,-12.59097957611084,0.32718750834465027,-0.25333333015441895,0.41260416666666666
downside,4,fours,left_setter,bidder_partner,6-4,2389,17.11568247703091,54.012474060058594,-14.046028708453555,0.20347853177184685,-0.20694226040900557,0.3857365909475966
downside,4,fours,bidder_partner,right_setter,6-4,2693,17.11022980948872,46.27631378173828,-14.144541324136693,0.19444042078757207,-0.20424127760682384,0.4048521375965894
downside,7,doubles,right_setter,bidder_partner,5-5,2066,17.102190263966047,46.94407272338867,-13.623755931161842,0.23025422598777548,-0.2350652863209326,0.3267434036901306
downside,2,twos,bidder,right_setter,3-2,206,17.09639026817766,41.61605453491211,-14.091329958832379,0.19889962672099396,-0.20314735824296487,0.32066607431807664
downside,6,sixes,bidder_partner,left_setter,6-4,1496,17.03058901126372,42.90407180786133,-14.05358556486706,0.1937571920329488,-0.20772887880595717,0.31567981880252016
downside,5,fives,bidder,left_setter,5-5,2981,16.991494490931554,34.03117752075195,-13.990652165289735,0.20731444788165665,-0.18553743990165628,0.34330665943834754
downside,8,doubles-suit,left_setter,bidder_partner,6-4,1824,16.950763586647156,58.266056060791016,-13.578301312107788,0.22250306503167994,-0.22947890635604332,0.37027610285479345
downside,4,fours,right_setter,bidder_partner,6-4,2425,16.880465012702746,72.5683364868164,-13.424638381643394,0.22903667326778962,-0.23308087640086708,0.31211283996072786
downside,6,sixes,right_setter,bidder_partner,6-4,1488,16.858600739549885,64.0391616821289,-13.525471623706562,0.2209561716206403,-0.22459512831760892,0.30430032422074943
downside,5,fives,bidder_partner,left_setter,5-5,790,16.809078126617624,49.51738739013672,-13.735047781014744,0.22044362215368707,-0.173897500689837,0.3231567246835441
downside,7,doubles,bidder_partner,bidder,6-4,24,16.79380412896474,29.870386123657227,-14.251502474149069,0.12541835661007403,-0.257291035571446,0.31935069444444436
downside,3,threes,bidder,right_setter,3-2,264,16.58452836943395,58.19111633300781,-13.697782547184914,0.19811393096471985,-0.18106762117685954,0.32576401289682533
downside,7,doubles,left_setter,bidder_partner,6-6,958,16.46024491717273,38.702537536621094,-13.426787014794002,0.20091288730764975,-0.20486580553252662,0.39089712260165
downside,2,twos,right_setter,bidder_partner,3-2,292,16.218783312464414,57.84799575805664,-13.11591649463732,0.20359832848572135,-0.21298485513687235,0.3325728096461185
downside,4,fours,bidder,left_setter,6-4,2483,16.087028987264613,43.406028747558594,-13.266300189317448,0.18418940830699806,-0.19576548514171993,0.3754717603513409
downside,0,blanks,left_setter,right_setter,5-0,7,16.086419922964915,30.32650375366211,-13.393917764936175,0.1473587682204587,-0.24378296307155065,0.39603869047619045
downside,1,ones,left_setter,bidder,4-1,572,16.036198158364197,42.02751159667969,-13.441039972371989,0.17062139618309202,-0.1777283725999556,0.33791495483683015
downside,7,doubles,bidder,left_setter,5-5,2110,15.990820139505287,51.770538330078125,-13.132252918261488,0.19630670794352043,-0.179083216575157,0.3745680715414112
downside,9,no-trump,left_setter,bidder_partner,6-4,616,15.984454067496511,50.14936828613281,-13.132318416973213,0.18646249022536462,-0.1970972098446415,0.3723869868970317
downside,8,doubles-suit,right_setter,bidder,6-4,1598,15.981870060420603,49.1753044128418,-12.759849976240021,0.21284232074918982,-0.21870161105269037,0.39099735718755707
downside,4,fours,left_setter,bidder_partner,4-4,1454,15.980671413335052,44.69160842895508,-13.324123112502747,0.1758726343448963,-0.17956439073119398,0.3643742078502648
downside,9,no-trump,left_setter,bidder,6-4,445,15.960177464431592,57.61784362792969,-12.642537720283766,0.21847121325829014,-0.22623518581470747,0.30922519729802034
downside,6,sixes,right_setter,bidder,6-4,2084,15.951353130579681,45.675636291503906,-13.137883746463826,0.1861470134673759,-0.19032854953941764,0.38068802697422605
downside,8,doubles-suit,bidder,right_setter,6-4,2656,15.850674823285585,39.15069580078125,-13.062670473951892,0.1944859821379034,-0.16857643619908022,0.3122456141530403
downside,4,fours,bidder,right_setter,6-4,3575,15.715889868802957,59.98474884033203,-12.756647129592363,0.22544711689520106,-0.14093884845941582,0.30809138819513937
downside,8,doubles-suit,left_setter,bidder,6-4,1727,15.674387042620449,44.00202178955078,-12.44542139033465,0.21360424530634967,-0.21857572242306986,0.3093222281964322
downside,8,doubles-suit,bidder_partner,left_setter,6-4,1973,15.480603042376325,51.553096771240234,-12.706695235204528,0.1949201283735374,-0.1649104183776296,0.30855067971182387
downside,8,doubles-suit,bidder,left_setter,6-4,946,15.473012986445276,44.045406341552734,-12.620341834255807,0.20829976576731277,-0.15392265158113985,0.41135122822913456
downside,0,blanks,left_setter,bidder,5-0,1341,15.467971275138996,37.304901123046875,-12.712558618327915,0.18182900230122293,-0.18741898848845343,0.3297557903661091
downside,7,doubles,left_setter,bidder,6-6,527,15.441231086086729,43.12025833129883,-12.644927468200336,0.18511373428501934,-0.1889438546020573,0.33242530721966196
downside,9,no-trump,bidder,right_setter,4-4,2282,15.403720499025322,37.0006217956543,-12.6830002212608,0.19102436533402406,-0.16208419742811683,0.31344469789449536
downside,9,no-trump,bidder,right_setter,6-6,3305,15.330645962129383,46.57796096801758,-12.607005812937842,0.19065295965979195,-0.16340959465389004,0.2995340586953395
downside,6,sixes,bidder,bidder_partner,5-5,77,15.2836197320517,44.722530364990234,-12.388175902428564,0.2245129505535225,-0.13006286344841703,0.3359915739022883
downside,6,sixes,bidder,left_setter,6-4,1462,15.24791756928701,56.00156021118164,-12.571105635035707,0.17297777601670383,-0.18939849447247412,0.3855886811119808
downside,2,twos,left_setter,bidder,3-2,395,15.213580305515965,39.67879867553711,-12.489187822462638,0.1773739086108907,-0.19013068461466487,0.34663248191681684
downside,1,ones,bidder,right_setter,4-1,373,15.198080051360757,57.14902114868164,-12.558116754322205,0.1784233366061675,-0.17108463012893002,0.3543122047746715
downside,6,sixes,left_setter,bidder_partner,6-4,1508,15.194863090760986,42.495758056640625,-12.48961973158687,0.17864336769578426,-0.1837228743707766,0.37890171466464634
downside,9,no-trump,left_setter,bidder_partner,6-5,348,15.024865372085022,50.333335876464844,-12.558137800501681,0.1622227837102275,-0.16881328538038778,0.3809414340448829
downside,8,doubles-suit,left_setter,bidder_partner,6-5,1388,14.967879211009407,36.35980224609375,-11.903126150799073,0.20355833612269353,-0.20583228865619588,0.3876399452792648
downside,6,sixes,left_setter,right_setter,5-0,422,14.885940453452521,45.70378112792969,-11.915794139789744,0.196839706613616,-0.19979717105768302,0.32914047336944247
downside,1,ones,left_setter,bidder_partner,1-1,2232,14.786223184784681,39.17109680175781,-11.984985283946479,0.18635126949333275,-0.18754485679463245,0.22995195425840612
downside,9,no-trump,bidder,right_setter,6-3,275,14.784797182950106,39.21249008178711,-12.180571983510797,0.1819407118992372,-0.1569636107371612,0.3202379653679652
downside,4,fours,bidder_partner,bidder,6-4,3,14.77551523844401,17.79553985595703,-12.532657623291016,0.22428572177886963,0.0,0.3798214285714286
downside,0,blanks,bidder,left_setter,5-0,849,14.733355375285424,36.71609878540039,-12.11167853572203,0.18391218837474702,-0.15650892991141238,0.38247899840148075
downside,6,sixes,bidder_partner,right_setter,6-4,1793,14.71985076468415,66.37973022460938,-12.183825128515938,0.16050162971413143,-0.18610588080106627,0.39535467127453455
downside,6,sixes,left_setter,bidder,6-6,1012,14.678003631443845,50.85049057006836,-11.744104632040257,0.1948632678357121,-0.19694633127591415,0.2789316652550348
downside,2,twos,bidder,left_setter,3-2,364,14.64409188942595,50.46989822387695,-12.037924567421713,0.16667635721851085,-0.187869360224695,0.4294375081763478
downside,4,fours,left_setter,bidder,4-4,728,14.614955875572267,41.29277801513672,-11.895296218303534,0.18043661833052194,-0.18298975314822172,0.3229908711080585
downside,9,no-trump,bidder,right_setter,6-2,130,14.575843260838436,27.726566314697266,-11.874893357203558,0.19560801873986539,-0.14897393002532996,0.317937248168498
downside,3,threes,left_setter,bidder,3-2,312,14.547003847284195,45.4202880859375,-11.992618800737919,0.1670801327399647,-0.1765294492779037,0.3314909855769231
downside,8,doubles-suit,bidder_partner,right_setter,6-4,1524,14.544825034191602,35.80546951293945,-11.857610492255745,0.19883700318072792,-0.139764410538793,0.4096763021809767
downside,9,no-trump,bidder,left_setter,6-5,400,14.52298529624939,30.2836971282959,-11.969836741685867,0.17037030964136649,-0.16988342839991674,0.3896837499999995
downside,0,blanks,bidder,right_setter,5-0,998,14.487388461410163,46.43025207519531,-11.893173060101832,0.1814747384979384,-0.15582653732529658,0.342206873568566
downside,0,blanks,bidder_partner,left_setter,5-0,1406,14.478056718750326,47.08598327636719,-11.998905001290323,0.15805954552861412,-0.17965227378878224,0.343889607887963
downside,8,doubles-suit,right_setter,bidder_partner,6-4,1852,14.449773341739151,37.26316833496094,-11.412820238789008,0.2010551254923398,-0.2052609832438421,0.3067885530764691
downside,1,ones,bidder,left_setter,4-1,439,14.432351341280144,52.55191421508789,-11.907930514263944,0.16162384088793696,-0.18163648296353366,0.4183130186300022
downside,7,doubles,bidder,bidder_partner,5-4,28,14.427584716251918,31.632522583007812,-12.17262169292995,0.1261098468010979,-0.19877291284501553,0.3139278273809524
downside,9,no-trump,bidder,left_setter,5-5,1421,14.423193134613896,44.38344192504883,-11.878999122845128,0.16837665061377508,-0.17206015520872328,0.3350749430313998
downside,1,ones,bidder,bidder_partner,6-5,213,14.391023837904415,52.170867919921875,-11.662536813619552,0.21453076901850007,-0.11663586209405721,0.3252333864296895
downside,9,no-trump,left_setter,bidder_partner,4-4,834,14.383908378706275,50.977046966552734,-11.63154670317396,0.18144401642852642,-0.1875629243965772,0.3672398152906247
downside,4,fours,right_setter,left_setter,4-3,12,14.379708449045816,35.8280143737793,-11.152451276779175,0.1847604215145111,-0.2759305586417516,0.3553923611111111
downside,6,sixes,left_setter,bidder_partner,6-6,1832,14.3517336818719,43.64192581176758,-11.873638529639578,0.16440140648356294,-0.16679742849354662,0.37868905470212133
downside,4,fours,bidder,left_setter,4-4,2452,14.334103649533787,37.689064025878906,-11.936356029152675,0.14641860212067354,-0.18668285547788893,0.3417641065602434
downside,0,blanks,right_setter,bidder,5-0,1451,14.320595248085642,47.90428161621094,-11.653428400737676,0.17643405373718815,-0.18042399149662786,0.37872520285681494
downside,4,fours,bidder,right_setter,4-1,223,14.287293471028452,43.241615295410156,-11.805588250737554,0.1548633592609408,-0.18660973851760065,0.3430788757206918
downside,1,ones,bidder_partner,right_setter,1-1,1740,14.285198509008035,46.28881072998047,-11.905630234534714,0.1548210431874834,-0.16625997043546253,0.24887339302818856
downside,3,threes,bidder_partner,left_setter,3-2,419,14.259287341397815,39.89414596557617,-11.879667241704208,0.15041847155463597,-0.17497084178875127,0.333723125497215
downside,8,doubles-suit,bidder,right_setter,5-5,614,14.221015943378113,43.219276428222656,-11.606704186927224,0.1852439832961333,-0.152340966847999,0.3311261584845663
downside,1,ones,left_setter,bidder_partner,1-0,117,14.201696259343725,55.620792388916016,-11.374562249224411,0.1842608980707124,-0.19690500773712355,0.2754336080586082
downside,9,no-trump,bidder,left_setter,3-2,70,14.165829358782087,35.68231201171875,-11.501482922690256,0.18788190601127489,-0.15710546205685075,0.4531957908163265
downside,1,ones,right_setter,bidder_partner,4-1,523,14.161365339336614,49.52695846557617,-11.543087270474114,0.17182957147478248,-0.17997724657084074,0.3247133552990986
downside,9,no-trump,bidder,right_setter,5-4,267,14.158722935544418,30.38785171508789,-11.479027756144491,0.191167304986453,-0.15360442955615453,0.3258784666488321
downside,7,doubles,bidder_partner,right_setter,6-6,529,14.155091040526536,35.06782150268555,-11.650659884306794,0.16395561330868566,-0.17296318975470903,0.39001903299126833
downside,4,fours,bidder,bidder_partner,4-1,12,14.140793244043985,24.095972061157227,-10.974937677383423,0.2744084844986598,-0.08435416594147682,0.38855679563492057
downside,1,ones,bidder_partner,left_setter,4-1,683,14.13734966184873,42.41809844970703,-11.794978565562348,0.1450707341602623,-0.17833154290258485,0.35085203147877025
downside,2,twos,left_setter,right_setter,5-0,587,14.127257602178258,44.36820983886719,-11.370307892307107,0.18202425727701638,-0.18727513915483143,0.3236151638679327
downside,8,doubles-suit,left_setter,bidder_partner,5-5,644,14.111636784783801,33.56621551513672,-11.317435441550261,0.18377449732126128,-0.19085038631506587,0.3843063766267378
downside,5,fives,bidder,bidder_partner,5-4,3,14.05940024058024,19.50367546081543,-11.29455852508545,0.12885840361317,-0.29525160789489746,0.37720833333333337
downside,9,no-trump,left_setter,bidder,5-5,876,14.05568192484172,53.013221740722656,-11.04975403498297,0.19956625253802668,-0.20203364055739825,0.26788935434333505
downside,2,twos,bidder_partner,left_setter,3-2,412,14.031343110267398,47.40065002441406,-11.617532029603291,0.14947385786726247,-0.18380829839631227,0.3504522292533517
downside,3,threes,left_setter,bidder,3-3,1049,14.015116264754187,41.3109016418457,-11.382414579164198,0.17433284590301215,-0.17751915185393552,0.3042073488356253
downside,3,threes,left_setter,right_setter,5-0,636,14.013259713098687,39.71636199951172,-11.214091724194821,0.1851986185047624,-0.189312510344686,0.32850494159928095
downside,8,doubles-suit,bidder,bidder_partner,0-0,228,13.985230560888324,23.211366653442383,-11.362895116471408,0.21034356358199657,-0.10377996356385809,0.08084346282372602
downside,4,fours,bidder,right_setter,4-4,2698,13.981745661277078,51.40367126464844,-11.501278421938906,0.1868108429578939,-0.12224544470155606,0.3167856635426596
downside,2,twos,left_setter,bidder,2-2,1087,13.968431200910953,39.5818977355957,-11.37216581526215,0.17206413293730033,-0.1751123597869425,0.30440799820388137
downside,9,no-trump,bidder,left_setter,6-2,86,13.929478917010995,29.955427169799805,-11.556528074796809,0.17350702412253202,-0.12745627613608226,0.34723030869324467
downside,1,ones,bidder,right_setter,5-1,501,13.923203165659647,38.857322692871094,-11.448210211809048,0.17244246589574552,-0.1498185285969364,0.3248110445775113
downside,3,threes,left_setter,right_setter,6-4,342,13.892172183209693,45.517093658447266,-11.02998655999613,0.18905872272188662,-0.19399904472786084,0.3346375661375658
downside,0,blanks,bidder,left_setter,1-0,97,13.88396908081684,44.226219177246094,-11.14563581623982,0.18239895694321454,-0.18262376268298278,0.3777575785468829
downside,3,threes,left_setter,bidder_partner,3-3,2121,13.865801042343636,36.09897994995117,-11.277724259082914,0.17187963474726542,-0.1738273564099085,0.36073131496823235
downside,6,sixes,bidder,left_setter,6-5,1137,13.833945922402824,31.113468170166016,-11.53826975770026,0.1393400236754893,-0.18045041406844156,0.3844683665242698
downside,2,twos,left_setter,right_setter,5-1,262,13.830457587733523,35.10541534423828,-11.015703520247044,0.18664460852991022,-0.1896616010606744,0.3245724509269358
downside,7,doubles,bidder,right_setter,5-5,3743,13.81281901195729,41.81000518798828,-11.182111210661269,0.20285595613812776,-0.12041846575887608,0.32263928460109553
downside,8,doubles-suit,bidder,right_setter,6-5,3635,13.772576535649936,41.837860107421875,-11.326153355484324,0.16787607266809126,-0.1535033809538819,0.30618951414816326
downside,2,twos,left_setter,bidder_partner,2-2,2322,13.76782204743401,35.890960693359375,-11.211132606589311,0.1697292672718635,-0.17187827068295178,0.33770805647840557
downside,1,ones,left_setter,right_setter,6-4,376,13.747465172980695,52.056724548339844,-11.10218347387111,0.1737340285016739,-0.18158695936955987,0.34494704597264414
downside,9,no-trump,bidder_partner,right_setter,6-4,760,13.73347543979946,41.35888671875,-11.170750389601055,0.18877101304001132,-0.13480853588844183,0.4385425321115294
downside,3,threes,bidder,right_setter,4-3,200,13.700308380126954,53.12055969238281,-11.350477385520936,0.14037962241563945,-0.18901196120947134,0.3425298139880952
downside,6,sixes,left_setter,right_setter,5-2,209,13.684897545992472,44.100128173828125,-11.042789249328905,0.17205799375014585,-0.1843056567280629,0.3245385480747322
downside,3,threes,right_setter,bidder_partner,3-2,328,13.68047932807992,43.71281433105469,-11.174148843782705,0.16549438103804898,-0.17020776915000524,0.32637986353077814
downside,9,no-trump,bidder,left_setter,5-3,102,13.662011106808981,31.569683074951172,-11.005188998054056,0.19799421960487962,-0.1353759853644114,0.38670033846872065
downside,6,sixes,left_setter,bidder,6-5,1269,13.655668191782032,43.128543853759766,-10.977478937617994,0.17756483169577386,-0.1804015266615824,0.28778401394048586
downside,9,no-trump,right_setter,bidder,5-5,814,13.65276258671313,37.046302795410156,-10.682330208855706,0.19685125815633775,-0.20037244934890722,0.2981690542003044
downside,9,no-trump,bidder,right_setter,3-3,1472,13.639177222614704,40.265647888183594,-11.178059162329072,0.17451475202869915,-0.14318973314452113,0.3087761447819618
downside,1,ones,bidder,bidder_partner,6-4,542,13.633125777834016,46.83182907104492,-11.10770113441777,0.18975037051583005,-0.1255841933919385,0.3226156019372695
downside,2,twos,bidder,bidder_partner,6-4,758,13.61310965782105,51.84559631347656,-11.074267140793612,0.1988638041697711,-0.10949208035740736,0.32477866252041726
downside,4,fours,right_setter,bidder_partner,4-1,327,13.610588067533044,45.637325286865234,-11.208649263469452,0.1563600826423205,-0.16562084921219866,0.32248474588612214
downside,9,no-trump,right_setter,bidder,6-4,523,13.605721572161176,38.33506774902344,-10.952816662323407,0.17188078375525656,-0.18641739466849067,0.3963727863516339
downside,9,no-trump,bidder_partner,right_setter,6-5,504,13.59067410065068,37.7827262878418,-11.157601029863434,0.15982559351040335,-0.16677294822182462,0.4700361926020412
downside,9,no-trump,left_setter,bidder,6-5,562,13.582889152697398,51.8417854309082,-10.875509116255092,0.17814596871696486,-0.18518295555352315,0.2820852239027288
downside,1,ones,left_setter,bidder,1-1,955,13.5805098880648,43.3065299987793,-11.1324213904236,0.16230429992514311,-0.16470545397300995,0.32167182124158544
downside,1,ones,bidder,bidder_partner,5-0,695,13.562735550009089,45.239070892333984,-11.056606209706917,0.18250267949263504,-0.13621567983595695,0.3206408423261388
downside,1,ones,bidder,left_setter,1-1,2664,13.561747109970531,37.27118682861328,-11.215005800530717,0.15754346467300281,-0.15426080748208976,0.2271106687044191
downside,6,sixes,bidder,right_setter,6-5,956,13.555565205827417,46.62913513183594,-11.159984309304209,0.16183816326708922,-0.1553195548290947,0.31882816080145415
downside,6,sixes,left_setter,right_setter,5-1,278,13.52741008235825,43.46975326538086,-11.001395782978415,0.16670166265902867,-0.171799532419218,0.3278736296676941
downside,3,threes,bidder,bidder_partner,6-5,252,13.526603030780006,31.42615509033203,-10.963755155366565,0.19929388322727015,-0.11394832533851658,0.334453727324263
downside,5,fives,bidder_partner,left_setter,5-0,399,13.518904840587673,41.651885986328125,-11.07285858335949,0.16253179964465894,-0.16414564295804926,0.36978478935433867
downside,9,no-trump,bidder,left_setter,5-4,174,13.518264379994623,31.86631965637207,-10.974995774784308,0.19250924237026973,-0.12362823174897067,0.3529975198412698
downside,1,ones,bidder,right_setter,1-1,3933,13.511594146376435,36.55786895751953,-11.129491891625756,0.16775323572045156,-0.14089781945390775,0.30873805967212686
downside,6,sixes,bidder,bidder_partner,5-4,313,13.508771068371903,39.9878044128418,-10.969449757767942,0.19607741603949153,-0.11570942883521836,0.3213752662406816
downside,2,twos,bidder,right_setter,5-2,538,13.477185606513325,38.55947494506836,-11.174990425765737,0.1507958823511616,-0.15873233355886,0.34010759924322886
downside,9,no-trump,bidder,left_setter,6-4,290,13.473893421271752,34.8494758605957,-10.978004692340718,0.18525764370168527,-0.12865015562716067,0.3925448891625617
downside,2,twos,left_setter,right_setter,6-4,394,13.455715370662322,38.46030044555664,-10.67609413384181,0.1839861693363022,-0.18795190604053777,0.33943086022480057
downside,9,no-trump,left_setter,bidder,6-6,945,13.433893964404152,42.96931457519531,-10.698468441433377,0.18118504113092693,-0.18457526134514304,0.24151099143361024
downside,0,blanks,bidder_partner,right_setter,5-0,1535,13.412645884329022,44.76313781738281,-11.074211106315886,0.15731271519610077,-0.1530393065169343,0.39465443132464617
downside,3,threes,bidder,left_setter,3-2,311,13.405265971395364,40.86847686767578,-11.087068344619112,0.15490563173472904,-0.1538282653161136,0.42160216659010885
downside,6,sixes,bidder,bidder_partner,5-3,423,13.388642143695913,29.089860916137695,-10.986079830368078,0.17707557890544387,-0.12636130181720248,0.32307112602724325
downside,1,ones,bidder_partner,right_setter,4-1,662,13.34929961524341,39.40177917480469,-11.090574005939448,0.143973302875777,-0.16377641009671537,0.40697032801035843
downside,3,threes,bidder,right_setter,5-3,637,13.347730595986922,52.10068130493164,-10.985268723833691,0.16710083370487713,-0.13812637699693384,0.33708038984824706
downside,1,ones,bidder,bidder_partner,5-3,684,13.346482889345515,41.50606155395508,-10.93518715957452,0.1818846491756386,-0.11826223481108832,0.3230547984544695
downside,9,no-trump,left_setter,bidder,5-3,119,13.34198578065183,38.961734771728516,-10.925789037672411,0.15953646196021126,-0.16416640297955826,0.33451558123249314
downside,1,ones,left_setter,right_setter,5-0,530,13.339500039478517,46.709205627441406,-10.781840014457703,0.1681495281369074,-0.17522587641933055,0.3250336225291996
downside,2,twos,bidder,right_setter,2-2,3877,13.336079559284356,62.97010803222656,-11.00149076588227,0.16332106638750005,-0.14017461617820148,0.3163231250844416
downside,1,ones,left_setter,bidder_partner,5-1,512,13.332872724029585,56.448036193847656,-10.833138256202801,0.16547875380695132,-0.16896916924451943,0.36784960937499966
downside,2,twos,bidder,bidder_partner,6-5,247,13.320356742573171,29.866296768188477,-10.780170953225511,0.19402946736795548,-0.11997823080265714,0.33049914449585494
downside,6,sixes,bidder,bidder_partner,5-0,889,13.317333226061779,30.3297119140625,-10.946696890218453,0.176602221125762,-0.12055397076957573,0.32188980060528144
downside,3,threes,bidder_partner,left_setter,3-0,89,13.303063139486849,40.74044418334961,-10.951212944609395,0.131368757468868,-0.2059958295038577,0.28380845371856606
downside,3,threes,bidder,right_setter,3-3,4059,13.302643118188957,32.869544982910156,-10.955980084805278,0.1660210837899498,-0.13717574065354526,0.31847169502809725
downside,3,threes,bidder,bidder_partner,6-4,754,13.29979514601376,38.717899322509766,-10.857728709592743,0.1905451751578431,-0.10727154277697383,0.327184863268915
downside,4,fours,left_setter,bidder,4-1,267,13.272342477621658,42.764827728271484,-11.129308618409803,0.13698381252982741,-0.15463914805918597,0.3352441367932938
downside,9,no-trump,left_setter,bidder,4-3,107,13.268416939494767,37.197383880615234,-10.73992561179901,0.16621671852744924,-0.17216279782424462,0.3268662939474853
downside,9,no-trump,right_setter,bidder_partner,5-5,2384,13.247720893697451,55.504825592041016,-10.136894172670058,0.20737160135113972,-0.2074176109202156,0.33185751612935516
downside,2,twos,left_setter,bidder,4-2,279,13.240194798370416,50.98371887207031,-10.694270827864234,0.16844972173243555,-0.17228236129527452,0.30906698028673846
downside,2,twos,bidder,bidder_partner,5-4,779,13.239323684584651,38.21636962890625,-10.881264035294695,0.17335761966121316,-0.12489493123425437,0.3217718801577121
downside,8,doubles-suit,left_setter,bidder,6-5,847,13.229994819465466,48.12617874145508,-10.450333989356174,0.184243726375438,-0.18744240865252093,0.29629048602912283
downside,3,threes,bidder,bidder_partner,5-1,556,13.225523306740273,46.853946685791016,-10.88764499545955,0.164821446476263,-0.13793253342088366,0.3221170108556015
downside,3,threes,bidder,right_setter,6-3,1165,13.208973554275579,44.04417037963867,-10.851262362525187,0.16352433443777442,-0.1443404817010392,0.316421512875536
downside,0,blanks,right_setter,bidder_partner,5-0,1270,13.203153505475502,42.28093719482422,-10.72603983015526,0.1634784364644539,-0.16846217346033007,0.3249838348331451
downside,2,twos,bidder,bidder_partner,5-0,808,13.198788706766496,43.37390899658203,-10.737867016750988,0.18103860070392094,-0.12998723973311763,0.3254608822489389
downside,3,threes,left_setter,bidder,5-3,770,13.19656195919235,43.44777297973633,-10.851304611602387,0.15485414196102118,-0.1592698855833574,0.32328300865800863
