metric,value
n_hands,200.0
mean_min_off_depth,1.065
r_sigma,0.05495335882829367
p_sigma_bivar,0.43959882740844436
r_ev,-0.053404805205708034
p_ev_bivar,0.45261643521334116
coef_sigma,2.452380494805828
ci_sigma_low,-3.0357179370654848
ci_sigma_high,7.940478926677141
p_sigma_multivar,0.3792372400395104
coef_ev,-5.090297577869446
ci_ev_low,-13.931123414098519
ci_ev_high,3.750528258359626
p_ev_multivar,0.2575350631868596
sigma_confirmed,0.0
ev_confirmed,0.0
both_confirmed,0.0
