feature,coefficient,abs_coef
n_doubles,6.183209812815025,6.183209812815025
trump_count,4.0250149781750615,4.0250149781750615
count_points,1.655447016611452,1.655447016611452
n_6_high,-1.2413494324727479,1.2413494324727479
has_trump_double,0.8270929733098505,0.8270929733098505
total_pips,0.29752459452357677,0.29752459452357677
n_5_high,-0.2613365180448901,0.2613365180448901
max_suit_length,0.11254657135196897,0.11254657135196897
