base_seed,decl_id,hand_str,V_mean,V_std,V_min,V_max,V_spread,util_lambda_0,util_lambda_05,util_lambda_1,util_lambda_2,n_doubles,count_points,trump_count,has_trump_double,n_6_high,total_pips,rank_0,rank_05,rank_1,rank_2,rank_change_0_to_1
99,9,5-5 5-3 5-0 4-3 4-1 1-0 0-0,9.333333333333334,13.59738536958076,-4.0,28.0,32.0,9.333333333333334,2.534640648542954,-4.264052036247426,-17.861437405828184,2,20,0,False,0,36,123.5,113.0,109.0,108.0,14.5
48,8,6-2 5-5 5-4 4-4 4-1 1-0 0-0,8.0,12.96148139681572,-4.0,26.0,30.0,8.0,1.5192593015921396,-4.961481396815721,-17.92296279363144,3,15,0,False,1,41,132.0,120.0,110.0,109.0,22.0
198,8,6-4 6-2 5-5 5-4 4-1 4-0 2-1,10.0,14.966629547095765,-6.0,30.0,36.0,10.0,2.5166852264521173,-4.966629547095765,-19.93325909419153,1,25,0,False,2,49,120.5,114.0,111.0,114.0,9.5
7,7,6-5 6-1 4-4 3-3 3-2 3-1 2-2,21.333333333333332,26.398653164297773,-16.0,40.0,56.0,21.333333333333332,8.134006751184446,-5.065319830964441,-31.463972995262214,3,5,0,False,2,45,72.5,90.0,112.0,143.0,-39.5
160,0,6-3 6-0 5-5 3-3 3-2 3-1 1-1,4.666666666666667,9.843215373488935,-8.0,16.0,24.0,4.666666666666667,-0.2549410200778004,-5.176548706822268,-15.019764080311202,3,15,1,False,2,42,147.0,127.0,113.0,96.0,34.0
194,4,6-3 6-2 5-5 3-3 3-1 2-0 0-0,9.333333333333334,14.727148022916348,-8.0,28.0,36.0,9.333333333333334,1.9697593218751601,-5.393814689583014,-20.120962712499363,3,10,0,False,2,39,123.5,118.0,114.0,115.0,9.5
161,1,6-5 6-3 4-0 3-2 2-1 2-0 1-1,4.666666666666667,10.624918300339486,-8.0,18.0,26.0,4.666666666666667,-0.6457924835030759,-5.958251633672819,-16.583169934012304,1,5,2,True,2,36,147.0,130.0,115.0,102.0,32.0
37,7,6-1 5-2 5-0 4-3 4-0 3-2 2-2,-1.3333333333333333,4.714045207910317,-8.0,2.0,10.0,-1.3333333333333333,-3.6903559372884915,-6.04737854124365,-10.761423749153968,1,10,0,False,1,39,168.0,144.0,116.0,87.0,52.0
2,2,6-3 5-5 5-2 5-0 2-1 2-0 0-0,14.0,20.396078054371138,-6.0,42.0,48.0,14.0,3.801960972814431,-6.396078054371138,-26.792156108742276,2,15,3,False,1,36,101.0,107.5,117.5,126.5,-16.5
1,1,6-5 6-2 6-1 4-1 4-0 2-2 1-0,14.0,20.396078054371138,-6.0,42.0,48.0,14.0,3.801960972814431,-6.396078054371138,-26.792156108742276,1,5,3,False,3,40,101.0,107.5,117.5,126.5,-16.5
121,1,6-3 6-2 5-0 3-2 2-1 2-0 1-0,-0.6666666666666666,6.182412330330469,-6.0,8.0,14.0,-0.6666666666666666,-3.757872831831901,-6.849078996997136,-13.031491327327604,0,10,2,False,2,33,166.5,145.0,119.0,91.0,47.5
81,1,6-3 5-5 3-3 3-2 3-1 3-0 1-0,13.333333333333334,20.677416559027762,-6.0,42.0,48.0,13.333333333333334,2.994625053819453,-7.344083225694428,-28.021499784722188,2,15,2,False,1,38,103.5,110.5,120.5,132.5,-17.0
155,5,6-5 5-4 4-4 4-2 3-1 2-2 2-1,13.333333333333334,20.677416559027762,-6.0,42.0,48.0,13.333333333333334,2.994625053819453,-7.344083225694428,-28.021499784722188,2,0,2,False,1,45,103.5,110.5,120.5,132.5,-17.0
78,8,6-2 5-5 5-4 5-1 4-4 4-0 3-1,6.666666666666667,14.267289706021797,-8.0,26.0,34.0,6.666666666666667,-0.4669781863442317,-7.60062303935513,-21.867912745376927,2,10,0,False,1,49,137.0,128.0,122.0,117.0,15.0
139,9,6-2 5-3 5-0 4-3 3-0 2-2 1-0,15.333333333333334,22.939534045447004,-14.0,42.0,56.0,15.333333333333334,3.8635663106098317,-7.6062007121136705,-30.545734757560673,1,5,0,False,1,36,95.0,106.0,123.0,137.0,-28.0
188,8,6-0 5-4 4-3 4-0 3-0 2-1 2-0,-6.666666666666667,0.9428090415820634,-8.0,-6.0,2.0,-6.666666666666667,-7.138071187457698,-7.6094757082487305,-8.552284749830793,0,0,0,False,1,34,176.5,157.0,124.0,82.0,52.5
186,6,6-5 6-4 5-1 4-1 3-3 3-2 2-1,11.333333333333334,19.48218559493661,-8.0,38.0,46.0,11.333333333333334,1.5922405358650291,-8.148852261603276,-27.631037856539884,1,20,2,False,2,46,112.0,119.0,125.0,131.0,-13.0
116,6,6-4 6-0 4-4 4-1 3-2 2-2 1-1,12.666666666666666,21.24983660067897,-14.0,38.0,52.0,12.666666666666666,2.0417483663271803,-8.583169934012306,-29.83300653469128,3,20,2,False,2,40,105.0,117.0,126.0,134.0,-21.0
20,0,6-6 6-1 5-4 5-3 5-1 4-2 4-1,16.0,24.711670657134185,-18.0,40.0,58.0,16.0,3.6441646714329075,-8.711670657134185,-33.42334131426837,1,5,0,False,2,53,92.5,109.0,127.0,145.0,-34.5
122,2,6-6 6-0 4-3 4-2 4-0 1-0 0-0,14.666666666666666,23.79542439676633,-16.0,42.0,58.0,14.666666666666666,2.7689544682835017,-9.128757730099663,-32.92418212686599,2,0,1,False,2,36,98.0,112.0,128.0,144.0,-30.0
98,8,6-5 6-2 6-1 3-2 3-1 2-1 2-0,7.333333333333333,16.519348924485154,-16.0,20.0,36.0,7.333333333333333,-0.926341128909244,-9.186015591151822,-25.705364515636976,0,5,0,False,3,40,134.5,131.0,129.0,125.0,5.5
8,8,6-0 5-5 5-4 4-3 3-3 3-2 2-2,5.333333333333333,14.636332266733431,-6.0,26.0,32.0,5.333333333333333,-1.9848328000333826,-9.302998933400097,-23.93933120013353,3,15,0,False,1,47,142.5,134.0,130.0,121.0,12.5
148,8,6-5 6-3 6-2 5-1 4-4 3-1 0-0,0.0,10.198039027185569,-14.0,10.0,24.0,0.0,-5.0990195135927845,-10.198039027185569,-20.396078054371138,2,0,0,False,3,46,165.0,151.0,131.0,116.0,34.0
196,6,6-3 6-2 6-0 4-2 4-1 3-1 2-0,2.0,12.328828005937952,-14.0,16.0,30.0,2.0,-4.164414002968976,-10.328828005937952,-22.657656011875904,0,5,3,False,3,40,156.5,147.0,132.0,119.0,24.5
24,4,6-5 6-4 6-0 5-5 5-2 5-0 2-0,15.333333333333334,26.042699979499478,-20.0,42.0,62.0,15.333333333333334,2.311983343583595,-10.709366646166144,-36.75206662566562,1,25,1,False,3,51,95.0,115.0,133.0,151.0,-38.0
16,6,6-6 5-3 5-1 4-2 3-0 2-0 1-0,8.666666666666666,19.48218559493661,-18.0,28.0,46.0,8.666666666666666,-1.0744261308016387,-10.815518928269944,-30.297704523206555,1,0,1,True,1,38,128.0,133.0,134.0,136.0,-6.0
128,8,6-3 6-2 6-0 5-3 3-0 2-0 1-1,-8.0,3.265986323710904,-12.0,-4.0,8.0,-8.0,-9.632993161855453,-11.265986323710905,-14.531972647421808,1,0,0,False,3,38,180.0,163.0,135.0,94.0,45.0
66,6,6-4 6-1 6-0 5-4 5-3 4-0 0-0,2.6666666666666665,14.079141387961918,-16.0,18.0,34.0,2.6666666666666665,-4.372904027314293,-11.412474721295252,-25.49161610925717,1,10,3,False,3,44,154.5,149.0,136.0,124.0,18.5
135,5,5-4 5-1 4-3 3-1 3-0 1-1 1-0,4.666666666666667,16.110727964792762,-18.0,18.0,36.0,4.666666666666667,-3.388697315729714,-11.444061298126094,-27.554789262918856,1,0,2,False,0,32,147.0,139.0,137.0,129.0,10.0
9,9,6-2 6-1 5-2 4-3 4-2 2-0 1-0,11.333333333333334,23.170862929310353,-14.0,42.0,56.0,11.333333333333334,-0.25209813132184244,-11.837529595977019,-35.00839252528737,0,0,0,False,2,38,112.0,125.0,138.0,148.0,-26.0
22,2,6-6 6-2 6-0 5-2 5-0 4-3 4-2,11.333333333333334,23.170862929310356,-14.0,42.0,56.0,11.333333333333334,-0.2520981313218442,-11.837529595977022,-35.00839252528738,1,5,3,False,3,51,112.0,126.0,139.0,149.0,-27.0
63,3,6-5 6-3 5-5 5-2 3-1 2-2 1-0,11.333333333333334,23.79542439676633,-16.0,42.0,58.0,11.333333333333334,-0.5643788650498305,-12.462091063432995,-36.25751546019932,2,10,2,False,2,46,112.0,129.0,140.0,150.0,-28.0
5,5,6-6 6-3 4-3 4-0 3-3 2-1 1-1,5.333333333333333,17.98765008430939,-16.0,28.0,44.0,5.333333333333333,-3.660491708821362,-12.654316750976058,-30.641966835285448,3,0,0,False,2,43,142.5,142.0,141.0,138.0,1.5
35,5,6-0 5-0 4-4 3-1 3-0 2-0 1-1,8.0,21.228911104120876,-8.0,38.0,46.0,8.0,-2.614455552060438,-13.228911104120876,-34.45782220824175,2,5,1,False,1,30,132.0,136.0,142.0,146.0,-10.0
142,2,6-5 5-1 4-4 4-3 4-0 3-1 3-0,4.666666666666667,17.98765008430939,-10.0,30.0,40.0,4.666666666666667,-4.327158375488028,-13.320983417642722,-31.308633501952112,1,0,0,False,1,43,147.0,148.0,143.0,141.0,4.0
126,6,5-1 4-2 4-1 3-3 3-0 2-0 0-0,0.6666666666666666,14.079141387961918,-18.0,16.0,34.0,0.6666666666666666,-6.372904027314292,-13.412474721295252,-27.49161610925717,2,5,0,False,0,28,163.5,154.0,144.0,128.0,19.5
61,1,6-4 6-3 6-1 5-4 4-4 2-1 2-0,14.666666666666666,28.110891523077353,-24.0,42.0,66.0,14.666666666666666,0.6112209051279898,-13.444224856410687,-41.55511637948804,1,10,2,False,3,48,98.0,123.0,145.0,158.0,-47.0
71,1,6-1 5-2 5-0 4-3 4-2 3-3 2-0,9.333333333333334,23.11324776447962,-8.0,42.0,50.0,9.333333333333334,-2.2232905489064763,-13.779914431146286,-36.893162195625905,1,5,1,False,1,40,123.5,135.0,146.0,152.0,-22.5
10,0,6-4 6-2 4-2 4-0 3-3 3-1 2-1,-2.6666666666666665,12.472191289246473,-16.0,14.0,30.0,-2.6666666666666665,-8.902762311289903,-15.138857955913139,-27.611049245159613,1,10,1,False,2,41,170.5,160.0,147.0,130.0,23.5
168,8,6-1 6-0 4-3 3-2 2-1 1-1 0-0,-5.333333333333333,9.843215373488935,-18.0,6.0,24.0,-5.333333333333333,-10.254941020077801,-15.176548706822267,-25.0197640803112,2,5,0,False,2,30,175.0,164.0,148.0,123.0,27.0
187,7,6-0 5-1 4-3 3-2 3-0 1-1 1-0,-2.6666666666666665,13.59738536958076,-16.0,16.0,32.0,-2.6666666666666665,-9.465359351457046,-16.264052036247428,-29.861437405828188,1,5,0,False,1,30,170.5,162.0,149.0,135.0,21.5
72,2,6-3 6-0 4-4 4-3 4-2 3-2 1-0,16.666666666666668,33.038697848970315,-30.0,42.0,72.0,16.666666666666668,0.14731774218151017,-16.372031182303648,-49.41072903127396,1,5,2,False,2,42,89.5,124.0,150.0,170.0,-60.5
43,3,6-6 6-2 6-0 5-5 5-3 4-2 3-1,7.333333333333333,23.79542439676633,-20.0,38.0,58.0,7.333333333333333,-4.564378865049831,-16.462091063432997,-40.25751546019932,2,10,2,False,3,54,134.5,150.0,151.0,155.0,-16.5
45,5,6-3 5-3 5-1 4-4 3-1 3-0 2-2,8.666666666666666,25.525586292102197,-20.0,42.0,62.0,8.666666666666666,-4.0961264793844325,-16.858919625435533,-42.38450591753773,2,0,2,False,1,42,128.0,146.0,152.0,160.0,-24.0
53,3,6-5 5-2 4-2 3-3 3-2 3-1 2-0,6.666666666666667,23.79542439676633,-14.0,40.0,54.0,6.666666666666667,-5.231045531716497,-17.12875773009966,-40.92418212686599,1,5,3,True,1,41,137.0,152.0,153.0,157.0,-16.0
185,5,6-1 6-0 5-4 5-2 4-0 1-1 1-0,6.0,23.15167380558045,-16.0,38.0,54.0,6.0,-5.5758369027902255,-17.15167380558045,-40.3033476111609,1,0,2,False,2,36,139.5,153.0,154.0,156.0,-14.5
27,7,6-5 6-2 5-1 4-2 2-2 2-1 0-0,4.0,21.228911104120876,-26.0,20.0,46.0,4.0,-6.614455552060438,-17.228911104120876,-38.45782220824175,2,0,0,False,2,38,150.5,155.0,155.0,153.0,-4.5
177,7,6-5 6-3 6-0 5-1 4-4 2-1 0-0,10.0,27.27636339397171,-26.0,40.0,66.0,10.0,-3.638181696985855,-17.27636339397171,-44.55272678794342,2,0,0,False,3,43,120.5,141.0,156.0,162.0,-35.5
133,3,6-5 6-4 6-1 4-4 4-3 3-1 2-2,11.333333333333334,29.227080289043965,-28.0,42.0,70.0,11.333333333333334,-3.2802068111886484,-17.893746955710633,-47.120827244754594,2,10,2,False,3,51,112.0,138.0,157.0,166.0,-45.0
119,9,5-4 5-1 5-0 4-4 4-1 4-0 1-0,12.0,29.97776954122282,-30.0,38.0,68.0,12.0,-2.98888477061141,-17.97776954122282,-47.95553908244564,1,10,0,False,0,38,106.5,137.0,158.0,168.0,-51.5
173,3,6-6 6-5 5-3 3-2 3-0 2-2 2-1,6.0,25.664502073226878,-16.0,42.0,58.0,6.0,-6.832251036613439,-19.664502073226878,-45.329004146453755,2,5,3,False,2,46,139.5,156.0,159.0,163.0,-19.5
70,0,6-5 5-5 5-2 5-1 4-1 1-1 0-0,-4.666666666666667,15.084944665313014,-26.0,6.0,32.0,-4.666666666666667,-12.209138999323173,-19.75161133197968,-34.83655599729269,3,15,1,True,1,41,174.0,168.0,160.0,147.0,14.0
153,3,6-6 6-5 6-4 4-1 3-0 2-1 0-0,14.0,35.364765892999586,-36.0,40.0,76.0,14.0,-3.682382946499793,-21.364765892999586,-56.72953178599917,2,15,1,False,3,44,101.0,143.0,161.0,177.0,-60.0
4,4,6-6 5-3 5-2 5-1 4-4 4-1 3-0,-4.0,17.962924780409974,-26.0,18.0,44.0,-4.0,-12.981462390204987,-21.962924780409974,-39.92584956081995,2,5,2,True,1,49,173.0,171.0,162.0,154.0,11.0
179,9,6-5 6-4 6-0 5-4 4-2 4-1 0-0,-2.0,20.06655592438988,-30.0,16.0,46.0,-2.0,-12.03327796219494,-22.06655592438988,-42.13311184877976,1,15,0,False,3,47,169.0,166.0,163.0,159.0,6.0
152,2,6-6 6-1 5-1 5-0 4-0 3-2 2-2,15.333333333333334,37.712361663282536,-38.0,42.0,80.0,15.333333333333334,-3.522847498307934,-22.3790283299492,-60.091389993231736,2,10,2,True,2,43,95.0,140.0,164.0,184.0,-69.0
6,6,6-6 5-4 5-2 5-1 4-4 4-3 2-2,5.333333333333333,27.776888874666213,-28.0,40.0,68.0,5.333333333333333,-8.555111103999774,-22.44355554133288,-50.22044441599909,3,0,1,True,1,53,142.5,159.0,165.0,171.0,-22.5
73,3,6-6 6-5 6-0 5-5 5-4 4-3 4-1,1.3333333333333333,23.907228102721476,-30.0,28.0,58.0,1.3333333333333333,-10.620280718027404,-22.573894769388144,-46.481122872109616,2,15,1,False,3,60,160.0,165.0,166.0,165.0,-6.0
25,5,6-6 6-5 6-4 4-1 3-1 2-1 1-1,4.666666666666667,28.158282775923837,-26.0,42.0,68.0,4.666666666666667,-9.41247472129525,-23.49161610925717,-51.64989888518101,2,15,1,False,3,47,147.0,161.0,167.0,172.0,-20.0
54,4,6-6 6-1 5-4 5-3 4-1 2-0 1-1,-20.0,5.656854249492381,-28.0,-16.0,12.0,-20.0,-22.82842712474619,-25.65685424949238,-31.31370849898476,2,5,2,False,2,45,190.0,184.0,168.0,142.0,22.0
164,4,6-3 6-1 5-1 4-1 4-0 3-1 3-0,-20.666666666666668,5.2493385826745405,-28.0,-16.0,12.0,-20.666666666666668,-23.291335958003938,-25.916005249341207,-31.16534383201575,0,5,2,False,2,38,192.5,186.0,169.0,139.0,23.5
26,6,6-4 6-1 5-3 4-4 3-2 3-1 1-1,1.3333333333333333,27.438820836342234,-28.0,38.0,66.0,1.3333333333333333,-12.386077084837783,-26.105487503008902,-53.54430833935113,2,15,2,False,2,44,160.0,169.0,170.0,173.0,-10.0
23,3,6-4 6-2 5-5 5-4 5-2 4-0 2-2,10.666666666666666,37.24990678586398,-42.0,38.0,80.0,10.666666666666666,-7.958286726265323,-26.583240119197313,-63.83314690506129,2,20,0,False,2,52,118.0,158.0,171.0,190.0,-53.0
145,5,6-0 5-4 5-3 5-2 4-2 3-0 1-0,1.3333333333333333,29.044027881055953,-30.0,40.0,70.0,1.3333333333333333,-13.188680607194643,-27.71069454772262,-56.75472242877857,0,0,3,False,1,40,160.0,172.0,172.0,178.0,-12.0
87,7,5-3 5-0 4-4 4-3 3-3 2-2 1-1,3.3333333333333335,31.084115271666047,-36.0,40.0,76.0,3.3333333333333335,-12.20872430249969,-27.750781938332715,-58.83489720999876,4,5,0,False,0,40,152.5,167.0,173.0,180.0,-20.5
197,7,6-4 6-3 6-2 5-5 4-1 4-0 3-1,1.3333333333333333,30.12566274052001,-30.0,42.0,72.0,1.3333333333333333,-13.729498036926671,-28.792329407186678,-58.917992147706684,1,25,0,False,3,50,160.0,173.0,174.0,181.0,-14.0
58,8,5-4 5-2 5-0 4-0 2-2 2-0 1-1,-10.0,18.83259585576738,-28.0,16.0,44.0,-10.0,-19.41629792788369,-28.83259585576738,-47.66519171153476,2,5,0,False,0,33,184.0,177.0,175.0,167.0,9.0
106,6,6-4 6-0 5-5 5-4 5-3 4-2 2-2,4.0,33.34666400106613,-42.0,36.0,78.0,4.0,-12.673332000533065,-29.34666400106613,-62.69332800213226,2,20,2,False,2,53,150.5,170.0,176.0,188.0,-25.5
64,4,6-6 6-2 5-3 5-1 4-1 3-3 2-2,-28.0,1.632993161855452,-30.0,-26.0,4.0,-28.0,-28.816496580927726,-29.632993161855453,-31.265986323710905,3,5,1,False,2,49,198.0,192.0,177.0,140.0,21.0
94,4,6-6 5-3 5-1 4-2 2-1 1-1 1-0,-0.6666666666666666,30.5650490302604,-28.0,42.0,70.0,-0.6666666666666666,-15.949191181796866,-31.23171569692707,-61.796764727187465,2,0,1,False,1,38,166.5,176.0,178.0,185.0,-11.5
86,6,6-0 5-3 4-4 4-1 3-2 2-1 1-0,0.6666666666666666,31.93048003954146,-40.0,38.0,78.0,0.6666666666666666,-15.298573353104064,-31.263813372874793,-63.19429341241626,1,10,1,False,1,36,163.5,175.0,179.0,189.0,-15.5
156,6,6-6 5-5 5-4 5-1 3-2 3-0 2-0,1.3333333333333333,32.71425105702746,-40.0,40.0,80.0,1.3333333333333333,-15.023792195180397,-31.38091772369413,-64.0951687807216,2,15,1,True,1,47,160.0,174.0,180.0,191.0,-20.0
36,6,6-2 6-1 6-0 5-4 5-0 4-2 2-0,-8.666666666666666,23.907228102721476,-40.0,18.0,58.0,-8.666666666666666,-20.620280718027402,-32.57389476938814,-56.481122872109616,0,5,3,False,3,43,181.5,180.0,181.0,176.0,0.5
85,5,6-3 4-3 3-2 2-2 2-1 1-1 0-0,-10.0,23.03620339089466,-40.0,16.0,56.0,-10.0,-21.518101695447328,-33.036203390894656,-56.07240678178932,3,5,0,False,1,30,184.0,181.0,182.0,175.0,2.0
176,6,6-5 6-0 5-4 5-2 3-2 3-0 1-1,-12.0,21.228911104120876,-28.0,18.0,46.0,-12.0,-22.614455552060438,-33.228911104120876,-54.45782220824175,1,5,2,False,2,43,186.0,183.0,183.0,174.0,3.0
90,0,6-2 5-4 5-2 4-2 4-0 3-1 2-0,-20.666666666666668,12.684198393626966,-38.0,-8.0,30.0,-20.666666666666668,-27.00876586348015,-33.350865060293636,-46.0350634539206,0,0,2,False,1,40,192.5,190.0,184.0,164.0,8.5
56,6,6-3 5-3 4-4 4-2 3-2 3-0 1-0,-7.333333333333333,26.144895401503437,-40.0,24.0,64.0,-7.333333333333333,-20.405781034085052,-33.47822873483677,-59.62312413634021,1,5,1,False,1,40,178.5,179.0,185.0,182.0,-6.5
174,4,6-3 6-0 5-3 4-2 3-2 3-0 2-1,-24.0,9.93310961716756,-38.0,-16.0,22.0,-24.0,-28.96655480858378,-33.93310961716756,-43.86621923433512,0,5,1,False,2,40,196.0,193.0,186.0,161.0,10.0
32,2,6-5 6-4 6-3 6-0 5-4 5-3 4-2,-7.333333333333333,28.58126814696802,-42.0,28.0,70.0,-7.333333333333333,-21.623967406817343,-35.91460148030136,-64.49586962726937,0,10,1,False,4,59,178.5,182.0,187.0,192.0,-8.5
31,1,6-5 5-5 4-3 3-3 3-2 3-0 2-2,-3.3333333333333335,33.6386021641143,-42.0,40.0,82.0,-3.3333333333333335,-20.152634415390484,-36.97193549744764,-70.61053766156193,3,15,0,False,1,46,172.0,178.0,188.0,197.0,-16.0
92,2,6-0 5-5 4-1 3-1 3-0 2-1 1-0,-8.666666666666666,28.5345794120436,-38.0,30.0,68.0,-8.666666666666666,-22.933956372688463,-37.20124607871026,-65.73582549075387,1,15,1,False,1,32,181.5,185.0,189.0,194.0,-7.5
83,3,6-5 6-2 6-0 5-1 4-1 4-0 3-1,-14.666666666666666,23.79542439676633,-42.0,16.0,58.0,-14.666666666666666,-26.564378865049832,-38.46209106343299,-62.25751546019932,0,5,1,False,3,44,187.5,189.0,190.0,186.0,-2.5
41,1,6-5 6-0 5-4 4-4 3-0 2-0 1-0,-20.666666666666668,18.354533197248273,-40.0,4.0,44.0,-20.666666666666668,-29.843933265290804,-39.021199863914944,-57.37573306116322,1,0,1,False,2,40,192.5,195.0,191.0,179.0,1.5
74,4,6-5 6-2 6-0 5-3 5-2 4-2 1-0,-29.333333333333332,9.843215373488935,-42.0,-18.0,24.0,-29.333333333333332,-34.2549410200778,-39.17654870682227,-49.019764080311205,0,0,1,False,3,47,199.5,197.0,192.0,169.0,7.5
38,8,6-1 6-0 5-2 4-2 4-0 3-2 0-0,-20.666666666666668,19.48218559493661,-40.0,6.0,46.0,-20.666666666666668,-30.407759464134973,-40.14885226160328,-59.63103785653989,1,5,0,False,2,35,192.5,196.0,193.0,183.0,-0.5
132,2,6-5 6-4 6-2 6-1 5-3 5-0 4-1,-6.666666666666667,34.42221504913489,-42.0,40.0,82.0,-6.666666666666667,-23.877774191234113,-41.088881715801556,-75.51109676493645,0,20,1,False,4,54,176.5,187.0,194.0,199.0,-17.5
11,1,6-5 6-0 4-3 4-2 4-1 4-0 3-3,-15.333333333333334,26.042699979499478,-42.0,20.0,62.0,-15.333333333333334,-28.354683323083073,-41.37603331283281,-67.41873329233229,1,5,1,False,2,45,189.0,191.0,195.0,195.0,-6.0
95,5,6-6 6-0 5-4 4-4 4-2 4-0 3-1,-10.0,33.0252428706689,-40.0,36.0,76.0,-10.0,-26.51262143533445,-43.0252428706689,-76.0504857413378,2,0,1,False,2,49,184.0,188.0,196.0,200.0,-12.0
127,7,6-3 6-2 5-2 4-2 4-1 4-0 1-1,-14.666666666666666,29.31817790306136,-42.0,26.0,68.0,-14.666666666666666,-29.32575561819735,-43.984844569728025,-73.3030224727894,1,5,0,False,2,41,187.5,194.0,197.0,198.0,-9.5
40,0,6-5 6-3 6-1 5-4 4-2 4-0 2-2,-23.333333333333332,22.17105219775452,-40.0,8.0,48.0,-23.333333333333332,-34.418859432210596,-45.50438553108785,-67.67543772884237,1,0,1,False,3,50,195.0,198.0,198.0,196.0,-3.0
118,8,6-2 6-0 4-2 3-1 3-0 2-1 1-0,-26.0,19.79898987322333,-40.0,2.0,42.0,-26.0,-35.89949493661167,-45.798989873223334,-65.59797974644667,0,0,0,False,2,31,197.0,199.0,199.0,193.0,-2.0
124,4,6-5 5-5 5-4 5-3 2-1 2-0 1-1,-29.333333333333332,16.519348924485154,-42.0,-6.0,36.0,-29.333333333333332,-37.59300779557591,-45.852682257818486,-62.372031182303644,2,10,1,False,1,45,199.5,200.0,200.0,187.0,-0.5
