domino,clique_count,is_double,single_effect
5-4,2,False,-3.75917469981397
6-0,2,False,-9.548767022451232
5-1,2,False,-1.406361754187838
1-0,1,False,0.2681129189264357
6-1,1,False,-0.7476002258610936
3-3,1,True,5.5567611010648985
5-0,1,False,6.119349005424953
6-2,1,False,-4.18197192626416
0-0,1,True,3.2931417567767785
3-0,1,False,-2.107415107415104
3-1,1,False,-4.6661729126549165
3-2,1,False,-3.0147826468394943
