feature,correlation,abs_corr
total_pips,-0.9330978654988769,0.9330978654988769
trump_count,0.5641352711653373,0.5641352711653373
n_6_high,-0.23509294719942303,0.23509294719942303
n_5_high,-0.18479453031403395,0.18479453031403395
count_points,0.1729685581277889,0.1729685581277889
n_doubles,-0.11532957149953961,0.11532957149953961
has_trump_double,-0.0968029782585859,0.0968029782585859
max_suit_length,0.02112414168414928,0.02112414168414928
