r2_std,cv_r2_std_mean,cv_r2_std_std,r2_spread,cv_r2_spread_mean,cv_r2_spread_std,ev_std_corr,n_samples
0.08052566532702099,-0.13716232264236755,0.14134442907103692,0.08444024063947109,-0.13203299423171563,0.1360999262591866,-0.3808813410944751,200
