trump_count,n_hands,avg_locks,avg_capture_rate,avg_ev,avg_spread
0,72,1.2777777777777777,0.5222222222222223,14.61111111111111,32.666666666666664
1,43,1.4186046511627908,0.5472868217054265,3.813953488372093,43.116279069767444
2,45,1.2222222222222223,0.5185185185185186,13.481481481481481,37.51111111111111
3,30,1.1666666666666667,0.4866666666666667,20.622222222222224,30.266666666666666
4,9,1.2222222222222223,0.5259259259259259,32.51851851851851,21.77777777777778
5,1,1.0,0.4666666666666666,42.0,0.0
