intercept,r2,cv_r2_mean,cv_r2_std,coef_n_doubles,coef_trump_count,coef_n_6_high,coef_n_5_high,coef_count_points,coef_total_pips,coef_has_trump_double,coef_max_suit_length
-611.0899459688545,0.8102379284971545,-4.0554376531524285,2.36131250691064,49.57276547656895,15.059646148956517,39.80082635872443,-4.375887276194509,3.6645548610375496,-1.5299643323798264,53.374086237948866,151.3340396228417
