n_doubles,trump_count,n_6_high,n_5_high,count_points,total_pips,has_trump_double,max_suit_length,n_voids,n_singletons,base_value,E_V,prediction,base_seed
4.864674867351625,13.342360023033935,5.997578481864132,1.1268351403915824,0.13611864018657138,0.058289318309126176,2.880781069746315,0.4050972922385739,0.014562180254478682,-0.7248854906147383,14.032930273008871,41.333333333333336,42.13434179577043,0
-2.4888465449536574,6.073361950969432,-2.3265387036489895,1.8220344273743838,-2.365213088030103,0.7804192828922356,-1.0034120745500639,0.1969836535261985,0.6037078699074088,0.05075858896834484,14.032930273008871,14.0,15.376185635464061,1
2.4321380078275756,7.379480641182833,-0.022491292426326075,-1.4066804184968096,-0.8401708403216525,2.9834564295833963,-1.3638346964195385,0.4277018991709805,0.7424727276325102,-1.1009712926029722,14.032930273008871,14.0,23.26403143813887,2
-3.04121198477607,-1.8618100463295484,-0.6397457349721405,1.4146244091099707,2.683929962613012,0.25011963640433504,-0.8173515410704412,-0.0004596636067746979,0.2724844719398171,1.4637405348261934,14.032930273008871,17.333333333333332,13.757250317147234,3
3.8450631983137824,-3.680992553419852,-0.6304810478407992,-2.482983966030315,-4.551355340334745,-5.006789761641753,1.6067363347130115,0.7578062759105255,-3.396670696668848,-1.7388016778565714,14.032930273008871,-4.0,-1.2455389618466826,4
3.765666945227062,0.5573736711533144,-1.7208892678323167,-0.4329966932466439,-0.9549185945359371,0.6063532972822091,-0.8167935447593453,0.04934500875704176,-0.6954674903737128,1.7579240901400874,14.032930273008871,5.333333333333333,16.14852769482065,5
4.904836556647341,-8.606029430462607,-0.818986932002302,-0.8317384145674663,-1.8721706240947031,-2.842909237552676,2.2908266619556614,0.6885167087544273,1.0647994372235454,-1.9314285952239818,14.032930273008871,5.333333333333333,6.07864640368611,6
3.930170365560113,0.8154227310793352,-1.7730218760516447,-0.17258187507626108,-2.4497300402552638,0.6554918857621356,-0.8167935447593453,0.019396539121387325,-0.41778197330898686,1.8447391251488388,14.032930273008871,21.33333333333333,15.668241610229193,7
3.7901011028848166,0.24421261089752966,0.15185359165886358,-0.18523735281635376,0.354313754987824,-1.524523621832644,-0.5596800450159002,-0.16334255555921953,-0.8577056832059564,1.9193083663863717,14.032930273008871,5.333333333333333,17.202230441394214,8
-13.855210211133228,-0.988427639055543,-1.2585347718834015,-0.43017112404730284,-2.282572650046467,-1.8534280606302045,-0.7770233408063351,-0.057402195193394276,-0.7443011094342192,3.847386430443758,14.032930273008871,11.333333333333334,-4.366754398777455,9
-2.737735634052474,-5.8952588367109175,-1.0648153126642186,1.1240192240144982,2.382623653617437,-0.20882441422298284,-0.7977883697135096,-0.015098491197967204,0.09110239269197827,0.7413128596271367,14.032930273008871,-2.6666666666666665,7.652467344397852,10
-4.386830369292723,-7.903976543092451,-1.3334072915913404,0.6885328590378181,-3.9831034233492666,-1.4177152310412564,-0.5501810802805517,-1.6541133798849388,-1.5557028352509403,-4.893822379350626,14.032930273008871,-15.333333333333334,-12.957389401087395,11
3.0367313605525794,8.442528775450173,0.33969756661727835,0.6127547438811444,1.6851264315978527,5.65332424282954,3.319159673400422,1.1674288192539728,-0.766288294044822,1.4605287506963711,14.032930273008871,40.0,38.98392234324339,12
4.682310941665342,-6.626877346158438,0.7236169909447073,0.5843050056658627,0.26158705451269915,3.0737057378278165,-0.5324304633365199,1.5017036790025218,-0.7108545597117463,2.021534880993461,14.032930273008871,36.66666666666666,19.011532194414578,13
-3.6612529255493644,5.893445486843662,0.1458492333479715,-0.5622632817915201,2.0663919057044247,-3.259095705150302,-0.7238794839549157,0.18808847217519803,-0.5771446046444418,-2.0721299951314753,14.032930273008871,6.666666666666667,11.470939374858121,14
5.52213874178967,6.903097474681283,4.228324049083157,-0.9624798915977434,0.03219068740927038,-0.281070145174368,2.7509606174617205,0.4642188019097326,0.05465938686725214,-0.9204889453890767,14.032930273008871,28.666666666666668,31.824481050049766,15
-3.7802948186201,-6.373213688039079,-0.0314731518120096,0.12628396231579073,-1.4191448569722394,-0.16003220919042307,2.942623925307004,0.18204777691353163,-1.2806912729495852,3.0951583196005505,14.032930273008871,8.666666666666666,7.334194259562312,16
3.8128500068012423,1.2777630438685406,-0.6911860806788174,-0.4202638618915401,4.8692898176259085,-1.1045872962100505,-0.7436672731238926,-2.0201646123181347,-0.8003748638885589,-3.4191311653594045,14.032930273008871,18.666666666666668,14.793457987834167,17
