base_seed,decl_id,trump_suit,trump_count,has_trump_double,total_locks,avg_capture_rate,V_mean,V_spread,3-2_locked,4-1_locked,5-0_locked,5-5_locked,6-4_locked,3-2_rate,4-1_rate,5-0_rate,5-5_rate,6-4_rate
116,6,6,2,False,1,0.6,12.666666666666666,52.0,False,True,False,False,False,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
117,7,7,0,False,3,0.6666666666666667,28.0,4.0,True,False,True,False,True,1.0,0.0,1.0,0.3333333333333333,1.0
118,8,8,0,False,0,0.39999999999999997,-26.0,42.0,False,False,False,False,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333
119,9,9,0,False,1,0.39999999999999997,12.0,68.0,False,True,False,False,False,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333
120,0,0,3,True,2,0.6,41.333333333333336,2.0,True,False,False,False,True,1.0,0.0,0.3333333333333333,0.6666666666666666,1.0
121,1,1,2,False,0,0.39999999999999997,-0.6666666666666666,14.0,False,False,False,False,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333
122,2,2,1,False,1,0.6,14.666666666666666,58.0,False,False,False,False,True,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0
123,3,3,3,True,3,0.6666666666666667,29.333333333333332,36.0,True,True,True,False,False,1.0,1.0,1.0,0.0,0.3333333333333333
124,4,4,1,False,2,0.6,-29.333333333333332,36.0,False,False,True,True,False,0.6666666666666666,0.0,1.0,1.0,0.3333333333333333
125,5,5,3,True,2,0.5333333333333334,36.0,10.0,False,True,True,False,False,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333
126,6,6,0,False,1,0.39999999999999997,0.6666666666666666,34.0,True,False,False,False,False,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333
127,7,7,0,False,0,0.3333333333333333,-14.666666666666666,68.0,False,False,False,False,False,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333
128,8,8,0,False,1,0.4666666666666667,-8.0,8.0,False,False,False,True,False,0.6666666666666666,0.0,0.3333333333333333,1.0,0.3333333333333333
129,9,9,0,False,0,0.4666666666666667,16.0,32.0,False,False,False,False,False,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333
130,0,0,2,False,2,0.6666666666666667,29.333333333333332,36.0,True,False,False,True,False,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333
131,1,1,2,False,1,0.4666666666666666,2.0,14.0,False,False,True,False,False,0.6666666666666666,0.0,1.0,0.3333333333333333,0.3333333333333333
132,2,2,1,False,1,0.5333333333333333,-6.666666666666667,82.0,False,False,False,True,False,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333
133,3,3,2,False,1,0.5333333333333333,11.333333333333334,70.0,False,True,False,False,False,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
134,4,4,5,True,1,0.4666666666666666,42.0,0.0,False,True,False,False,False,0.6666666666666666,1.0,0.3333333333333333,0.0,0.3333333333333333
135,5,5,2,False,0,0.3333333333333333,4.666666666666667,36.0,False,False,False,False,False,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333
136,6,6,2,False,1,0.5333333333333334,8.666666666666666,14.0,False,False,True,False,False,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333
137,7,7,0,False,2,0.6666666666666666,36.666666666666664,2.0,True,False,True,False,False,1.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333
138,8,8,0,False,0,0.3333333333333333,29.333333333333332,22.0,False,False,False,False,False,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
139,9,9,0,False,1,0.5333333333333333,15.333333333333334,56.0,False,False,False,True,False,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333
140,0,0,3,False,2,0.6,26.666666666666668,44.0,False,True,False,False,True,0.0,1.0,0.3333333333333333,0.6666666666666666,1.0
141,1,1,2,False,2,0.5333333333333333,16.666666666666668,48.0,False,False,True,False,True,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0
142,2,2,0,False,1,0.4666666666666666,4.666666666666667,40.0,False,True,False,False,False,0.6666666666666666,1.0,0.3333333333333333,0.0,0.3333333333333333
143,3,3,1,False,1,0.6,17.333333333333332,26.0,False,False,False,False,True,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0
144,4,4,3,False,2,0.5333333333333334,5.333333333333333,20.0,True,False,True,False,False,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333
145,5,5,3,False,1,0.4666666666666667,1.3333333333333333,70.0,False,False,False,True,False,0.6666666666666666,0.0,0.3333333333333333,1.0,0.3333333333333333
146,6,6,1,False,1,0.5333333333333333,18.0,36.0,False,False,True,False,False,0.6666666666666666,0.0,1.0,0.6666666666666666,0.3333333333333333
147,7,7,0,False,1,0.4666666666666667,11.333333333333334,32.0,False,False,False,True,False,0.6666666666666666,0.0,0.3333333333333333,1.0,0.3333333333333333
148,8,8,0,False,1,0.5333333333333333,0.0,24.0,False,True,False,False,False,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
149,9,9,0,False,2,0.6666666666666667,42.0,0.0,True,True,False,False,False,1.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
150,0,0,3,False,2,0.6666666666666667,29.333333333333332,24.0,False,True,False,True,False,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333
151,1,1,1,False,0,0.39999999999999997,14.666666666666666,36.0,False,False,False,False,False,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333
152,2,2,2,True,1,0.5333333333333333,15.333333333333334,80.0,False,False,False,False,True,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,1.0
153,3,3,1,False,1,0.5333333333333333,14.0,76.0,False,False,False,False,True,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0
154,4,4,0,False,1,0.5333333333333333,8.666666666666666,10.0,False,False,True,False,False,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333
155,5,5,2,False,1,0.6,13.333333333333334,48.0,False,True,False,False,False,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
156,6,6,1,True,2,0.6,1.3333333333333333,80.0,False,False,True,False,True,0.6666666666666666,0.0,1.0,0.3333333333333333,1.0
157,7,7,0,False,3,0.7333333333333333,19.333333333333332,46.0,False,True,False,True,True,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0
158,8,8,0,False,1,0.5333333333333333,28.0,26.0,False,False,False,False,True,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,1.0
159,9,9,0,False,2,0.6666666666666667,28.666666666666668,38.0,True,False,False,True,False,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333
160,0,0,1,False,2,0.6,4.666666666666667,24.0,True,False,True,False,False,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333
161,1,1,2,True,0,0.39999999999999997,4.666666666666667,26.0,False,False,False,False,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333
162,2,2,4,False,1,0.5333333333333333,37.333333333333336,12.0,False,False,False,True,False,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333
163,3,3,4,False,0,0.4666666666666667,27.333333333333332,22.0,False,False,False,False,False,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333
164,4,4,2,False,0,0.4666666666666667,-20.666666666666668,12.0,False,False,False,False,False,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333
165,5,5,1,True,2,0.7333333333333333,10.666666666666666,12.0,False,True,True,False,False,0.6666666666666666,1.0,1.0,0.6666666666666666,0.3333333333333333
166,6,6,3,True,1,0.4666666666666666,3.3333333333333335,10.0,False,False,False,False,True,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,1.0
