cluster,n_hands,mean_EV,mean_sigma,n_doubles_mean,trump_count_mean,n_6_high_mean,n_5_high_mean,count_points_mean,total_pips_mean,has_trump_double_mean,max_suit_length_mean,n_voids_mean,n_singletons_mean,archetype
1,166,12.064257028112449,15.490546237298227,1.6325301204819278,1.1024096385542168,1.7891566265060241,1.4457831325301205,8.91566265060241,42.234939759036145,0.0,3.2590361445783134,0.6807228915662651,2.216867469879518,Average
0,34,22.745098039215687,13.192374040393993,2.2058823529411766,2.3823529411764706,1.5,1.7647058823529411,10.588235294117647,43.205882352941174,1.0,3.2058823529411766,0.6176470588235294,2.5588235294117645,Strong Balanced
