n_doubles,trump_count,n_6_high,n_5_high,count_points,total_pips,has_trump_double,max_suit_length,n_voids,n_singletons,base_value,sigma_V,prediction,base_seed
-0.9710574332596931,-2.3867827528321994,1.3066833858834792,-0.1840626708701063,-0.5811461223621093,-7.436396040730057,-0.7525164922491796,-0.27795240601664417,-0.3570212321478542,0.7400996542904,15.087962770271007,0.9428090415820634,4.187810659977041,0
0.4420245810897659,-0.7768266459727712,-0.7675454555294104,2.483484137394596,1.6328909228128388,0.14792163917708712,0.3168307976452253,0.3633720016621116,-0.7804693084444745,0.2402926491280413,15.087962770271007,20.396078054371134,18.38993808923402,1
0.35294235018395365,-1.5339068827487061,0.22362007613740725,-0.971660507559124,-0.3146274078754516,1.6293650126046115,0.2876039030574818,-0.12398575598037362,-0.8079273082004433,1.2269235074397777,15.087962770271007,20.396078054371134,15.056309757330146,2
0.4783597356138604,0.9142029853012401,-0.5469693573050312,2.1824245126967057,-0.5814444360289547,-1.0995652753127245,0.20016714872770572,0.3111968607729712,-0.8145952432004107,0.8811680669520471,15.087962770271007,20.41785710815141,17.01290776848841,3
0.6547536869131042,1.4122445736271692,-0.005288998378715364,-0.08620496540370175,1.4004390850116015,-0.14538528829666061,-0.168332733569166,-0.06746268190630599,0.9104732397933963,0.6261431115040766,15.087962770271007,17.962924780409974,19.61934179956581,4
-0.4340113307041705,-0.523024816678521,0.19679812035326408,4.429808226173869,0.23623966382434117,2.635915023859213,0.2112248020758437,0.32292893646016213,-0.3694035892365245,-1.2406177053203487,15.087962770271007,17.98765008430939,20.553820101078134,5
-1.1101074045042327,1.7106260827589592,0.19626977249103386,0.2797467923987576,1.2843250950101766,7.7905811878886,-1.0857241553781694,0.31380641619351174,-0.6366850923450368,0.6948527052289052,15.087962770271007,27.776888874666213,24.525654170013517,6
-0.431103659770716,-0.3436429303007708,0.03330214944218546,5.120040776181357,1.3391534140881343,0.6022024566238228,0.2071786466543918,0.308861627840178,-0.1657895186249612,-1.1632677970690155,15.087962770271007,26.398653164297773,20.594897935335617,7
-1.3215502655721914,-0.4284377071063663,-0.34353969671177825,-1.9121512188302423,-0.3447470155496878,-0.07192210057614318,0.06285216239717892,0.13125578036055385,-0.41304186596347353,-0.9094218364346178,15.087962770271007,14.636332266733431,9.537259006284236,8
-0.41247046592249215,-0.39071195246453977,0.4557602280018008,-0.028858270068083683,0.26904953400900883,-1.0116219014805445,0.11598460120282006,0.7121846063644797,1.4219150545324732,-0.7417296853837805,15.087962770271007,23.170862929310356,15.47746451906215,9
