base_seed,mean_v,std_v,v_spread,total_var,between_config_var,between_depth_var,residual_var,config_dim_ratio,depth_dim_ratio,collapse_score,participation_ratio,mean_trajectory_corr,n_depths
44,31.333333333333332,15.084944665313014,32.0,139.51749203141776,28.72888343332933,80.80418677535002,29.984421822738412,0.20591599673293948,0.5791688597523945,0.7940840032670605,1.4809303906988653,0.6743618897754938,8
45,8.666666666666666,25.525586292102197,62.0,214.50123451499766,135.32292522620045,17.27004565956744,61.908263629229765,0.6308724774110279,0.08051257000276117,0.3691275225889721,1.207525057884746,-0.09773834652514636,8
46,8.666666666666666,5.2493385826745405,12.0,152.58819681768168,78.97697781891516,42.31443299357598,31.29678600519054,0.5175824832197207,0.2773113115959743,0.48241751678027933,1.5127764700581607,0.24902582668071527,8
47,25.333333333333332,20.741798914805393,44.0,235.13776583424385,110.9847306627802,73.89851114628732,50.25452402517634,0.471998746220192,0.31427750826883655,0.528001253779808,1.532843959643511,0.2296755429034526,8
48,8.0,12.96148139681572,30.0,72.80522554694123,42.286709795185594,5.8746987470463665,24.64381700470927,0.580819707342589,0.08069061942893989,0.41918029265741097,1.2048857811313292,-0.2609041573266602,8
49,26.666666666666668,21.684607956387456,46.0,202.37620185893152,61.11348577482039,82.70283214911856,58.55988393499257,0.3019796063640931,0.4086588807846461,0.6980203936359068,1.7160760638207313,0.2430489836790576,8
50,30.0,15.57776192739723,34.0,139.15644938650425,42.84795081575327,78.11238020265537,18.196118368095597,0.3079120730994217,0.561327775658459,0.6920879269005783,1.5676004237565815,0.9146527481144274,8
51,17.333333333333332,17.15290710702481,42.0,206.38189529686642,117.94035406340997,35.600082107730024,52.84145912572642,0.5714665712017071,0.1724961487368924,0.4285334287982929,1.4582662774536848,0.21081041145197263,8
52,32.666666666666664,13.199326582148887,28.0,319.9030813527874,155.47785883883313,95.40349663221564,69.02172588173865,0.486015508763959,0.29822625099070293,0.513984491236041,1.6270709007176662,0.3194532177579243,8
53,6.666666666666667,23.79542439676633,54.0,120.73315912707521,54.35011013601767,3.8396043705876868,62.54344462046985,0.45016721610682425,0.03180240124874385,0.5498327838931758,1.1619976513574688,-0.3951856688653857,8
54,-20.0,5.656854249492381,12.0,77.45478327436052,2.9494933082526447,71.1959391751202,3.309350790987679,0.03808019574213954,0.9191935754687967,0.9619198042578605,1.157206417054986,0.9502946821578645,8
55,32.666666666666664,10.498677165349081,24.0,134.84211553534973,22.02427749603399,95.20110163872567,17.61673640059007,0.1633338175435269,0.7060190450198631,0.8366661824564731,1.351363948202663,0.8917493216557935,8
56,-7.333333333333333,26.144895401503437,64.0,208.69341299135093,124.8100662177781,24.64885246465294,59.234494308919885,0.5980546507375905,0.1181103519816147,0.40194534926240955,1.2742907110935249,-0.018869962013617052,8
57,29.333333333333332,16.519348924485154,36.0,148.40738202979722,41.80076918589504,74.75806979510611,31.848543048796074,0.2816623311736763,0.5037355202458608,0.7183376688263237,1.5021099998053387,0.6836496497917682,8
58,-10.0,18.83259585576738,44.0,149.28929643752147,72.00361116234582,28.804395493531466,48.481289781644186,0.4823092671783057,0.19294347405265114,0.5176907328216943,1.2600577601147476,-0.20233760927468833,8
59,32.666666666666664,6.79869268479038,16.0,129.27980156400807,1.460746964254109,120.94008080569758,6.878973794056378,0.011299112054491163,0.9354909223450394,0.9887008879455088,1.0550708054238531,0.9728258532249882,8
60,18.0,15.57776192739723,34.0,265.0469294187673,172.43140891942645,27.122173918401995,65.49334658093888,0.6505693512373775,0.10232970432020987,0.34943064876262253,1.3137463868012644,0.0994092365767228,8
61,14.666666666666666,28.110891523077353,66.0,325.4714903143017,214.87105568789875,20.337092756784696,90.26334186961827,0.6601839549153807,0.062485020537883504,0.33981604508461927,1.1177249901541213,-0.29787118815520763,8
62,34.0,5.656854249492381,12.0,139.80112766496524,2.9337511114823243,132.97437893650198,3.892997616980921,0.02098517487293155,0.9511681426145315,0.9790148251270685,1.082354563675946,0.9738418283408029,8
63,11.333333333333334,23.79542439676633,58.0,163.049018614417,91.45696262046931,15.93869365483462,55.65336233911307,0.5609169769782507,0.09775399932045527,0.4390830230217493,1.1748818125082354,-0.2003178022154103,8
64,-28.0,1.632993161855452,4.0,82.84078156738137,0.9895661965020558,80.1093661994164,1.741849171462917,0.011945399087008353,0.9670281313589095,0.9880546009129917,1.0512569126857128,0.9807575752012081,8
65,37.333333333333336,6.599663291074444,14.0,131.38495669053864,5.502244081388375,120.34212234026283,5.540590268887442,0.04187879815151323,0.9159505423723214,0.9581212018484868,1.0908112321201038,0.9933244921886982,8
66,2.6666666666666665,14.079141387961918,34.0,77.77998654137492,30.06770756611843,3.6634691987128356,44.04880977654366,0.3865738334902381,0.04710040926484424,0.6134261665097619,1.7991923685583209,-0.3694158439979871,8
67,23.333333333333332,10.370899457402697,22.0,177.1369067281379,74.08505158271039,78.21362656966693,24.838228575760567,0.4182361143768472,0.4415433689925829,0.5817638856231528,1.9946328560681237,0.6786557182364809,8
68,9.333333333333334,9.568466729604882,22.0,57.76585299323276,1.6664856035063067,34.56861257412575,21.5307548156007,0.028848974214949002,0.5984264194657603,0.971151025785051,1.0683567553042266,0.13703462428546168,8
69,40.0,1.632993161855452,4.0,172.88006174020134,0.42974677581891835,169.57934722566807,2.8709677387143415,0.0024858087826502987,0.9809074888028818,0.9975141912173497,1.0347623760293396,0.9767447795356059,8
70,-4.666666666666667,15.084944665313014,32.0,84.63134918092595,45.39973756391111,16.084624755662972,23.14698686135187,0.5364411415308409,0.19005516172591153,0.4635588584691591,1.5047203040658814,0.2884964000382017,8
71,9.333333333333334,23.11324776447962,50.0,290.2539074826108,188.11675547102058,19.941110374021672,82.19604163756857,0.6481110180481918,0.06870229774672836,0.3518889819518082,1.1631757574706336,-0.05876252695542661,8
72,16.666666666666668,33.038697848970315,72.0,326.90402053654367,182.01301807522455,24.519347757049182,120.37165470426993,0.5567781570152878,0.07500472988006042,0.44322184298471223,1.1737685279923047,-0.267563191545436,8
73,1.3333333333333333,23.907228102721476,58.0,147.6149145007332,74.22902712010541,16.63765842025104,56.748228960376736,0.5028558758521431,0.11270987404303513,0.4971441241478569,1.2745040574315374,0.03718981298405294,8
74,-29.333333333333332,9.843215373488935,24.0,138.88972823447162,1.0175172444664808,125.57963790390359,12.292573086101541,0.007326079886546564,0.904167928760735,0.9926739201134535,1.1829539675683585,0.8870794193719155,8
75,18.0,16.97056274847714,36.0,130.1314208849556,70.28115557522726,24.6309100774167,35.21935523231163,0.5400782923699899,0.1892771930861493,0.45992170763001006,1.3508084329486003,0.3810856954836996,8
76,16.666666666666668,13.299958228840003,30.0,46.68603292354252,0.66514469764825,22.07733481609027,23.943553409803997,0.014247188205893487,0.47288950106868605,0.9857528117941066,1.4755115140076307,0.14253936072699558,8
77,36.0,5.887840577551898,14.0,130.76711817384003,11.36466600921767,109.35073004373876,10.051722120883596,0.08690767348799136,0.8362249743729107,0.9130923265120087,1.2827641348565504,0.9295710342844458,8
78,6.666666666666667,14.267289706021797,34.0,85.368592705521,40.7032843375992,3.8733045540896107,40.79200381383218,0.47679460381882127,0.045371540414758584,0.5232053961811787,1.1550731297352275,-0.2571096612416384,8
79,10.666666666666666,5.2493385826745405,12.0,82.52078537990863,15.090171297324725,47.37962592288728,20.050988159696622,0.1828650954768874,0.5741538414202104,0.8171349045231127,1.547525404444774,0.7013192054740834,8
80,39.333333333333336,0.9428090415820634,2.0,180.5684194009689,15.050641552689589,154.12556029830014,11.392217549979165,0.08335146091780449,0.8535576753100445,0.9166485390821955,1.3225288510652775,0.8976450860024174,8
81,13.333333333333334,20.677416559027762,48.0,215.0311415912804,142.69306292784321,18.641963508980037,53.696115154457146,0.6635925469765979,0.08669424982365427,0.33640745302340214,1.1943457873336256,-0.008232933736317602,8
82,33.333333333333336,10.873004286866726,24.0,136.77057840241073,11.266086025403945,110.05475266819052,15.449739708816267,0.08237214580065977,0.8046668658838594,0.9176278541993402,1.2439572144512006,0.9086615632985741,8
83,-14.666666666666666,23.79542439676633,58.0,197.99499996327518,113.71127766657058,31.37357781748453,52.910144479220065,0.5743138851368073,0.15845641467362215,0.42568611486319274,1.2733393582561823,-0.2049142798510698,8
84,22.0,2.8284271247461903,6.0,58.63746852703999,6.414955457512515,43.57464971177987,8.64786335774761,0.10940027969581143,0.7431195583023152,0.8905997203041885,1.5254375315894968,0.7513281871109704,8
85,-10.0,23.03620339089466,56.0,191.67673216430725,104.6064136750034,39.494390116600954,47.575928372702904,0.5457439329951311,0.20604686688181828,0.45425606700486887,1.5123757122229577,0.14561730584301827,8
86,0.6666666666666666,31.93048003954146,78.0,301.5025623341789,174.4419961819473,31.86434977375099,95.1962163784806,0.5785755014201159,0.10568517072313713,0.42142449857988407,1.3636481833218441,-0.08366979335048676,8
87,3.3333333333333335,31.084115271666047,76.0,227.76069951740854,114.09594438386675,7.4690495239328865,106.19570560960891,0.5009465839612334,0.03279340790469429,0.49905341603876663,1.154486050860621,-0.2815651726623838,8
88,2.6666666666666665,0.9428090415820634,2.0,11.090239466594374,3.5005854886585035,2.965648822029568,4.624005155906303,0.31564561786089856,0.26741071109984504,0.6843543821391014,2.103827295727164,0.07668457956591011,8
89,27.333333333333332,16.67999467092907,38.0,170.66124157953158,46.04635068502148,90.55614596927505,34.05874492523505,0.26981141270768827,0.5306192849128785,0.7301885872923117,1.8327827745548686,0.5765903323112432,8
90,-20.666666666666668,12.684198393626966,30.0,129.00022187362939,1.3539741991974406,105.35998874449294,22.28625892993901,0.010495905972346425,0.8167426940374197,0.9895040940276536,1.3004916104762791,0.8082585360631637,8
91,20.666666666666668,18.354533197248273,44.0,133.5741945613381,41.612564428550925,50.676007190087546,41.28562294269962,0.311531464331175,0.3793847109204676,0.6884685356688249,1.3818976899611866,-0.0629042213630882,8
92,-8.666666666666666,28.5345794120436,68.0,309.2318917938,211.094944611192,10.344345550300845,87.79260163230715,0.6826428651542609,0.0334517422840675,0.31735713484573913,1.081328394547488,-0.34065692956879284,8
93,8.0,4.320493798938574,10.0,63.325160692831936,13.87890442134285,36.52733474010607,12.918921531383013,0.2191688780493512,0.5768218246975687,0.7808311219506487,1.7010204689834,0.6167206281569801,8
94,-0.6666666666666666,30.5650490302604,70.0,340.6995471224311,214.1506348034029,16.604424449325602,109.9444878697026,0.6285615481797145,0.048736268039002606,0.37143845182028545,1.0990497986629364,-0.1896620546020461,8
95,-10.0,33.0252428706689,76.0,271.93993735413466,136.1022315521948,27.216278286691015,108.62142751524883,0.5004863679693918,0.10008194659267178,0.49951363203060817,1.1955729167454319,-0.19448298136593778,8
96,34.666666666666664,10.370899457402697,22.0,140.23903949673374,3.7867541290810274,124.85950505640261,11.592780311250095,0.027002139651485728,0.8903334300097704,0.9729978603485143,1.156343579802572,0.8971845483306958,8
97,38.666666666666664,0.9428090415820634,2.0,144.53518523460278,1.7953170785529153,141.59481550918338,1.1450526468664748,0.012421315098042323,0.9796563741856578,0.9875786849019577,1.0370949036665404,0.9911638711313625,8
98,7.333333333333333,16.519348924485154,36.0,65.45734861042475,23.512340386929626,11.111125030194192,30.83388319330093,0.3592009283306817,0.16974602953020668,0.6407990716693184,1.3986682167077107,-0.16017320146678946,8
99,9.333333333333334,13.59738536958076,32.0,49.890640171263954,15.652431925366649,15.261565062523818,18.976643183373486,0.3137348382709699,0.3059003654820646,0.6862651617290301,1.4127696218677583,0.33284008288858513,8
