base_seed,decl_id,V_mean,total_locked,total_lock_rate,lock_rate_3-2,locked_3-2,lock_rate_4-1,locked_4-1,lock_rate_5-0,locked_5-0,lock_rate_5-5,locked_5-5,lock_rate_6-4,locked_6-4,n_doubles,trump_count,n_6_high,n_5_high,count_points,n_count_dominoes,total_pips,has_trump_double,max_suit_length,suit_5_length,suit_6_length,suit_4_length,suit_3_length,holds_3-2,holds_4-1,holds_5-0,holds_5-5,holds_6-4
126,6,0.6666666666666666,0,0.3333333333333333,0.0,0,0.6666666666666666,0,0.0,0,0.6666666666666666,0,0.3333333333333333,0,2,0,0,1,5,1,28,0,3,1,0,2,2,0,1,0,0,0
127,7,-14.666666666666666,0,0.2,0.0,0,0.3333333333333333,0,0.0,0,0.3333333333333333,0,0.3333333333333333,0,1,0,2,1,5,1,41,0,3,1,2,3,1,0,1,0,0,0
128,8,-8.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0,3,1,0,0,38,0,3,1,3,0,3,0,0,0,0,0
129,9,16.0,0,0.3333333333333333,0.3333333333333333,0,0.6666666666666666,0,0.0,0,0.3333333333333333,0,0.3333333333333333,0,2,0,2,0,5,1,36,0,3,0,2,2,3,0,1,0,0,0
130,0,29.333333333333332,1,0.6,0.3333333333333333,0,0.6666666666666666,0,1.0,1,0.6666666666666666,0,0.3333333333333333,0,2,2,0,3,5,1,36,0,3,3,0,1,3,0,0,1,0,0
131,1,2.0,0,0.3333333333333333,0.0,0,0.0,0,0.6666666666666666,0,0.6666666666666666,0,0.3333333333333333,0,1,2,1,3,15,2,39,0,3,3,1,1,1,0,0,1,1,0
132,2,-6.666666666666667,0,0.2,0.0,0,0.3333333333333333,0,0.3333333333333333,0,0.0,0,0.3333333333333333,0,0,1,4,2,20,3,54,0,4,3,4,2,1,0,1,1,0,1
133,3,11.333333333333334,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0.0,0,0.3333333333333333,0,0.6666666666666666,0,2,2,3,0,10,1,51,0,3,1,3,3,2,0,0,0,0,1
134,4,42.0,2,0.6666666666666666,0.6666666666666666,0,1.0,1,0.3333333333333333,0,0.3333333333333333,0,1.0,1,3,5,1,0,15,2,40,1,5,0,1,5,1,0,1,0,0,1
135,5,4.666666666666667,0,0.3333333333333333,0.0,0,0.3333333333333333,0,0.3333333333333333,0,0.6666666666666666,0,0.3333333333333333,0,1,2,0,2,0,0,32,0,4,2,0,2,3,0,0,0,0,0
136,6,8.666666666666666,3,0.6,1.0,1,0.0,0,0.0,0,1.0,1,1.0,1,2,2,2,1,25,3,43,0,2,1,2,2,2,1,0,0,1,1
137,7,36.666666666666664,1,0.4666666666666667,0.3333333333333333,0,0.6666666666666666,0,0.0,0,1.0,1,0.3333333333333333,0,2,0,0,3,10,1,38,0,3,3,0,1,1,0,0,0,1,0
138,8,29.333333333333332,0,0.39999999999999997,0.6666666666666666,0,0.3333333333333333,0,0.6666666666666666,0,0.3333333333333333,0,0.0,0,2,0,4,1,0,0,43,0,4,2,4,0,1,0,0,0,0,0
139,9,15.333333333333334,0,0.26666666666666666,0.0,0,0.0,0,0.6666666666666666,0,0.3333333333333333,0,0.3333333333333333,0,1,0,1,2,5,1,36,0,3,2,1,1,3,0,0,1,0,0
140,0,26.666666666666668,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0.6666666666666666,0,0.3333333333333333,0,0.0,0,3,3,2,1,5,1,46,0,3,1,2,3,1,0,0,1,0,0
141,1,16.666666666666668,0,0.3333333333333333,0.3333333333333333,0,0.6666666666666666,0,0.0,0,0.6666666666666666,0,0.0,0,2,2,2,1,15,2,49,0,3,1,2,3,1,0,1,0,1,0
142,2,4.666666666666667,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0,1,1,0,0,43,0,3,2,1,3,3,0,0,0,0,0
143,3,17.333333333333332,3,0.6666666666666667,1.0,1,1.0,1,0.0,0,0.3333333333333333,0,1.0,1,1,1,2,1,20,3,44,0,3,1,2,3,1,1,1,0,0,1
144,4,5.333333333333333,0,0.3333333333333333,0.0,0,0.6666666666666666,0,0.0,0,0.6666666666666666,0,0.3333333333333333,0,2,3,2,2,15,2,47,0,3,2,2,3,1,0,1,0,1,0
145,5,1.3333333333333333,0,0.13333333333333333,0.3333333333333333,0,0.0,0,0.0,0,0.3333333333333333,0,0.0,0,0,3,1,3,0,0,40,0,3,3,1,2,2,0,0,0,0,0
146,6,18.0,2,0.5333333333333333,0.3333333333333333,0,0.0,0,1.0,1,1.0,1,0.3333333333333333,0,2,1,1,3,15,2,37,0,3,3,1,0,2,0,0,1,1,0
147,7,11.333333333333334,0,0.26666666666666666,0.3333333333333333,0,0.0,0,0.0,0,0.3333333333333333,0,0.6666666666666666,0,2,0,3,1,10,1,40,0,3,1,3,1,3,0,0,0,0,1
148,8,0.0,0,0.2,0.6666666666666666,0,0.0,0,0.0,0,0.3333333333333333,0,0.0,0,2,0,3,1,0,0,46,0,3,2,3,1,2,0,0,0,0,0
149,9,42.0,1,0.4666666666666666,0.6666666666666666,0,0.0,0,0.3333333333333333,0,0.3333333333333333,0,1.0,1,2,0,1,1,10,1,47,0,5,1,1,5,3,0,0,0,0,1
150,0,29.333333333333332,1,0.3333333333333333,1.0,1,0.0,0,0.0,0,0.3333333333333333,0,0.3333333333333333,0,1,3,1,2,5,1,39,0,3,2,1,2,2,1,0,0,0,0
151,1,14.666666666666666,0,0.3333333333333333,0.6666666666666666,0,0.0,0,0.0,0,0.6666666666666666,0,0.3333333333333333,0,1,1,0,3,5,1,37,0,3,3,0,3,1,1,0,0,0,0
152,2,15.333333333333334,0,0.3333333333333333,0.6666666666666666,0,0.0,0,0.6666666666666666,0,0.3333333333333333,0,0.0,0,2,2,2,2,10,2,43,1,2,2,2,1,1,1,0,1,0,0
153,3,14.0,0,0.4,0.3333333333333333,0,0.6666666666666666,0,0.0,0,0.3333333333333333,0,0.6666666666666666,0,2,1,3,0,15,2,44,0,3,1,3,2,1,0,1,0,0,1
154,4,8.666666666666666,1,0.6,0.6666666666666666,0,0.6666666666666666,0,0.3333333333333333,0,1.0,1,0.3333333333333333,0,3,0,1,1,10,1,29,0,4,1,1,0,0,0,0,0,1,0
155,5,13.333333333333334,0,0.2,0.3333333333333333,0,0.0,0,0.3333333333333333,0,0.3333333333333333,0,0.0,0,2,2,1,1,0,0,45,0,3,2,1,3,1,0,0,0,0,0
156,6,1.3333333333333333,0,0.26666666666666666,0.6666666666666666,0,0.0,0,0.0,0,0.6666666666666666,0,0.0,0,2,1,1,3,15,2,47,1,3,3,1,1,2,1,0,0,1,0
157,7,19.333333333333332,0,0.2,0.0,0,0.0,0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,2,0,2,3,0,0,59,0,4,4,2,2,2,0,0,0,0,0
158,8,28.0,1,0.4666666666666666,0.6666666666666666,0,1.0,1,0.0,0,0.3333333333333333,0,0.3333333333333333,0,2,0,2,2,5,1,48,0,3,3,2,1,1,0,1,0,0,0
159,9,28.666666666666668,2,0.6666666666666667,1.0,1,1.0,1,0.3333333333333333,0,0.6666666666666666,0,0.3333333333333333,0,2,0,0,2,10,2,40,0,4,2,0,2,4,1,1,0,0,0
160,0,4.666666666666667,0,0.39999999999999997,0.6666666666666666,0,0.3333333333333333,0,0.0,0,0.6666666666666666,0,0.3333333333333333,0,3,1,2,1,15,2,42,0,4,1,2,0,4,1,0,0,1,0
161,1,4.666666666666667,0,0.26666666666666666,0.6666666666666666,0,0.3333333333333333,0,0.0,0,0.3333333333333333,0,0.0,0,1,2,2,0,5,1,36,1,3,1,2,1,2,1,0,0,0,0
162,2,37.333333333333336,2,0.6,0.6666666666666666,0,1.0,1,0.0,0,0.3333333333333333,0,1.0,1,0,4,2,1,15,2,42,0,4,1,2,3,1,0,1,0,0,1
163,3,27.333333333333332,1,0.5333333333333333,1.0,1,0.6666666666666666,0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,0,4,2,0,5,1,38,0,4,0,2,2,4,1,0,0,0,0
164,4,-20.666666666666668,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,2,1,5,1,38,0,4,1,2,2,3,0,1,0,0,0
165,5,10.666666666666666,3,0.7333333333333334,1.0,1,1.0,1,0.3333333333333333,0,1.0,1,0.3333333333333333,0,2,1,1,1,20,3,39,1,3,1,1,2,1,1,1,0,1,0
166,6,3.3333333333333335,0,0.2,0.6666666666666666,0,0.0,0,0.0,0,0.3333333333333333,0,0.0,0,1,3,3,1,5,1,46,1,4,1,3,1,1,1,0,0,0,0
167,7,26.666666666666668,2,0.6,1.0,1,0.6666666666666666,0,0.0,0,1.0,1,0.3333333333333333,0,3,0,1,2,15,2,42,0,3,2,1,0,3,1,0,0,1,0
168,8,-5.333333333333333,0,0.2,0.3333333333333333,0,0.0,0,0.0,0,0.3333333333333333,0,0.3333333333333333,0,2,0,2,0,5,1,30,0,3,0,2,1,2,1,0,0,0,0
169,9,35.333333333333336,1,0.4666666666666667,0.6666666666666666,0,0.3333333333333333,0,0.0,0,1.0,1,0.3333333333333333,0,2,0,1,2,10,1,48,0,3,2,1,3,2,0,0,0,1,0
170,0,28.0,2,0.4,0.0,0,0.0,0,1.0,1,1.0,1,0.0,0,2,1,2,3,15,2,54,0,4,4,2,2,0,0,0,1,1,0
171,1,36.666666666666664,1,0.6666666666666666,0.6666666666666666,0,0.6666666666666666,0,1.0,1,0.6666666666666666,0,0.3333333333333333,0,1,4,0,2,5,1,22,0,4,2,0,0,2,0,0,1,0,0
172,2,32.666666666666664,0,0.39999999999999997,0.3333333333333333,0,0.6666666666666666,0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,1,3,2,0,0,0,35,1,3,0,2,2,2,0,0,0,0,0
173,3,6.0,0,0.2,0.3333333333333333,0,0.3333333333333333,0,0.0,0,0.0,0,0.3333333333333333,0,2,3,2,1,5,1,46,0,3,2,2,0,3,1,0,0,0,0
174,4,-24.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,2,1,5,1,40,0,4,1,2,1,4,1,0,0,0,0
175,5,26.666666666666668,2,0.5333333333333333,0.6666666666666666,0,0.0,0,0.0,0,1.0,1,1.0,1,3,1,2,1,20,2,49,1,3,1,2,3,1,0,0,0,1,1
176,6,-12.0,0,0.13333333333333333,0.3333333333333333,0,0.0,0,0.0,0,0.3333333333333333,0,0.0,0,1,2,2,2,5,1,43,0,3,3,2,1,2,1,0,0,0,0
177,7,10.0,0,0.2,0.3333333333333333,0,0.3333333333333333,0,0.0,0,0.3333333333333333,0,0.0,0,2,0,3,1,0,0,43,0,3,2,3,1,1,0,0,0,0,0
178,8,16.666666666666668,0,0.26666666666666666,0.3333333333333333,0,0.6666666666666666,0,0.0,0,0.3333333333333333,0,0.0,0,1,0,2,1,5,1,41,0,3,2,2,3,1,0,1,0,0,0
179,9,-2.0,0,0.4666666666666666,0.6666666666666666,0,0.6666666666666666,0,0.0,0,0.3333333333333333,0,0.6666666666666666,0,1,0,3,1,15,2,47,0,4,2,3,4,0,0,1,0,0,1
180,0,24.0,2,0.6666666666666667,0.6666666666666666,0,1.0,1,1.0,1,0.3333333333333333,0,0.3333333333333333,0,2,2,1,2,10,2,37,0,2,2,1,1,2,0,1,1,0,0
181,1,32.0,3,0.8,0.6666666666666666,0,1.0,1,1.0,1,1.0,1,0.3333333333333333,0,2,3,1,3,20,3,41,1,3,3,1,2,1,0,1,1,1,0
182,2,24.0,0,0.3333333333333333,0.6666666666666666,0,0.3333333333333333,0,0.0,0,0.3333333333333333,0,0.3333333333333333,0,0,3,4,0,0,0,42,0,4,0,4,1,2,0,0,0,0,0
183,3,35.333333333333336,1,0.5333333333333334,0.6666666666666666,0,0.3333333333333333,0,1.0,1,0.3333333333333333,0,0.3333333333333333,0,2,0,1,2,5,1,41,0,3,2,1,3,0,0,0,1,0,0
184,4,23.333333333333332,3,0.6666666666666666,0.0,0,0.3333333333333333,0,1.0,1,1.0,1,1.0,1,2,3,1,3,25,3,52,0,3,3,1,3,3,0,0,1,1,1
185,5,6.0,0,0.2,0.3333333333333333,0,0.0,0,0.0,0,0.3333333333333333,0,0.3333333333333333,0,1,2,2,2,0,0,36,0,3,2,2,2,0,0,0,0,0,0
186,6,11.333333333333334,0,0.4666666666666666,0.6666666666666666,0,0.6666666666666666,0,0.0,0,0.3333333333333333,0,0.6666666666666666,0,1,2,2,1,20,3,46,0,3,2,2,2,2,1,1,0,0,1
187,7,-2.6666666666666665,0,0.13333333333333333,0.3333333333333333,0,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,1,0,1,1,5,1,30,0,3,1,1,1,3,1,0,0,0,0
188,8,-6.666666666666667,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0,0,34,0,4,1,1,3,2,0,0,0,0,0
189,9,34.0,0,0.3333333333333333,0.6666666666666666,0,0.0,0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,2,0,1,1,0,0,45,0,4,1,1,4,3,0,0,0,0,0
190,0,24.0,1,0.6,0.6666666666666666,0,0.3333333333333333,0,0.6666666666666666,0,0.3333333333333333,0,1.0,1,1,2,3,2,10,1,49,0,3,2,3,3,0,0,0,0,0,1
191,1,26.666666666666668,0,0.4666666666666667,0.6666666666666666,0,0.6666666666666666,0,0.0,0,0.6666666666666666,0,0.3333333333333333,0,3,2,0,1,10,2,39,1,4,1,0,4,2,1,1,0,0,0
192,2,31.333333333333332,2,0.6666666666666667,0.6666666666666666,0,0.3333333333333333,0,1.0,1,1.0,1,0.3333333333333333,0,2,1,2,3,15,2,39,0,3,3,2,0,1,0,0,1,1,0
193,3,12.0,0,0.3333333333333333,0.3333333333333333,0,0.0,0,0.6666666666666666,0,0.0,0,0.6666666666666666,0,1,2,1,2,15,2,35,0,3,2,1,2,2,0,0,1,0,1
194,4,9.333333333333334,0,0.26666666666666666,0.0,0,0.3333333333333333,0,0.0,0,0.6666666666666666,0,0.3333333333333333,0,3,0,2,1,10,1,39,0,3,1,2,0,3,0,0,0,1,0
195,5,18.666666666666668,2,0.6666666666666666,0.3333333333333333,0,1.0,1,1.0,1,0.6666666666666666,0,0.3333333333333333,0,2,2,0,2,10,2,29,0,3,2,0,1,2,0,1,1,0,0
196,6,2.0,0,0.39999999999999997,0.6666666666666666,0,0.6666666666666666,0,0.0,0,0.3333333333333333,0,0.3333333333333333,0,0,3,3,0,5,1,40,0,3,0,3,2,2,0,1,0,0,0
197,7,1.3333333333333333,0,0.26666666666666666,0.3333333333333333,0,0.3333333333333333,0,0.0,0,0.3333333333333333,0,0.3333333333333333,0,1,0,3,1,25,3,50,0,3,1,3,3,2,0,1,0,1,1
198,8,10.0,0,0.5333333333333333,0.6666666666666666,0,0.6666666666666666,0,0.0,0,0.6666666666666666,0,0.6666666666666666,0,1,0,2,2,25,3,49,0,4,2,2,4,0,0,1,0,1,1
199,9,42.0,0,0.4666666666666667,0.3333333333333333,0,0.6666666666666666,0,0.3333333333333333,0,0.6666666666666666,0,0.3333333333333333,0,2,0,0,1,0,0,32,0,3,1,0,3,1,0,0,0,0,0
