path,corpus_family,bytes,size_gib,start_seed,end_seed,seed_count,inferred_decl_policy,inspected,game_count,decision_count,decl_counts_json,sample_counts_json,schema,has_bid_value,bid_values_json,has_oracle_softmax_per_seat,has_legal_mask_per_seat,has_voids_per_seat,blob_keys_json,game_attrs_json,decision_attrs_json,load_seconds
gus/data/corpus_train_chunk_3300-3399.pt,legacy_seed_mod_decl,1139484893,1.0612,3300,3399,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""1600"": 100, ""2400"": 200, ""3200"": 400, ""4000"": 1400, ""4800"": 500}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.298
gus/data/corpus_train_chunk_3400-3499.pt,legacy_seed_mod_decl,1193244893,1.1113,3400,3499,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""3200"": 700, ""4000"": 1200, ""4800"": 700}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.251
gus/data/corpus_train_chunk_3500-3599.pt,legacy_seed_mod_decl,1148444893,1.0696,3500,3599,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""2400"": 400, ""3200"": 300, ""4000"": 1300, ""4800"": 600}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.227
gus/data/corpus_train_chunk_3600-3699.pt,legacy_seed_mod_decl,1184284893,1.103,3600,3699,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""2400"": 300, ""3200"": 300, ""4000"": 1300, ""4800"": 600, ""5600"": 100}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.262
gus/data/corpus_train_chunk_3700-3799.pt,legacy_seed_mod_decl,1175324893,1.0946,3700,3799,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""2400"": 400, ""3200"": 400, ""4000"": 900, ""4800"": 800, ""5600"": 100}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.255
gus/data/corpus_train_chunk_3800-3899.pt,legacy_seed_mod_decl,1211164893,1.128,3800,3899,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""3200"": 700, ""4000"": 1000, ""4800"": 900}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.259
gus/data/corpus_train_chunk_3900-3999.pt,legacy_seed_mod_decl,1193244893,1.1113,3900,3999,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""2400"": 300, ""3200"": 400, ""4000"": 1000, ""4800"": 800, ""5600"": 100}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.253
gus/data/corpus_train_chunk_400-499.pt,legacy_seed_mod_decl,1148422369,1.0696,400,499,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""2400"": 200, ""3200"": 800, ""4000"": 900, ""4800"": 700}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.245
gus/data/corpus_train_chunk_4000-4099.pt,legacy_seed_mod_decl,1103644893,1.0278,4000,4099,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""2400"": 200, ""3200"": 1000, ""4000"": 1000, ""4800"": 400}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.24
gus/data/corpus_train_chunk_4100-4199.pt,legacy_seed_mod_decl,1202204893,1.1196,4100,4199,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""3200"": 600, ""4000"": 1300, ""4800"": 700}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.26
gus/data/corpus_train_chunk_4200-4299.pt,legacy_seed_mod_decl,1184284893,1.103,4200,4299,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""2400"": 200, ""3200"": 700, ""4000"": 1000, ""4800"": 500, ""5600"": 100, ""6400"": 100}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.237
gus/data/corpus_train_chunk_4300-4399.pt,legacy_seed_mod_decl,1202204893,1.1196,4300,4399,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""1600"": 100, ""3200"": 500, ""4000"": 1100, ""4800"": 900}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.255
gus/data/corpus_train_chunk_4400-4499.pt,legacy_seed_mod_decl,1166364893,1.0863,4400,4499,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""2400"": 300, ""3200"": 400, ""4000"": 1300, ""4800"": 500, ""5600"": 100}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.246
gus/data/corpus_train_chunk_4500-4599.pt,legacy_seed_mod_decl,1193244893,1.1113,4500,4599,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""3200"": 400, ""4000"": 1800, ""4800"": 400}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.237
gus/data/corpus_train_chunk_4600-4699.pt,legacy_seed_mod_decl,1238044893,1.153,4600,4699,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""3200"": 400, ""4000"": 1300, ""4800"": 900}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.236
gus/data/corpus_train_chunk_4700-4799.pt,legacy_seed_mod_decl,1103644893,1.0278,4700,4799,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""1600"": 100, ""2400"": 200, ""3200"": 800, ""4000"": 1000, ""4800"": 500}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.249
gus/data/corpus_train_chunk_4800-4899.pt,legacy_seed_mod_decl,1121564893,1.0445,4800,4899,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""2400"": 300, ""3200"": 900, ""4000"": 800, ""4800"": 500, ""5600"": 100}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.234
gus/data/corpus_train_chunk_4900-4999.pt,legacy_seed_mod_decl,1166364893,1.0863,4900,4999,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""2400"": 200, ""3200"": 800, ""4000"": 700, ""4800"": 900}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.25
gus/data/corpus_train_chunk_500-599.pt,legacy_seed_mod_decl,1094662369,1.0195,500,599,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""2400"": 300, ""3200"": 900, ""4000"": 1000, ""4800"": 400}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.228
gus/data/corpus_train_chunk_5000-5099.pt,legacy_seed_mod_decl,1255964893,1.1697,5000,5099,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""2400"": 200, ""3200"": 200, ""4000"": 1100, ""4800"": 900, ""5600"": 200}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.238
gus/data/corpus_train_chunk_5100-5199.pt,legacy_seed_mod_decl,1211164893,1.128,5100,5199,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""3200"": 700, ""4000"": 1100, ""4800"": 700, ""5600"": 100}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.241
gus/data/corpus_train_chunk_5200-5299.pt,legacy_seed_mod_decl,1184284893,1.103,5200,5299,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""2400"": 100, ""3200"": 800, ""4000"": 900, ""4800"": 700, ""5600"": 100}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.266
gus/data/corpus_train_chunk_5300-5399.pt,legacy_seed_mod_decl,1085724893,1.0112,5300,5399,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""2400"": 500, ""3200"": 600, ""4000"": 1100, ""4800"": 400}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.23
gus/data/corpus_train_chunk_5400-5499.pt,legacy_seed_mod_decl,1112604893,1.0362,5400,5499,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""2400"": 400, ""3200"": 500, ""4000"": 1400, ""4800"": 200, ""5600"": 100}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.252
gus/data/corpus_train_chunk_5500-5599.pt,legacy_seed_mod_decl,1166364893,1.0863,5500,5599,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""3200"": 1000, ""4000"": 900, ""4800"": 700}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.244
gus/data/corpus_train_chunk_5600-5699.pt,legacy_seed_mod_decl,1211164893,1.128,5600,5699,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""2400"": 100, ""3200"": 500, ""4000"": 1400, ""4800"": 400, ""5600"": 100, ""6400"": 100}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.245
gus/data/corpus_train_chunk_5700-5799.pt,legacy_seed_mod_decl,1049884829,0.9778,5700,5799,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""1600"": 100, ""2400"": 500, ""3200"": 700, ""4000"": 900, ""4800"": 400}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.235
gus/data/corpus_train_chunk_5800-5899.pt,legacy_seed_mod_decl,1229084893,1.1447,5800,5899,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""2400"": 100, ""3200"": 500, ""4000"": 1000, ""4800"": 900, ""5600"": 100}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.263
gus/data/corpus_train_chunk_5900-5999.pt,legacy_seed_mod_decl,1058844829,0.9861,5900,5999,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""2400"": 600, ""3200"": 700, ""4000"": 900, ""4800"": 400}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.226
gus/data/corpus_train_chunk_600-699.pt,legacy_seed_mod_decl,1139462369,1.0612,600,699,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""2400"": 300, ""3200"": 500, ""4000"": 1300, ""4800"": 500}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.251
gus/data/corpus_train_chunk_6000-6099.pt,legacy_seed_mod_decl,1130524893,1.0529,6000,6099,100,decl_id = seed % 10,True,100,2800,"{""0"": 10, ""1"": 10, ""2"": 10, ""3"": 10, ""4"": 10, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 10}","{""800"": 200, ""2400"": 500, ""3200"": 500, ""4000"": 800, ""4800"": 800}",legacy,False,{},False,False,False,"[""adaptive"", ""adaptive_config"", ""checkpoint"", ""enumerate"", ""posterior"", ""results"", ""seeds""]","[""decisions"", ""decl_id"", ""hands""]","[""action_taken"", ""converged"", ""e_q"", ""e_q_pdf"", ""e_q_var"", ""ess"", ""exploration_mode"", ""greedy_action"", ""legal_mask"", ""max_w"", ""n_samples"", ""player"", ""q_gap"", ""q_per_world"", ""u_max"", ""u_mean"", ""world_hands""]",0.238
