game_idx,seed,decl_id,decl_name,decision_idx,actor,seat_role,team,action_slot,action_domino_id,action_domino,hidden_domino_id,hidden_domino,relative_holder,absolute_holder,absolute_holder_role,world_count,conditioned_world_count,conditioned_mass,baseline_mean_q,conditioned_mean_q,mean_q_delta,baseline_tail_low_mass,conditioned_tail_low_mass,tail_low_mass_delta,baseline_shelf_high_mass,conditioned_shelf_high_mass,shelf_high_mass_delta,baseline_std,conditioned_std,std_delta,impact_score,downside_score,upside_score
0,9420,0,blanks,1,1,left_setter,defense,1,10,4-0,15,5-0,0,2,bidder_partner,1000,342,0.342,-18.48149871826172,-24.906496047973633,-6.424997329711914,0.5299999713897705,0.6432748436927795,0.11327487230300903,0.06300000101327896,0.023391813039779663,-0.0396081879734993,21.517894744873047,18.484066009521484,-3.0338287353515625,7.953827932476997,7.755786992609501,0.0
0,9420,0,blanks,1,1,left_setter,defense,1,10,4-0,15,5-0,2,0,bidder,1000,298,0.298,-18.48149871826172,-23.932289123535156,-5.4507904052734375,0.5299999713897705,0.6510066986083984,0.12100672721862793,0.06300000101327896,0.02684563770890236,-0.0361543633043766,21.517894744873047,18.259416580200195,-3.2584781646728516,7.022401310503483,6.8416294939816,0.0
0,9420,0,blanks,1,1,left_setter,defense,1,10,4-0,6,3-0,1,3,right_setter,1000,284,0.284,-18.48149871826172,-13.299328804016113,5.1821699142456055,0.5299999713897705,0.43661972880363464,-0.09338024258613586,0.06300000101327896,0.09507042169570923,0.03207042068243027,21.517894744873047,22.501445770263672,0.983551025390625,6.436676546931267,0.0,5.9697753340005875
0,9420,0,blanks,2,2,bidder_partner,offense,1,3,2-0,21,6-0,1,0,bidder,1000,316,0.316,1.47882080078125,17.2818546295166,15.803033828735352,0.22300000488758087,0.05379746854305267,-0.1692025363445282,0.27300000190734863,0.5063291192054749,0.23332911729812622,24.548768997192383,22.084699630737305,-2.464069366455078,19.828350365161896,0.0,18.982337683439255
0,9420,0,blanks,2,2,bidder_partner,offense,1,3,2-0,15,5-0,1,0,bidder,1000,300,0.3,1.47882080078125,12.69466781616211,11.21584701538086,0.22300000488758087,0.07999999821186066,-0.14300000667572021,0.27300000190734863,0.44999998807907104,0.1769999861717224,24.548768997192383,23.11017608642578,-1.4385929107666016,14.415846943855286,0.0,13.700846910476685
0,9420,0,blanks,2,2,bidder_partner,offense,1,3,2-0,21,6-0,2,1,left_setter,1000,318,0.318,1.47882080078125,-8.448569297790527,-9.927390098571777,0.22300000488758087,0.27987420558929443,0.05687420070171356,0.27300000190734863,0.08176100999116898,-0.19123899191617966,24.548768997192383,18.924442291259766,-5.624326705932617,12.40852202475071,11.452327065169811,0.0
0,9420,0,blanks,2,2,bidder_partner,offense,1,3,2-0,15,5-0,2,1,left_setter,1000,341,0.341,1.47882080078125,-6.940852165222168,-8.419672966003418,0.22300000488758087,0.3372434079647064,0.11424340307712555,0.27300000190734863,0.14662756025791168,-0.12637244164943695,24.548768997192383,21.68061065673828,-2.8681583404541016,10.825831413269043,10.193969205021858,0.0
0,9420,0,blanks,2,2,bidder_partner,offense,1,3,2-0,18,5-3,1,0,bidder,1000,297,0.297,1.47882080078125,-6.7584123611450195,-8.23723316192627,0.22300000488758087,0.3400673270225525,0.11706732213497162,0.27300000190734863,0.1582491546869278,-0.11475084722042084,24.548768997192383,23.32167625427246,-1.2270927429199219,10.555414855480194,9.98166061937809,0.0
0,9420,0,blanks,2,2,bidder_partner,offense,1,3,2-0,16,5-1,1,0,bidder,1000,339,0.339,1.47882080078125,-6.646491527557373,-8.125312328338623,0.22300000488758087,0.3244837820529938,0.1014837771654129,0.27300000190734863,0.15634217858314514,-0.11665782332420349,24.548768997192383,22.559675216674805,-1.9890937805175781,10.306728333234787,9.72343921661377,0.0
0,9420,0,blanks,2,2,bidder_partner,offense,1,3,2-0,12,4-2,1,0,bidder,1000,288,0.288,1.47882080078125,-5.775400638580322,-7.254221439361572,0.22300000488758087,0.3020833432674408,0.07908333837985992,0.27300000190734863,0.1944444477558136,-0.07855555415153503,24.548768997192383,23.307083129882812,-1.2416858673095703,8.830610364675522,8.437832593917847,0.0
