game_idx,seed,decl_id,decl_name,bid_value,bid_value_source,decision_idx,trick_idx,trick_position,actor,seat_role,team,partner_player,offense_score_before,defense_score_before,played_count_points_before,unplayed_count_points_public_before,current_trick_count_before,led_suit_before,led_suit_name_before,current_winner_before,current_winner_team_before,partner_currently_winning_before,opponent_currently_winning_before,actual_action_slot,actual_action_domino_id,actual_action_domino,candidate_slot,candidate_domino_id,candidate_domino,candidate_count_points,candidate_is_double,candidate_is_called_suit,candidate_can_follow_led,candidate_beats_current,candidate_would_win_trick_now,candidate_trick_rank,actor_hand_remaining_count,actor_hand_remaining_count_points,actor_hand_remaining_called_suit_count,actor_hand_remaining_double_count,legal_action_count,threshold_q,mean,std,threshold_mass,lower_tail_mass_le_neg18,q10,q25,q50,q75,q90,iqr,cvar_low_10,branch_entropy,branch_peak_count,branch_peak_bins,shelf_gap,samples,mean_rank_desc,threshold_rank_desc,lower_tail_rank_asc,mean_gap_to_best,threshold_gap_to_best,lower_tail_gap_to_safest,is_actual_action,is_top_mean_action,is_top_threshold_action,is_safest_lower_tail_action,high_variance_close_mean,scalar_ev_lying_by_omission,distribution_shape_tags,strategy_context_tags,matched_position_detectors,direct_label_readiness,missing_direct_label_fields,hidden_threat_available,hidden_threat_rows,top_hidden_impact_holder,top_hidden_impact_domino,top_hidden_impact_score,top_hidden_downside_holder,top_hidden_downside_domino,top_hidden_downside_score,top_hidden_upside_holder,top_hidden_upside_domino,top_hidden_upside_score
0,9420,0,blanks,30,schema_v2_fixed_cli_value,0,0,0,0,bidder,offense,2,0,0,0,35,0,,,,,False,False,0,0,0-0,0,0,0-0,0,True,True,,,True,,7,20,3,1,7,18.0,13.978635787963867,22.339641571044922,0.4779999852180481,0.10700000077486038,-19,-2,16,35,41,37,-27.369999999999994,5.922122105379794,2,26|41,15,1000,1,1,1,0.0,0.0,0.0,True,True,True,True,False,True,scalar_ev_lying_by_omission|multi_peak_pdf|high_std|hidden_threat_large_impact,bidder_opening_lead|called_suit_pressure|first_trick,bidder_first_lead_plan,hidden_threat_offline_label_ready|public_context_ready,bid_margin,True,8,2,5-5,16.213252351619303,1,5-5,9.951455518603325,2,5-5,15.70707079069689
0,9420,0,blanks,30,schema_v2_fixed_cli_value,0,0,0,0,bidder,offense,2,0,0,0,35,0,,,,,False,False,0,0,0-0,1,4,2-1,0,False,False,,,True,,7,20,3,1,7,18.0,0.23903629183769226,20.84547996520996,0.2199999988079071,0.20900000631809235,-24,-16,-3,14,35,30,-29.64,6.139709009852468,10,-19|-16|-15|-13|-11|-6|-2|-1|7|41,60,1000,6,7,3,13.739599496126175,0.257999986410141,0.10200000554323196,False,False,False,False,False,False,multi_peak_pdf|wide_shelf_gap|high_std|hidden_threat_large_impact,bidder_opening_lead|first_trick,bidder_first_lead_plan,hidden_threat_offline_label_ready|public_context_ready,bid_margin,True,8,2,2-2,15.969443082809448,3,2-2,8.313761852681637,2,2-2,15.314053431153297
0,9420,0,blanks,30,schema_v2_fixed_cli_value,0,0,0,0,bidder,offense,2,0,0,0,35,0,,,,,False,False,0,0,0-0,2,6,3-0,0,False,True,,,True,,7,20,3,1,7,18.0,0.28945139050483704,23.67316436767578,0.2720000147819519,0.27399998903274536,-29,-19,-4,20,39,39,-32.510000000000005,6.129785521753692,5,-21|-19|-17|6|41,62,1000,5,3,6,13.68918439745903,0.2059999704360962,0.16699998825788498,False,False,False,False,False,False,multi_peak_pdf|wide_shelf_gap|high_std|large_lower_tail|hidden_threat_large_impact,bidder_opening_lead|called_suit_pressure|first_trick,bidder_first_lead_plan,hidden_threat_offline_label_ready|public_context_ready,bid_margin,True,8,2,6-0,27.527448125183582,1,6-0,13.286583416163921,2,6-0,26.33373023942113
0,9420,0,blanks,30,schema_v2_fixed_cli_value,0,0,0,0,bidder,offense,2,0,0,0,35,0,,,,,False,False,0,0,0-0,3,8,3-2,5,False,False,,,True,,7,20,3,1,7,18.0,0.34595537185668945,21.626251220703125,0.2370000034570694,0.2280000001192093,-25,-17,-4,16,37,33,-29.620000000000005,6.088026567444012,12,-28|-25|-19|-18|-15|-9|-7|-5|-4|-2|5|41,69,1000,4,6,4,13.632680416107178,0.2409999817609787,0.12099999934434891,False,False,False,False,False,False,multi_peak_pdf|wide_shelf_gap|high_std|hidden_threat_large_impact,bidder_opening_lead|first_trick,bidder_first_lead_plan,hidden_threat_offline_label_ready|public_context_ready,bid_margin,True,8,2,3-3,15.818046405911446,2,4-3,9.395915620028973,2,3-3,15.057793222367764
0,9420,0,blanks,30,schema_v2_fixed_cli_value,0,0,0,0,bidder,offense,2,0,0,0,35,0,,,,,False,False,0,0,0-0,4,15,5-0,5,False,True,,,True,,7,20,3,1,7,18.0,-4.107511043548584,26.31812858581543,0.257999986410141,0.41999998688697815,-34,-28,-11,19,39,47,-36.15,6.110758508963659,7,-33|-29|-27|-23|-20|-18|41,74,1000,7,5,7,18.08614683151245,0.2199999988079071,0.31299998611211777,False,False,False,False,False,False,multi_peak_pdf|wide_shelf_gap|high_std|large_lower_tail|hidden_threat_large_impact,bidder_opening_lead|called_suit_pressure|first_trick,bidder_first_lead_plan,hidden_threat_offline_label_ready|public_context_ready,bid_margin,True,8,2,6-0,33.74500743299723,1,6-0,18.64906806498766,2,6-0,31.885392118245363
0,9420,0,blanks,30,schema_v2_fixed_cli_value,0,0,0,0,bidder,offense,2,0,0,0,35,0,,,,,False,False,0,0,0-0,5,19,5-4,0,False,False,,,True,,7,20,3,1,7,18.0,0.6950575113296509,23.09366798400879,0.26600000262260437,0.2630000114440918,-26,-19,-6,20,39,39,-30.049999999999997,6.025679676514339,6,-19|-16|-14|-9|4|41,60,1000,3,4,5,13.283578276634216,0.21199998259544373,0.15600001066923141,False,False,False,False,False,False,multi_peak_pdf|wide_shelf_gap|high_std|large_lower_tail|hidden_threat_large_impact,bidder_opening_lead|first_trick,bidder_first_lead_plan,hidden_threat_offline_label_ready|public_context_ready,bid_margin,True,8,2,5-5,26.23138824198395,3,5-5,14.97097136080265,2,5-5,24.94520662771538
0,9420,0,blanks,30,schema_v2_fixed_cli_value,0,0,0,0,bidder,offense,2,0,0,0,35,0,,,,,False,False,0,0,0-0,6,25,6-4,10,False,False,,,True,,7,20,3,1,7,18.0,2.753075361251831,21.85765266418457,0.28600001335144043,0.19300000369548798,-23,-15,-2,22,37,37,-28.060000000000002,6.092162610449012,7,-19|-15|-11|-8|-5|-1|41,60,1000,2,2,2,11.225560426712036,0.19199997186660767,0.0860000029206276,False,False,False,False,False,False,multi_peak_pdf|wide_shelf_gap|high_std|hidden_threat_large_impact,bidder_opening_lead|first_trick,bidder_first_lead_plan,hidden_threat_offline_label_ready|public_context_ready,bid_margin,True,8,2,6-6,16.947757750749588,3,6-6,10.198062300682068,2,6-6,16.550242379307747
0,9420,0,blanks,30,schema_v2_fixed_cli_value,1,0,1,1,left_setter,defense,3,0,0,0,35,0,7,called,0,offense,False,True,1,10,4-0,1,10,4-0,0,False,True,True,False,False,36,7,10,1,2,1,-17.0,-18.48149871826172,21.517894744873047,0.4580000042915344,0.5299999713897705,-42,-41,-19,-3,11,38,-42.0,5.456327666855388,4,-42|-19|-16|-7,35,1000,1,1,1,0.0,0.0,0.0,True,True,True,True,False,False,multi_peak_pdf|wide_shelf_gap|high_std|large_lower_tail|hidden_threat_large_impact,called_suit_pressure|first_setter_response|first_trick,first_setter_pounce_window,hidden_threat_offline_label_ready|needs_real_bid_margin,bid_margin,True,8,3,6-0,15.835419669747353,0,6-0,11.537529654800892,3,6-0,14.4631976634264
0,9420,0,blanks,30,schema_v2_fixed_cli_value,2,0,2,2,bidder_partner,offense,0,0,0,0,35,0,7,called,0,offense,True,False,1,3,2-0,1,3,2-0,0,False,True,True,False,False,34,7,5,1,3,1,18.0,1.47882080078125,24.548768997192383,0.27300000190734863,0.22300000488758087,-30,-17,-1,20,41,37,-37.95999999999999,6.00806937174138,6,-42|-18|-12|-6|6|41,83,1000,1,1,1,0.0,0.0,0.0,True,True,True,True,False,False,multi_peak_pdf|wide_shelf_gap|high_std|hidden_threat_large_impact,called_suit_pressure|first_trick|partner_third_seat_support,partner_third_seat_safe_donation,hidden_threat_offline_label_ready|public_context_ready,bid_margin,True,8,0,6-0,19.828350365161896,1,6-0,11.452327065169811,0,6-0,18.982337683439255
0,9420,0,blanks,30,schema_v2_fixed_cli_value,3,0,3,3,right_setter,defense,1,0,0,0,35,0,7,called,0,offense,False,True,0,1,1-0,0,1,1-0,0,False,True,True,False,False,33,7,0,2,1,2,-17.0,-1.454593300819397,20.397966384887695,0.7400000095367432,0.22699999809265137,-27,-17,-4,14,28,31,-32.14,6.125178398003409,9,-18|-14|-12|-9|-5|-3|-1|1|41,59,1000,1,1,1,0.0,0.0,0.0,True,True,True,True,True,True,scalar_ev_lying_by_omission|high_variance_close_mean|multi_peak_pdf|wide_shelf_gap|high_std|hidden_threat_large_impact,called_suit_pressure|defender_last_to_act_closure|first_trick|last_to_act,last_to_act_closure_policy,hidden_threat_offline_label_ready|public_context_ready,bid_margin,True,8,1,5-0,20.23428164049983,2,5-0,12.75778940320015,1,5-0,19.23163459263742
