claim_label,action_n,decision_n,mean_regret,mean_regret_ci95_low,mean_regret_ci95_high,mean_threshold_gap,mean_threshold_gap_ci95_low,mean_threshold_gap_ci95_high,mean_threshold_mass,mean_lower_tail_mass,actual_action_rate,best_mean_rate,best_threshold_rate,safest_tail_rate
ch05_setter_pounce_count_before_certainty,321,317,0.9990612449870819,0.7557384435992652,1.2584250561656711,0.01520249210414114,0.010435746923506817,0.02084151004844365,0.8927881628089234,0.09845794383378415,0.6417445482866043,0.7133956386292835,0.7881619937694704,0.8037383177570093
ch05_setter_pounce_count,453,442,1.07491425419289,0.8250199362772459,1.3426847053151556,0.011114790147503481,0.007593819104283061,0.01508829959115182,0.9203642391934826,0.07295805731249631,0.6534216335540839,0.7306843267108167,0.8388520971302428,0.8520971302428256
ch05_setter_pounce_count_sets_now,172,170,0.6369612781807433,0.2982531346987153,1.0529550477948992,0.004883721470832825,0.0010465127091075098,0.011279071139734845,0.9509593020518159,0.04072674408793276,0.7209302325581395,0.8372093023255814,0.9244186046511628,0.9302325581395349
ch05_reckless_count_to_bidder,1987,1785,7.212615962518743,6.777865662717861,7.661093471565692,0.11001006554939681,0.10283568218661163,0.1173763214978101,0.4670634122094806,0.5098062403566637,0.3064921992954202,0.29944640161046804,0.40463009562154,0.40865626572722696
ch04_partner_safe_count_donation_current_control,603,528,1.7082255365045904,1.4428276426064632,1.985333315852665,0.03411276888405011,0.02764510741082034,0.04122719589418502,0.5002321730758593,0.11504975145228614,0.615257048092869,0.6169154228855721,0.6716417910447762,0.7097844112769486
ch04_partner_unsafe_count_to_defense,860,776,6.585681542942604,5.972685933558617,7.2172770556155035,0.0993023254377984,0.08651133742668059,0.11231453494103841,0.06888953491200715,0.49254651140140066,0.3209302325581395,0.33488372093023255,0.4662790697674419,0.4848837209302326
