game_idx,a_team,n_hands,marks_a,marks_b,a_won
0,0,13,7,6,1
1,0,9,7,2,1
2,0,7,7,0,1
3,0,11,7,4,1
4,0,11,7,4,1
5,0,8,7,1,1
6,0,10,7,3,1
7,0,11,7,4,1
8,0,9,7,2,1
9,0,9,7,2,1
10,0,13,7,6,1
11,0,11,7,4,1
12,0,13,7,6,1
13,0,11,7,4,1
14,0,7,7,0,1
15,0,10,7,3,1
16,0,11,7,4,1
17,0,13,6,7,0
18,0,13,7,6,1
19,0,10,7,3,1
20,0,7,7,0,1
21,0,9,7,2,1
22,0,8,7,1,1
23,0,8,7,1,1
24,0,12,7,5,1
25,0,10,7,3,1
26,0,9,7,2,1
27,0,11,7,4,1
28,0,10,7,3,1
29,0,11,7,4,1
30,0,12,7,5,1
31,0,11,7,4,1
32,0,11,7,4,1
33,0,8,7,1,1
34,0,9,7,2,1
35,0,11,7,4,1
36,0,11,7,4,1
37,0,11,7,4,1
38,0,11,7,4,1
39,0,8,7,1,1
40,0,9,7,2,1
41,0,12,5,7,0
42,0,10,7,3,1
43,0,11,7,4,1
44,0,9,7,2,1
45,0,12,7,5,1
46,0,9,7,2,1
47,0,9,7,2,1
48,0,11,7,4,1
49,0,9,7,2,1
50,0,11,7,4,1
51,0,10,7,3,1
52,0,10,7,3,1
53,0,9,7,2,1
54,0,12,7,5,1
55,0,9,7,2,1
56,0,7,7,0,1
57,0,12,7,5,1
58,0,9,2,7,0
59,0,8,7,1,1
60,0,11,7,4,1
61,0,11,7,4,1
62,0,7,7,0,1
63,0,13,7,6,1
64,0,8,7,1,1
65,0,10,7,3,1
66,0,12,7,5,1
67,0,10,7,3,1
68,0,13,7,6,1
69,0,9,7,2,1
70,0,9,7,2,1
71,0,12,5,7,0
72,0,11,7,4,1
73,0,9,7,2,1
74,0,10,7,3,1
75,0,11,7,4,1
76,0,7,7,0,1
77,0,7,7,0,1
78,0,10,7,3,1
79,0,11,7,4,1
80,0,13,7,6,1
81,0,13,7,6,1
82,0,9,7,2,1
83,0,10,7,3,1
84,0,10,7,3,1
85,0,8,7,1,1
86,0,9,7,2,1
87,0,7,7,0,1
88,0,8,7,1,1
89,0,9,7,2,1
90,0,8,7,1,1
91,0,8,7,1,1
92,0,13,6,7,0
93,0,13,7,6,1
94,0,13,7,6,1
95,0,11,7,4,1
96,0,13,6,7,0
97,0,13,7,6,1
98,0,11,7,4,1
99,0,12,7,5,1
100,0,13,7,6,1
101,0,10,7,3,1
102,0,10,7,3,1
103,0,10,7,3,1
104,0,13,7,6,1
105,0,10,7,3,1
106,0,13,7,6,1
107,0,11,7,4,1
108,0,13,6,7,0
109,0,8,7,1,1
110,0,10,7,3,1
111,0,9,7,2,1
112,0,10,7,3,1
113,0,11,7,4,1
114,0,13,7,6,1
115,0,10,7,3,1
116,0,9,7,2,1
117,0,12,7,5,1
118,0,12,5,7,0
119,0,13,6,7,0
120,0,8,7,1,1
121,0,13,7,6,1
122,0,8,7,1,1
123,0,11,4,7,0
124,0,12,5,7,0
125,0,11,7,4,1
126,0,12,5,7,0
127,0,9,7,2,1
0,1,10,7,3,1
1,1,8,7,1,1
2,1,12,7,5,1
3,1,8,7,1,1
4,1,12,7,5,1
5,1,8,7,1,1
6,1,10,7,3,1
7,1,10,7,3,1
8,1,12,7,5,1
9,1,13,6,7,0
10,1,11,7,4,1
11,1,9,7,2,1
12,1,10,7,3,1
13,1,9,7,2,1
14,1,10,7,3,1
15,1,10,7,3,1
16,1,8,7,1,1
17,1,10,7,3,1
18,1,12,7,5,1
19,1,11,7,4,1
20,1,10,7,3,1
21,1,9,7,2,1
22,1,11,7,4,1
23,1,11,7,4,1
24,1,10,7,3,1
25,1,10,7,3,1
26,1,13,6,7,0
27,1,8,7,1,1
28,1,8,1,7,0
29,1,10,7,3,1
30,1,8,7,1,1
31,1,7,7,0,1
32,1,8,7,1,1
33,1,10,7,3,1
34,1,12,7,5,1
35,1,12,7,5,1
36,1,10,7,3,1
37,1,7,7,0,1
38,1,9,7,2,1
39,1,11,4,7,0
40,1,11,7,4,1
41,1,8,7,1,1
42,1,11,7,4,1
43,1,10,7,3,1
44,1,7,7,0,1
45,1,7,7,0,1
46,1,9,7,2,1
47,1,9,7,2,1
48,1,12,7,5,1
49,1,8,7,1,1
50,1,9,7,2,1
51,1,12,7,5,1
52,1,12,7,5,1
53,1,13,6,7,0
54,1,8,7,1,1
55,1,10,7,3,1
56,1,11,7,4,1
57,1,9,7,2,1
58,1,8,7,1,1
59,1,9,7,2,1
60,1,10,7,3,1
61,1,10,7,3,1
62,1,11,7,4,1
63,1,10,7,3,1
64,1,13,7,6,1
65,1,12,7,5,1
66,1,13,7,6,1
67,1,12,7,5,1
68,1,8,7,1,1
69,1,12,7,5,1
70,1,9,7,2,1
71,1,9,7,2,1
72,1,13,7,6,1
73,1,11,7,4,1
74,1,10,7,3,1
75,1,12,7,5,1
76,1,12,7,5,1
77,1,10,7,3,1
78,1,12,7,5,1
