seed,bidder_seat,partner_seat,decl_id,decl_name,bidder_hand,final_off,trump_count,off_count,nontrump_double_count,total_double_count,surfaces,surface_count,recommendation_score,opponent_matching_double_count,opponent_matching_double_seats,partner_matching_double_count,opponent_same_suit_pair_count,opponent_same_suit_pair_seats,opponent_pair_protector_count,opponent_pair_protector_seats,opponent_dead_double_assets,full_deal
955,1,3,0,blanks,"1-0,1-1,3-3,5-5,6-3,6-4,6-6",6-4,1,2,4,4,dead_asset_release_control|defender_live_same_suit_pair|two_off_same_suit,3,7,0,,1,1,0,0,,1,"[""2-0,2-2,3-0,3-1,4-1,6-1,6-5"", ""1-0,1-1,3-3,5-5,6-3,6-4,6-6"", ""0-0,4-0,5-0,5-1,5-2,5-3,6-2"", ""2-1,3-2,4-2,4-3,4-4,5-4,6-0""]"
957,0,2,2,twos,"1-0,1-1,2-1,3-3,5-5,6-0,6-2",1-0,2,2,3,3,dead_asset_release_control|defender_live_same_suit_pair|two_off_same_suit,3,7,0,,1,1,1,0,,1,"[""1-0,1-1,2-1,3-3,5-5,6-0,6-2"", ""3-1,4-0,4-2,5-2,5-4,6-1,6-5"", ""0-0,2-0,5-0,5-1,5-3,6-4,6-6"", ""2-2,3-0,3-2,4-1,4-3,4-4,6-3""]"
957,0,2,2,twos,"1-0,1-1,2-1,3-3,5-5,6-0,6-2",6-0,2,2,3,3,dead_asset_release_control|defender_live_same_suit_pair|two_off_same_suit,3,7,0,,2,1,1,0,,1,"[""1-0,1-1,2-1,3-3,5-5,6-0,6-2"", ""3-1,4-0,4-2,5-2,5-4,6-1,6-5"", ""0-0,2-0,5-0,5-1,5-3,6-4,6-6"", ""2-2,3-0,3-2,4-1,4-3,4-4,6-3""]"
958,2,0,2,twos,"0-0,1-1,2-2,4-4,5-2,6-5,6-6",6-5,2,1,4,5,defender_live_same_suit_pair|protected_one_off,2,7,0,,1,1,3,0,,0,"[""1-0,3-0,3-3,5-3,5-5,6-0,6-1"", ""2-0,2-1,3-2,4-1,5-1,6-2,6-3"", ""0-0,1-1,2-2,4-4,5-2,6-5,6-6"", ""3-1,4-0,4-2,4-3,5-0,5-4,6-4""]"
959,2,0,5,fives,"0-0,1-1,4-4,5-1,5-2,6-1,6-3",6-1,2,2,3,3,dead_asset_release_control|defender_live_same_suit_pair|two_off_same_suit,3,7,0,,1,1,1,0,,2,"[""1-0,3-2,4-0,4-1,6-4,6-5,6-6"", ""2-1,2-2,3-3,5-3,5-4,6-0,6-2"", ""0-0,1-1,4-4,5-1,5-2,6-1,6-3"", ""2-0,3-0,3-1,4-2,4-3,5-0,5-5""]"
963,1,3,1,ones,"1-0,1-1,3-1,4-2,4-4,5-4,6-1",4-2,4,2,1,2,dead_asset_release_control|defender_live_same_suit_pair|two_off_same_suit,3,7,0,,1,1,0,0,,2,"[""2-0,4-3,5-0,5-5,6-0,6-2,6-6"", ""1-0,1-1,3-1,4-2,4-4,5-4,6-1"", ""2-1,3-2,4-0,4-1,5-1,5-3,6-3"", ""0-0,2-2,3-0,3-3,5-2,6-4,6-5""]"
964,2,0,3,threes,"0-0,2-0,3-0,3-1,3-3,5-0,6-6",2-0,3,2,2,3,dead_asset_release_control|defender_live_same_suit_pair|two_off_same_suit,3,7,0,,1,2,1|3,0,,2,"[""2-1,2-2,4-0,4-1,4-4,6-1,6-3"", ""1-0,3-2,4-2,5-3,5-4,5-5,6-0"", ""0-0,2-0,3-0,3-1,3-3,5-0,6-6"", ""1-1,4-3,5-1,5-2,6-2,6-4,6-5""]"
965,1,3,2,twos,"0-0,2-0,2-2,5-1,5-2,5-4,5-5",5-4,3,2,2,3,dead_asset_release_control|defender_live_same_suit_pair|two_off_same_suit,3,7,0,,1,1,2,0,,3,"[""1-0,1-1,2-1,3-3,5-3,6-0,6-4"", ""0-0,2-0,2-2,5-1,5-2,5-4,5-5"", ""3-0,4-1,4-2,4-3,6-3,6-5,6-6"", ""3-1,3-2,4-0,4-4,5-0,6-1,6-2""]"
966,2,0,2,twos,"1-1,2-1,3-3,4-2,5-1,6-1,6-6",6-1,2,2,3,3,dead_asset_release_control|defender_live_same_suit_pair|two_off_same_suit,3,7,0,,0,1,3,0,,3,"[""2-0,3-1,3-2,4-1,5-2,5-4,6-4"", ""0-0,2-2,3-0,4-3,5-5,6-2,6-3"", ""1-1,2-1,3-3,4-2,5-1,6-1,6-6"", ""1-0,4-0,4-4,5-0,5-3,6-0,6-5""]"
970,1,3,5,fives,"2-2,3-2,5-0,5-1,5-3,5-5,6-2",3-2,4,2,1,2,dead_asset_release_control|defender_live_same_suit_pair|two_off_same_suit,3,7,0,,1,1,0,0,,4,"[""1-1,3-1,4-1,4-2,4-3,6-0,6-6"", ""2-2,3-2,5-0,5-1,5-3,5-5,6-2"", ""0-0,1-0,2-1,3-0,4-0,4-4,5-4"", ""2-0,3-3,5-2,6-1,6-3,6-4,6-5""]"
971,3,1,3,threes,"1-1,2-2,3-1,3-2,6-1,6-4,6-6",6-1,2,2,3,3,dead_asset_release_control|defender_live_same_suit_pair|two_off_same_suit,3,7,0,,0,2,0|2,0,,2,"[""2-0,2-1,3-3,4-0,4-3,5-1,6-3"", ""1-0,4-2,5-0,5-2,5-4,5-5,6-0"", ""0-0,3-0,4-1,4-4,5-3,6-2,6-5"", ""1-1,2-2,3-1,3-2,6-1,6-4,6-6""]"
972,0,2,4,fours,"1-1,2-1,4-1,4-4,5-1,5-5,6-4",5-1,3,2,2,3,dead_asset_release_control|defender_live_same_suit_pair|two_off_same_suit,3,7,0,,0,1,1,0,,4,"[""1-1,2-1,4-1,4-4,5-1,5-5,6-4"", ""0-0,1-0,2-2,3-3,5-0,5-3,6-6"", ""3-1,3-2,4-0,5-4,6-0,6-1,6-5"", ""2-0,3-0,4-2,4-3,5-2,6-2,6-3""]"
973,2,0,2,twos,"1-1,2-0,2-2,4-4,5-1,5-3,5-5",5-1,2,2,3,4,dead_asset_release_control|defender_live_same_suit_pair|two_off_same_suit,3,7,0,,0,1,3,0,,1,"[""3-0,3-1,3-3,4-1,5-2,6-5,6-6"", ""0-0,4-0,4-2,5-0,6-0,6-3,6-4"", ""1-1,2-0,2-2,4-4,5-1,5-3,5-5"", ""1-0,2-1,3-2,4-3,5-4,6-1,6-2""]"
978,1,3,0,blanks,"1-0,3-3,4-4,5-1,5-5,6-5,6-6",5-1,1,2,4,4,dead_asset_release_control|defender_live_same_suit_pair|two_off_same_suit,3,7,0,,1,1,0,0,,1,"[""0-0,3-2,4-1,5-4,6-0,6-1,6-2"", ""1-0,3-3,4-4,5-1,5-5,6-5,6-6"", ""2-0,2-2,3-0,4-0,4-3,5-0,6-4"", ""1-1,2-1,3-1,4-2,5-2,5-3,6-3""]"
978,1,3,0,blanks,"1-0,3-3,4-4,5-1,5-5,6-5,6-6",6-5,1,2,4,4,dead_asset_release_control|defender_live_same_suit_pair|two_off_same_suit,3,7,0,,0,1,0,0,,1,"[""0-0,3-2,4-1,5-4,6-0,6-1,6-2"", ""1-0,3-3,4-4,5-1,5-5,6-5,6-6"", ""2-0,2-2,3-0,4-0,4-3,5-0,6-4"", ""1-1,2-1,3-1,4-2,5-2,5-3,6-3""]"
980,2,0,0,blanks,"1-0,2-0,4-0,5-0,6-1,6-4,6-6",6-4,4,2,1,1,dead_asset_release_control|defender_live_same_suit_pair|two_off_same_suit,3,7,0,,1,1,1,0,,4,"[""0-0,2-1,3-1,4-4,5-1,5-4,6-3"", ""1-1,4-1,4-2,5-2,5-3,5-5,6-2"", ""1-0,2-0,4-0,5-0,6-1,6-4,6-6"", ""2-2,3-0,3-2,3-3,4-3,6-0,6-5""]"
982,1,3,2,twos,"0-0,2-2,3-0,4-0,4-4,5-5,6-2",4-0,2,2,3,4,dead_asset_release_control|defender_live_same_suit_pair|two_off_same_suit,3,7,0,,0,1,0,0,,2,"[""2-1,3-1,4-2,4-3,5-2,6-0,6-4"", ""0-0,2-2,3-0,4-0,4-4,5-5,6-2"", ""1-0,3-3,5-3,5-4,6-1,6-5,6-6"", ""1-1,2-0,3-2,4-1,5-0,5-1,6-3""]"
982,1,3,6,sixes,"0-0,2-2,3-0,4-0,4-4,5-5,6-2",4-0,1,2,4,4,dead_asset_release_control|defender_live_same_suit_pair|two_off_same_suit,3,7,0,,0,1,0,0,,1,"[""2-1,3-1,4-2,4-3,5-2,6-0,6-4"", ""0-0,2-2,3-0,4-0,4-4,5-5,6-2"", ""1-0,3-3,5-3,5-4,6-1,6-5,6-6"", ""1-1,2-0,3-2,4-1,5-0,5-1,6-3""]"
985,2,0,2,twos,"2-0,2-1,2-2,3-2,3-3,5-4,6-5",6-5,4,2,1,2,dead_asset_release_control|defender_live_same_suit_pair|two_off_same_suit,3,7,0,,2,1,3,0,,2,"[""4-4,5-5,6-0,6-2,6-3,6-4,6-6"", ""1-0,1-1,3-1,4-2,5-1,5-2,6-1"", ""2-0,2-1,2-2,3-2,3-3,5-4,6-5"", ""0-0,3-0,4-0,4-1,4-3,5-0,5-3""]"
987,2,0,3,threes,"1-1,2-2,3-0,3-1,3-2,6-0,6-1",6-1,3,2,2,2,dead_asset_release_control|defender_live_same_suit_pair|two_off_same_suit,3,7,0,,1,2,1|3,0,,2,"[""2-0,2-1,3-3,4-2,4-4,5-3,6-6"", ""4-0,4-1,4-3,5-0,5-4,6-2,6-4"", ""1-1,2-2,3-0,3-1,3-2,6-0,6-1"", ""0-0,1-0,5-1,5-2,5-5,6-3,6-5""]"
989,0,2,0,blanks,"0-0,4-2,4-4,5-0,5-4,5-5,6-0",4-2,3,2,2,3,dead_asset_release_control|defender_live_same_suit_pair|two_off_same_suit,3,7,0,,1,2,1|3,0,,3,"[""0-0,4-2,4-4,5-0,5-4,5-5,6-0"", ""3-1,4-0,5-1,5-2,5-3,6-2,6-3"", ""1-0,2-0,2-2,3-0,4-1,4-3,6-5"", ""1-1,2-1,3-2,3-3,6-1,6-4,6-6""]"
989,3,1,2,twos,"1-1,2-1,3-2,3-3,6-1,6-4,6-6",6-1,2,2,3,3,dead_asset_release_control|defender_live_same_suit_pair|two_off_same_suit,3,7,0,,0,1,2,0,,3,"[""0-0,4-2,4-4,5-0,5-4,5-5,6-0"", ""3-1,4-0,5-1,5-2,5-3,6-2,6-3"", ""1-0,2-0,2-2,3-0,4-1,4-3,6-5"", ""1-1,2-1,3-2,3-3,6-1,6-4,6-6""]"
990,0,2,3,threes,"1-1,2-0,2-2,3-0,4-4,5-2,5-5",5-2,1,2,4,4,dead_asset_release_control|defender_live_same_suit_pair|two_off_same_suit,3,7,0,,0,1,3,0,,1,"[""1-1,2-0,2-2,3-0,4-4,5-2,5-5"", ""0-0,3-1,4-0,4-2,4-3,5-0,6-1"", ""2-1,4-1,5-3,5-4,6-0,6-4,6-6"", ""1-0,3-2,3-3,5-1,6-2,6-3,6-5""]"
992,1,3,2,twos,"2-1,2-2,5-2,5-5,6-0,6-3,6-6",6-0,3,2,2,3,dead_asset_release_control|defender_live_same_suit_pair|two_off_same_suit,3,7,0,,1,1,2,0,,2,"[""1-1,3-1,3-2,4-4,5-0,5-1,5-3"", ""2-1,2-2,5-2,5-5,6-0,6-3,6-6"", ""1-0,2-0,4-2,4-3,5-4,6-1,6-5"", ""0-0,3-0,3-3,4-0,4-1,6-2,6-4""]"
992,1,3,2,twos,"2-1,2-2,5-2,5-5,6-0,6-3,6-6",6-3,3,2,2,3,dead_asset_release_control|defender_live_same_suit_pair|two_off_same_suit,3,7,0,,1,2,0|2,0,,2,"[""1-1,3-1,3-2,4-4,5-0,5-1,5-3"", ""2-1,2-2,5-2,5-5,6-0,6-3,6-6"", ""1-0,2-0,4-2,4-3,5-4,6-1,6-5"", ""0-0,3-0,3-3,4-0,4-1,6-2,6-4""]"
995,0,2,0,blanks,"0-0,1-1,2-1,5-0,5-5,6-1,6-6",6-1,2,2,3,4,dead_asset_release_control|defender_live_same_suit_pair|two_off_same_suit,3,7,0,,0,1,3,0,,3,"[""0-0,1-1,2-1,5-0,5-5,6-1,6-6"", ""1-0,3-0,4-2,4-4,5-3,5-4,6-2"", ""2-0,3-2,4-0,4-1,5-1,5-2,6-4"", ""2-2,3-1,3-3,4-3,6-0,6-3,6-5""]"
995,0,2,5,fives,"0-0,1-1,2-1,5-0,5-5,6-1,6-6",6-1,2,2,3,4,dead_asset_release_control|defender_live_same_suit_pair|two_off_same_suit,3,7,0,,0,1,3,0,,3,"[""0-0,1-1,2-1,5-0,5-5,6-1,6-6"", ""1-0,3-0,4-2,4-4,5-3,5-4,6-2"", ""2-0,3-2,4-0,4-1,5-1,5-2,6-4"", ""2-2,3-1,3-3,4-3,6-0,6-3,6-5""]"
995,3,1,6,sixes,"2-2,3-1,3-3,4-3,6-0,6-3,6-5",4-3,3,2,2,2,dead_asset_release_control|defender_live_same_suit_pair|two_off_same_suit,3,7,0,,1,1,2,0,,3,"[""0-0,1-1,2-1,5-0,5-5,6-1,6-6"", ""1-0,3-0,4-2,4-4,5-3,5-4,6-2"", ""2-0,3-2,4-0,4-1,5-1,5-2,6-4"", ""2-2,3-1,3-3,4-3,6-0,6-3,6-5""]"
997,3,1,4,fours,"2-2,3-0,3-2,3-3,4-1,4-4,6-6",3-2,2,2,3,4,dead_asset_release_control|defender_live_same_suit_pair|two_off_same_suit,3,7,0,,0,1,0,0,,1,"[""1-0,2-1,4-0,4-2,5-3,6-3,6-4"", ""0-0,3-1,4-3,5-2,5-5,6-2,6-5"", ""1-1,2-0,5-0,5-1,5-4,6-0,6-1"", ""2-2,3-0,3-2,3-3,4-1,4-4,6-6""]"
35,1,3,1,ones,"0-0,2-2,4-1,4-2,5-4,5-5,6-6",4-2,1,2,4,4,dead_asset_release_control|defender_live_double_weapon|two_off_same_suit,3,6,1,0,0,0,,0,,1,"[""1-1,2-0,3-0,3-1,4-4,5-0,6-0"", ""0-0,2-2,4-1,4-2,5-4,5-5,6-6"", ""1-0,3-2,3-3,4-3,5-1,5-3,6-1"", ""2-1,4-0,5-2,6-2,6-3,6-4,6-5""]"
35,1,3,1,ones,"0-0,2-2,4-1,4-2,5-4,5-5,6-6",5-4,1,2,4,4,dead_asset_release_control|defender_live_double_weapon|two_off_same_suit,3,6,1,0,0,0,,0,,1,"[""1-1,2-0,3-0,3-1,4-4,5-0,6-0"", ""0-0,2-2,4-1,4-2,5-4,5-5,6-6"", ""1-0,3-2,3-3,4-3,5-1,5-3,6-1"", ""2-1,4-0,5-2,6-2,6-3,6-4,6-5""]"
35,1,3,5,fives,"0-0,2-2,4-1,4-2,5-4,5-5,6-6",4-2,2,2,3,4,dead_asset_release_control|defender_live_double_weapon|two_off_same_suit,3,6,1,0,0,0,,0,,2,"[""1-1,2-0,3-0,3-1,4-4,5-0,6-0"", ""0-0,2-2,4-1,4-2,5-4,5-5,6-6"", ""1-0,3-2,3-3,4-3,5-1,5-3,6-1"", ""2-1,4-0,5-2,6-2,6-3,6-4,6-5""]"
59,3,1,6,sixes,"0-0,1-1,2-1,3-1,3-3,4-4,5-5",2-1,0,2,5,5,defender_live_same_suit_pair|two_off_same_suit,2,6,0,,1,1,2,0,,0,"[""2-0,3-0,4-0,4-3,5-3,6-3,6-6"", ""1-0,2-2,3-2,4-1,6-0,6-1,6-5"", ""4-2,5-0,5-1,5-2,5-4,6-2,6-4"", ""0-0,1-1,2-1,3-1,3-3,4-4,5-5""]"
77,1,3,5,fives,"1-1,5-1,5-3,5-4,6-0,6-1,6-5",6-0,4,2,1,1,dead_asset_release_control|defender_live_double_weapon|two_off_same_suit,3,6,2,0|2,0,0,,0,,3,"[""1-0,2-2,4-1,4-2,4-4,5-5,6-6"", ""1-1,5-1,5-3,5-4,6-0,6-1,6-5"", ""0-0,2-1,3-3,4-3,5-0,5-2,6-2"", ""2-0,3-0,3-1,3-2,4-0,6-3,6-4""]"
87,0,2,0,blanks,"1-1,2-2,3-3,4-3,4-4,5-0,5-3",5-3,1,2,4,4,defender_live_same_suit_pair|two_off_same_suit,2,6,0,,1,1,1,0,,0,"[""1-1,2-2,3-3,4-3,4-4,5-0,5-3"", ""1-0,3-1,4-2,5-1,5-4,6-1,6-4"", ""0-0,4-1,5-5,6-0,6-3,6-5,6-6"", ""2-0,2-1,3-0,3-2,4-0,5-2,6-2""]"
87,0,2,4,fours,"1-1,2-2,3-3,4-3,4-4,5-0,5-3",5-0,2,2,3,4,defender_live_same_suit_pair|two_off_same_suit,2,6,0,,2,1,3,0,,0,"[""1-1,2-2,3-3,4-3,4-4,5-0,5-3"", ""1-0,3-1,4-2,5-1,5-4,6-1,6-4"", ""0-0,4-1,5-5,6-0,6-3,6-5,6-6"", ""2-0,2-1,3-0,3-2,4-0,5-2,6-2""]"
87,0,2,4,fours,"1-1,2-2,3-3,4-3,4-4,5-0,5-3",5-3,2,2,3,4,defender_live_same_suit_pair|two_off_same_suit,2,6,0,,1,1,3,0,,0,"[""1-1,2-2,3-3,4-3,4-4,5-0,5-3"", ""1-0,3-1,4-2,5-1,5-4,6-1,6-4"", ""0-0,4-1,5-5,6-0,6-3,6-5,6-6"", ""2-0,2-1,3-0,3-2,4-0,5-2,6-2""]"
90,1,3,4,fours,"0-0,1-0,2-2,4-3,5-1,6-4,6-6",5-1,2,2,3,3,dead_asset_release_control|defender_live_double_weapon|two_off_same_suit,3,6,1,2,1,0,,0,,1,"[""2-0,3-1,4-0,4-2,5-2,5-4,6-2"", ""0-0,1-0,2-2,4-3,5-1,6-4,6-6"", ""2-1,3-2,3-3,4-1,4-4,5-5,6-3"", ""1-1,3-0,5-0,5-3,6-0,6-1,6-5""]"
96,2,0,4,fours,"0-0,1-0,1-1,2-1,2-2,4-3,6-4",2-1,2,2,3,3,defender_live_same_suit_pair|two_off_same_suit,2,6,0,,0,1,1,0,,0,"[""3-3,5-1,5-5,6-1,6-2,6-3,6-6"", ""3-1,3-2,4-4,5-0,5-2,5-3,5-4"", ""0-0,1-0,1-1,2-1,2-2,4-3,6-4"", ""2-0,3-0,4-0,4-1,4-2,6-0,6-5""]"
105,0,2,3,threes,"2-1,3-1,3-2,4-4,5-5,6-2,6-3",6-2,3,2,2,2,dead_asset_release_control|defender_live_double_weapon|two_off_same_suit,3,6,1,3,1,0,,0,,2,"[""2-1,3-1,3-2,4-4,5-5,6-2,6-3"", ""1-0,1-1,3-0,4-3,5-0,5-4,6-0"", ""2-2,4-0,4-2,5-2,6-1,6-4,6-5"", ""0-0,2-0,3-3,4-1,5-1,5-3,6-6""]"
118,3,1,0,blanks,"2-0,2-2,3-3,4-1,5-5,6-1,6-6",4-1,1,2,4,4,defender_live_same_suit_pair|two_off_same_suit,2,6,0,,2,1,0,0,,0,"[""1-0,2-1,3-0,3-1,4-2,6-0,6-2"", ""1-1,4-3,4-4,5-1,5-2,5-3,6-4"", ""0-0,3-2,4-0,5-0,5-4,6-3,6-5"", ""2-0,2-2,3-3,4-1,5-5,6-1,6-6""]"
118,3,1,0,blanks,"2-0,2-2,3-3,4-1,5-5,6-1,6-6",6-1,1,2,4,4,defender_live_same_suit_pair|two_off_same_suit,2,6,0,,1,2,0|2,0,,0,"[""1-0,2-1,3-0,3-1,4-2,6-0,6-2"", ""1-1,4-3,4-4,5-1,5-2,5-3,6-4"", ""0-0,3-2,4-0,5-0,5-4,6-3,6-5"", ""2-0,2-2,3-3,4-1,5-5,6-1,6-6""]"
132,3,1,1,ones,"1-0,2-1,2-2,3-3,4-3,6-3,6-6",4-3,2,2,3,3,dead_asset_release_control|defender_live_double_weapon|two_off_same_suit,3,6,1,2,0,0,,0,,2,"[""4-1,5-0,5-3,6-1,6-2,6-4,6-5"", ""1-1,3-0,4-0,4-2,5-1,5-4,6-0"", ""0-0,2-0,3-1,3-2,4-4,5-2,5-5"", ""1-0,2-1,2-2,3-3,4-3,6-3,6-6""]"
145,1,3,5,fives,"1-1,2-2,3-1,3-3,4-1,5-5,6-5",3-1,2,2,3,4,defender_live_same_suit_pair|two_off_same_suit,2,6,0,,0,1,2,0,,0,"[""1-0,3-0,4-2,5-2,5-3,5-4,6-0"", ""1-1,2-2,3-1,3-3,4-1,5-5,6-5"", ""2-0,2-1,3-2,4-0,5-0,6-1,6-2"", ""0-0,4-3,4-4,5-1,6-3,6-4,6-6""]"
145,1,3,5,fives,"1-1,2-2,3-1,3-3,4-1,5-5,6-5",4-1,2,2,3,4,defender_live_same_suit_pair|two_off_same_suit,2,6,0,,1,1,2,0,,0,"[""1-0,3-0,4-2,5-2,5-3,5-4,6-0"", ""1-1,2-2,3-1,3-3,4-1,5-5,6-5"", ""2-0,2-1,3-2,4-0,5-0,6-1,6-2"", ""0-0,4-3,4-4,5-1,6-3,6-4,6-6""]"
145,1,3,6,sixes,"1-1,2-2,3-1,3-3,4-1,5-5,6-5",3-1,1,2,4,4,defender_live_same_suit_pair|two_off_same_suit,2,6,0,,0,1,0,0,,0,"[""1-0,3-0,4-2,5-2,5-3,5-4,6-0"", ""1-1,2-2,3-1,3-3,4-1,5-5,6-5"", ""2-0,2-1,3-2,4-0,5-0,6-1,6-2"", ""0-0,4-3,4-4,5-1,6-3,6-4,6-6""]"
145,1,3,6,sixes,"1-1,2-2,3-1,3-3,4-1,5-5,6-5",4-1,1,2,4,4,defender_live_same_suit_pair|two_off_same_suit,2,6,0,,1,1,0,0,,0,"[""1-0,3-0,4-2,5-2,5-3,5-4,6-0"", ""1-1,2-2,3-1,3-3,4-1,5-5,6-5"", ""2-0,2-1,3-2,4-0,5-0,6-1,6-2"", ""0-0,4-3,4-4,5-1,6-3,6-4,6-6""]"
151,2,0,0,blanks,"2-0,3-3,4-4,5-0,5-3,6-0,6-3",5-3,3,2,2,2,dead_asset_release_control|defender_live_double_weapon|two_off_same_suit,3,6,1,3,0,0,,0,,3,"[""0-0,3-2,4-0,4-2,5-1,5-2,5-4"", ""1-0,1-1,2-1,2-2,3-1,6-4,6-5"", ""2-0,3-3,4-4,5-0,5-3,6-0,6-3"", ""3-0,4-1,4-3,5-5,6-1,6-2,6-6""]"
174,3,1,5,fives,"0-0,1-1,4-1,4-4,5-0,6-4,6-5",4-1,2,2,3,3,defender_live_same_suit_pair|two_off_same_suit,2,6,0,,0,1,2,0,,0,"[""2-1,3-0,3-2,4-2,5-3,6-0,6-3"", ""1-0,2-2,3-3,5-1,5-4,6-2,6-6"", ""2-0,3-1,4-0,4-3,5-2,5-5,6-1"", ""0-0,1-1,4-1,4-4,5-0,6-4,6-5""]"
174,3,1,5,fives,"0-0,1-1,4-1,4-4,5-0,6-4,6-5",6-4,2,2,3,3,defender_live_same_suit_pair|two_off_same_suit,2,6,0,,1,2,0|2,0,,0,"[""2-1,3-0,3-2,4-2,5-3,6-0,6-3"", ""1-0,2-2,3-3,5-1,5-4,6-2,6-6"", ""2-0,3-1,4-0,4-3,5-2,5-5,6-1"", ""0-0,1-1,4-1,4-4,5-0,6-4,6-5""]"
203,1,3,3,threes,"2-2,4-3,4-4,5-5,6-4,6-5,6-6",6-4,1,2,4,4,defender_live_same_suit_pair|two_off_same_suit,2,6,0,,0,1,2,0,,0,"[""2-0,2-1,3-3,4-2,5-1,5-2,6-2"", ""2-2,4-3,4-4,5-5,6-4,6-5,6-6"", ""3-1,3-2,4-0,4-1,5-3,6-0,6-1"", ""0-0,1-0,1-1,3-0,5-0,5-4,6-3""]"
203,1,3,3,threes,"2-2,4-3,4-4,5-5,6-4,6-5,6-6",6-5,1,2,4,4,defender_live_same_suit_pair|two_off_same_suit,2,6,0,,0,2,0|2,0,,0,"[""2-0,2-1,3-3,4-2,5-1,5-2,6-2"", ""2-2,4-3,4-4,5-5,6-4,6-5,6-6"", ""3-1,3-2,4-0,4-1,5-3,6-0,6-1"", ""0-0,1-0,1-1,3-0,5-0,5-4,6-3""]"
212,2,0,6,sixes,"2-1,2-2,5-2,6-0,6-3,6-5,6-6",2-1,4,2,1,2,dead_asset_release_control|defender_live_double_weapon|two_off_same_suit,3,6,1,1,0,0,,0,,2,"[""0-0,2-0,3-1,4-1,4-3,4-4,5-1"", ""1-1,3-0,3-2,4-0,5-0,5-5,6-2"", ""2-1,2-2,5-2,6-0,6-3,6-5,6-6"", ""1-0,3-3,4-2,5-3,5-4,6-1,6-4""]"
220,1,3,3,threes,"0-0,1-1,2-0,2-2,3-3,5-2,5-5",2-0,1,2,4,5,defender_live_same_suit_pair|two_off_same_suit,2,6,0,,0,2,0|2,0,,0,"[""1-0,2-1,4-1,5-1,5-4,6-0,6-1"", ""0-0,1-1,2-0,2-2,3-3,5-2,5-5"", ""3-0,4-0,4-2,4-3,5-0,5-3,6-5"", ""3-1,3-2,4-4,6-2,6-3,6-4,6-6""]"
220,1,3,3,threes,"0-0,1-1,2-0,2-2,3-3,5-2,5-5",5-2,1,2,4,5,defender_live_same_suit_pair|two_off_same_suit,2,6,0,,0,2,0|2,0,,0,"[""1-0,2-1,4-1,5-1,5-4,6-0,6-1"", ""0-0,1-1,2-0,2-2,3-3,5-2,5-5"", ""3-0,4-0,4-2,4-3,5-0,5-3,6-5"", ""3-1,3-2,4-4,6-2,6-3,6-4,6-6""]"
220,1,3,4,fours,"0-0,1-1,2-0,2-2,3-3,5-2,5-5",2-0,0,2,5,5,defender_live_same_suit_pair|two_off_same_suit,2,6,0,,0,2,0|2,0,,0,"[""1-0,2-1,4-1,5-1,5-4,6-0,6-1"", ""0-0,1-1,2-0,2-2,3-3,5-2,5-5"", ""3-0,4-0,4-2,4-3,5-0,5-3,6-5"", ""3-1,3-2,4-4,6-2,6-3,6-4,6-6""]"
220,1,3,6,sixes,"0-0,1-1,2-0,2-2,3-3,5-2,5-5",5-2,0,2,5,5,defender_live_same_suit_pair|two_off_same_suit,2,6,0,,0,2,0|2,0,,0,"[""1-0,2-1,4-1,5-1,5-4,6-0,6-1"", ""0-0,1-1,2-0,2-2,3-3,5-2,5-5"", ""3-0,4-0,4-2,4-3,5-0,5-3,6-5"", ""3-1,3-2,4-4,6-2,6-3,6-4,6-6""]"
220,3,1,3,threes,"3-1,3-2,4-4,6-2,6-3,6-4,6-6",6-2,3,2,2,2,defender_live_same_suit_pair|two_off_same_suit,2,6,0,,1,1,0,0,,0,"[""1-0,2-1,4-1,5-1,5-4,6-0,6-1"", ""0-0,1-1,2-0,2-2,3-3,5-2,5-5"", ""3-0,4-0,4-2,4-3,5-0,5-3,6-5"", ""3-1,3-2,4-4,6-2,6-3,6-4,6-6""]"
220,3,1,3,threes,"3-1,3-2,4-4,6-2,6-3,6-4,6-6",6-4,3,2,2,2,defender_live_same_suit_pair|two_off_same_suit,2,6,0,,0,2,0|2,0,,0,"[""1-0,2-1,4-1,5-1,5-4,6-0,6-1"", ""0-0,1-1,2-0,2-2,3-3,5-2,5-5"", ""3-0,4-0,4-2,4-3,5-0,5-3,6-5"", ""3-1,3-2,4-4,6-2,6-3,6-4,6-6""]"
259,0,2,0,blanks,"0-0,2-2,3-0,4-0,4-4,6-1,6-2",6-1,3,2,2,3,dead_asset_release_control|defender_live_double_weapon|two_off_same_suit,3,6,1,3,1,0,,0,,1,"[""0-0,2-2,3-0,4-0,4-4,6-1,6-2"", ""2-0,2-1,3-2,3-3,5-3,6-0,6-5"", ""3-1,4-1,4-2,5-1,5-5,6-3,6-6"", ""1-0,1-1,4-3,5-0,5-2,5-4,6-4""]"
263,0,2,1,ones,"1-0,2-0,3-0,3-1,4-1,5-1,5-5",2-0,4,2,1,1,dead_asset_release_control|defender_live_double_weapon|two_off_same_suit,3,6,1,1,1,0,,0,,2,"[""1-0,2-0,3-0,3-1,4-1,5-1,5-5"", ""1-1,2-2,3-3,5-3,6-0,6-1,6-6"", ""0-0,2-1,3-2,4-2,4-4,5-0,5-2"", ""4-0,4-3,5-4,6-2,6-3,6-4,6-5""]"
