contrast_id,label,paired_decision_n,mean_delta,mean_delta_ci95_low,mean_delta_ci95_high,regret_delta,threshold_mass_delta,lower_tail_mass_delta
ch05_reckless_count_to_bidder_vs_non_ch05_reckless_count_to_bidder,ch05_reckless_count_to_bidder,103,-21.197563594754207,-24.210344397327276,-18.18332756028592,21.197563594754207,-0.19077670067838096,0.178252428037666
ch05_setter_pounce_count_vs_non_ch05_setter_pounce_count,ch05_setter_pounce_count,103,21.197563594754207,18.21649663373195,24.341970384469057,-21.197563594754207,0.19077670067838096,-0.178252428037666
ch05_setter_pounce_count_before_certainty_vs_non_ch05_setter_pounce_count_before_certainty,ch05_setter_pounce_count_before_certainty,69,18.503198482507866,15.780442408549234,21.47917402188118,-18.503198482507866,0.1806521754765856,-0.16934782787617567
ch05_setter_pounce_count_sets_now_vs_non_ch05_setter_pounce_count_sets_now,ch05_setter_pounce_count_sets_now,34,27.28198034202625,19.055211784208524,33.7923538204529,-27.28198034202625,0.24985293693402233,-0.2355882382732542
