game_idx,a_team,n_hands,marks_a,marks_b,a_won
0,0,12,5,7,0
1,0,9,7,2,1
2,0,9,7,2,1
3,0,10,7,3,1
4,0,11,7,4,1
5,0,7,7,0,1
6,0,13,7,6,1
7,0,13,7,6,1
8,0,13,7,6,1
9,0,7,7,0,1
10,0,13,7,6,1
11,0,8,7,1,1
12,0,8,7,1,1
13,0,11,7,4,1
14,0,9,7,2,1
15,0,13,7,6,1
16,0,11,4,7,0
17,0,13,7,6,1
18,0,9,7,2,1
19,0,13,7,6,1
20,0,9,7,2,1
21,0,11,7,4,1
22,0,8,7,1,1
23,0,13,7,6,1
24,0,10,7,3,1
25,0,7,7,0,1
26,0,12,7,5,1
27,0,10,3,7,0
28,0,13,7,6,1
29,0,13,7,6,1
30,0,9,7,2,1
31,0,11,7,4,1
32,0,12,7,5,1
33,0,10,7,3,1
34,0,10,7,3,1
35,0,12,7,5,1
36,0,10,7,3,1
37,0,8,7,1,1
38,0,12,5,7,0
39,0,13,7,6,1
40,0,11,7,4,1
41,0,12,7,5,1
42,0,12,7,5,1
43,0,10,7,3,1
44,0,13,7,6,1
45,0,8,7,1,1
46,0,11,7,4,1
47,0,13,7,6,1
48,0,8,7,1,1
49,0,8,7,1,1
50,0,12,5,7,0
51,0,10,3,7,0
52,0,12,5,7,0
53,0,9,7,2,1
54,0,9,7,2,1
55,0,11,7,4,1
56,0,11,7,4,1
57,0,13,7,6,1
58,0,9,7,2,1
59,0,9,7,2,1
60,0,8,7,1,1
61,0,11,7,4,1
62,0,7,7,0,1
63,0,8,7,1,1
64,0,8,7,1,1
65,0,12,7,5,1
66,0,9,7,2,1
67,0,10,7,3,1
68,0,8,7,1,1
69,0,13,6,7,0
70,0,10,7,3,1
71,0,11,7,4,1
72,0,9,7,2,1
73,0,9,7,2,1
74,0,9,7,2,1
75,0,11,7,4,1
76,0,10,7,3,1
77,0,9,7,2,1
78,0,9,7,2,1
79,0,8,7,1,1
80,0,10,7,3,1
81,0,11,7,4,1
82,0,9,7,2,1
83,0,11,7,4,1
84,0,13,7,6,1
85,0,11,7,4,1
86,0,12,7,5,1
87,0,9,7,2,1
88,0,12,5,7,0
89,0,11,7,4,1
90,0,10,7,3,1
91,0,12,7,5,1
92,0,12,7,5,1
93,0,13,7,6,1
94,0,13,7,6,1
95,0,7,7,0,1
96,0,9,7,2,1
97,0,12,7,5,1
98,0,12,7,5,1
99,0,10,7,3,1
100,0,11,7,4,1
101,0,8,7,1,1
102,0,13,7,6,1
103,0,10,7,3,1
104,0,8,7,1,1
105,0,9,7,2,1
106,0,12,7,5,1
107,0,9,7,2,1
108,0,8,7,1,1
109,0,7,7,0,1
110,0,11,7,4,1
111,0,10,7,3,1
112,0,10,7,3,1
113,0,9,7,2,1
114,0,10,7,3,1
115,0,13,7,6,1
116,0,13,6,7,0
117,0,9,7,2,1
118,0,11,7,4,1
119,0,11,7,4,1
