game_id,game_idx,trump_id,trump_name,move_idx,player,active_player,team,global_domino_idx,domino,mean,std,threshold_mass,make_mass,set_mass,lower_tail_mass,q10,q25,q50,q75,q90,iqr,cvar_low_10,branch_entropy,branch_peak_count,branch_peak_bins,shelf_gap,samples,converged,high_variance_close_mean,scalar_ev_lying_by_omission
sample_000_decl_0,0,0,blanks,14,1,1,defense,12,6-2,-2.7662572860717773,18.914627211726742,0.7519999742507935,,0.7519999652868137,0.24799999268725514,-27,-17,-5,6,28,23,-27.929999900981784,4.68223341850398,7,-28|-16|-13|-7|-5|4|28,56,1000,,False,False
sample_000_decl_0,0,0,blanks,15,2,2,offense,18,5-4,-1.997459888458252,21.145661672512386,0.20900002121925354,0.20900001050904393,,0.2869999719550833,-28,-26,-3,15,30,41,-28.0,4.314630011189639,8,-28|-13|-8|-3|-1|0|6|30,58,1000,,False,False
sample_000_decl_0,0,0,blanks,16,0,0,offense,2,5-0,16.214431762695312,18.84574350721785,0.6570000648498535,0.6570000452920794,,0.0,-16,-5,29,30,30,35,-16.769999846816063,2.8168309656964095,4,-16|-6|27|30,46,1000,,True,True
sample_000_decl_0,0,0,blanks,16,0,0,offense,3,5-3,-5.6039276123046875,4.8021344604859735,0.0,0.0,,0.0,-12,-8,-5,-3,1,5,-14.380000124685468,4.116967544780199,7,-16|-13|-10|-6|1|3|5,21,1000,,False,False
sample_000_decl_0,0,0,blanks,16,0,0,offense,4,5-5,-6.107802867889404,9.018178171705253,0.032999999821186066,0.032999999821186066,,0.0,-15,-14,-6,-2,2,12,-15.719999745488167,4.359740987369471,6,-14|-10|-8|-4|4|27,41,1000,,False,False
sample_000_decl_0,0,0,blanks,17,1,1,defense,8,1-0,-3.703152894973755,11.680698639341955,0.8500000238418579,,0.8499999680789188,0.1500000129453838,-19,-12,-5,5,15,17,-23.560000365599986,4.642312107893995,6,-21|-19|-16|-5|5|17,38,1000,,True,False
sample_000_decl_0,0,0,blanks,17,1,1,defense,9,3-0,-3.877833366394043,11.73100466016931,0.8450000286102295,,0.8449999878648669,0.1550000119023025,-20,-12,-5,5,15,17,-23.910000273026526,4.674251214927251,6,-17|-7|-5|3|5|17,34,1000,,True,False
sample_000_decl_0,0,0,blanks,18,2,2,offense,14,2-2,13.494962692260742,17.687557799982855,0.5020000338554382,0.5020000264048576,,0.0,-16,-4,29,29,30,33,-16.89999996125698,3.145040543996231,5,-17|-5|6|14|29,46,1000,,False,True
sample_000_decl_0,0,0,blanks,18,2,2,offense,15,3-3,13.107309341430664,18.06491928002309,0.5019999742507935,0.5019999891519547,,0.0,-16,-4,29,29,30,33,-16.900000035762787,3.3481566522746697,7,-17|-13|-7|-5|6|14|29,46,1000,,True,False
sample_000_decl_0,0,0,blanks,18,2,2,offense,19,6-3,10.3466796875,18.830800834234154,0.4379999339580536,0.4379999339580536,,0.021000001579523087,-17,-8,11,29,30,37,-17.21000001579523,3.3842146422532697,6,-17|-8|-5|6|14|29,46,1000,,False,False
sample_000_decl_0,0,0,blanks,19,3,3,defense,22,3-2,-15.433713912963867,15.537361155447366,0.4079999625682831,,0.407999973744154,0.5919999936595559,-30,-29,-26,2,6,31,-30.0,3.2788311170316025,6,-29|-26|-22|-5|-1|6,35,1000,,False,False
sample_000_decl_0,0,0,blanks,19,3,3,defense,24,4-3,-10.886087417602539,18.884253248459498,0.5689999461174011,,0.5689999628812075,0.4310000017285347,-30,-29,-15,4,17,33,-30.0,3.3148628163184757,9,-29|-26|-21|-17|-14|-6|-4|4|17,46,1000,,False,False
sample_000_decl_0,0,0,blanks,19,3,3,defense,26,5-1,-8.698376655578613,19.908232921008068,0.6110000610351562,,0.6110000004991889,0.38899995386600494,-30,-29,-15,15,17,44,-30.0,3.2991040707448738,8,-29|-17|-15|-13|4|6|10|17,46,1000,,True,True
sample_000_decl_0,0,0,blanks,20,0,0,offense,3,5-3,-9.611444473266602,18.320557367766543,0.22999998927116394,0.22999998927116394,,0.6510000415146351,-23,-22,-22,-1,22,21,-23.0,2.5100839662297063,4,-22|-9|-1|22,44,1000,,True,True
