game_idx,a_team,n_hands,marks_a,marks_b,a_won
0,0,13,6,7,0
1,0,13,7,6,1
2,0,7,7,0,1
3,0,9,7,2,1
4,0,13,6,7,0
5,0,8,7,1,1
6,0,12,7,5,1
7,0,13,7,6,1
8,0,11,7,4,1
9,0,13,7,6,1
10,0,10,3,7,0
11,0,10,7,3,1
12,0,9,7,2,1
13,0,12,5,7,0
14,0,13,7,6,1
15,0,8,1,7,0
16,0,12,5,7,0
17,0,12,7,5,1
18,0,11,7,4,1
19,0,13,6,7,0
20,0,9,7,2,1
21,0,11,7,4,1
22,0,11,7,4,1
23,0,10,7,3,1
24,0,13,7,6,1
25,0,11,7,4,1
26,0,11,4,7,0
27,0,13,7,6,1
28,0,10,7,3,1
29,0,12,5,7,0
30,0,10,7,3,1
31,0,10,7,3,1
32,0,12,7,5,1
33,0,10,7,3,1
34,0,11,7,4,1
35,0,9,2,7,0
36,0,10,7,3,1
37,0,8,7,1,1
38,0,10,7,3,1
39,0,12,5,7,0
40,0,12,5,7,0
41,0,12,7,5,1
42,0,12,7,5,1
43,0,11,7,4,1
44,0,10,7,3,1
45,0,8,7,1,1
46,0,9,2,7,0
47,0,13,7,6,1
48,0,10,7,3,1
49,0,13,7,6,1
50,0,12,5,7,0
51,0,10,3,7,0
52,0,12,5,7,0
53,0,10,3,7,0
54,0,11,7,4,1
55,0,11,7,4,1
56,0,11,7,4,1
57,0,12,5,7,0
58,0,10,7,3,1
59,0,9,7,2,1
60,0,8,7,1,1
61,0,11,7,4,1
62,0,10,7,3,1
63,0,11,7,4,1
64,0,13,7,6,1
65,0,10,7,3,1
66,0,13,7,6,1
67,0,12,7,5,1
68,0,8,7,1,1
69,0,13,7,6,1
70,0,11,7,4,1
71,0,12,5,7,0
72,0,11,7,4,1
73,0,11,7,4,1
74,0,13,7,6,1
75,0,10,7,3,1
76,0,13,7,6,1
77,0,11,4,7,0
78,0,13,7,6,1
79,0,11,7,4,1
80,0,12,7,5,1
81,0,11,7,4,1
82,0,11,7,4,1
83,0,8,7,1,1
84,0,11,7,4,1
85,0,11,7,4,1
86,0,9,2,7,0
87,0,10,7,3,1
88,0,10,7,3,1
89,0,13,7,6,1
90,0,12,5,7,0
91,0,12,7,5,1
92,0,9,7,2,1
93,0,12,5,7,0
94,0,11,7,4,1
95,0,8,7,1,1
96,0,11,7,4,1
97,0,10,3,7,0
98,0,12,5,7,0
99,0,11,7,4,1
100,0,8,7,1,1
101,0,11,4,7,0
102,0,12,5,7,0
103,0,13,7,6,1
104,0,11,7,4,1
105,0,11,7,4,1
