contrast_id,paired_decision_n,mean_delta,mean_delta_ci95_low,mean_delta_ci95_high,regret_delta,threshold_mass_delta,lower_tail_mass_delta
ch05_pounce_count_vs_other_same_decision,43,4.22741942000467,1.670785407592315,6.925638931350467,-4.22741942000467,0.05197674261276112,-0.040697674375287325
ch05_pounce_sets_now_vs_other_same_decision,21,6.614049589638377,1.6239537761862657,11.071722427436281,-6.614049589638377,0.08571428237926393,-0.06309523735018004
ch05_reckless_count_vs_nonreckless_same_decision,160,-8.26225248569681,-9.942078199541427,-6.610856668211055,8.26225248569681,-0.12287499933736398,0.123031249869382
ch04_safe_partner_count_vs_other_same_decision,33,0.451036147999041,-1.2413022588599811,1.9715065244472383,-0.451036147999041,-0.0003030291109374075,-0.024090909173317028
ch04_unsafe_partner_count_vs_nonunsafe_same_decision,40,-12.167790047079325,-15.83836763849482,-9.060262323226784,12.167790047079325,-0.2268749994924292,0.13675000139046462
