game_idx,a_team,n_hands,marks_a,marks_b,a_won
0,0,11,7,4,1
1,0,13,7,6,1
2,0,9,7,2,1
3,0,10,7,3,1
4,0,13,6,7,0
5,0,12,7,5,1
6,0,12,7,5,1
7,0,11,7,4,1
8,0,11,7,4,1
9,0,13,7,6,1
10,0,13,7,6,1
11,0,8,7,1,1
12,0,13,7,6,1
13,0,13,7,6,1
14,0,12,7,5,1
15,0,13,7,6,1
16,0,12,5,7,0
17,0,13,7,6,1
18,0,9,7,2,1
19,0,12,5,7,0
20,0,9,7,2,1
21,0,11,7,4,1
22,0,9,7,2,1
23,0,11,7,4,1
24,0,10,7,3,1
25,0,9,7,2,1
26,0,13,6,7,0
27,0,13,7,6,1
28,0,13,6,7,0
29,0,12,5,7,0
30,0,13,7,6,1
31,0,10,7,3,1
32,0,12,7,5,1
33,0,10,7,3,1
34,0,11,7,4,1
35,0,10,3,7,0
36,0,9,7,2,1
37,0,7,7,0,1
38,0,13,7,6,1
39,0,11,7,4,1
40,0,9,2,7,0
41,0,13,7,6,1
42,0,10,3,7,0
43,0,11,7,4,1
44,0,13,7,6,1
45,0,8,7,1,1
46,0,10,3,7,0
47,0,12,5,7,0
48,0,11,7,4,1
49,0,11,7,4,1
50,0,13,7,6,1
51,0,11,4,7,0
52,0,12,5,7,0
53,0,13,7,6,1
54,0,11,7,4,1
55,0,9,7,2,1
56,0,12,7,5,1
57,0,11,7,4,1
58,0,9,7,2,1
59,0,11,7,4,1
60,0,9,7,2,1
61,0,11,7,4,1
62,0,9,7,2,1
63,0,9,7,2,1
64,0,13,7,6,1
65,0,10,7,3,1
66,0,13,7,6,1
67,0,12,7,5,1
68,0,10,7,3,1
69,0,9,2,7,0
70,0,11,7,4,1
71,0,9,2,7,0
72,0,12,7,5,1
73,0,13,6,7,0
74,0,12,5,7,0
75,0,12,5,7,0
76,0,11,7,4,1
77,0,11,4,7,0
78,0,13,7,6,1
79,0,8,7,1,1
80,0,12,7,5,1
81,0,12,7,5,1
82,0,11,7,4,1
83,0,8,7,1,1
84,0,13,7,6,1
85,0,11,7,4,1
86,0,13,6,7,0
87,0,10,7,3,1
88,0,13,7,6,1
89,0,11,7,4,1
90,0,13,7,6,1
91,0,13,7,6,1
92,0,12,7,5,1
93,0,12,5,7,0
94,0,11,7,4,1
95,0,9,7,2,1
96,0,9,7,2,1
97,0,9,2,7,0
98,0,13,7,6,1
99,0,11,7,4,1
100,0,10,7,3,1
101,0,12,5,7,0
102,0,11,4,7,0
103,0,11,7,4,1
104,0,12,7,5,1
105,0,9,7,2,1
106,0,13,7,6,1
107,0,12,7,5,1
108,0,8,7,1,1
109,0,9,7,2,1
110,0,8,7,1,1
111,0,10,7,3,1
112,0,9,7,2,1
113,0,7,7,0,1
114,0,8,7,1,1
115,0,11,7,4,1
116,0,10,3,7,0
117,0,13,7,6,1
118,0,11,7,4,1
119,0,11,7,4,1
120,0,12,5,7,0
121,0,9,7,2,1
122,0,9,7,2,1
123,0,10,7,3,1
124,0,8,7,1,1
125,0,13,6,7,0
126,0,11,7,4,1
127,0,12,5,7,0
0,1,10,7,3,1
1,1,10,7,3,1
2,1,9,2,7,0
3,1,10,3,7,0
4,1,10,7,3,1
5,1,11,7,4,1
6,1,13,6,7,0
7,1,10,7,3,1
8,1,9,7,2,1
9,1,7,0,7,0
10,1,10,7,3,1
11,1,10,3,7,0
12,1,11,7,4,1
13,1,11,7,4,1
14,1,12,7,5,1
15,1,8,7,1,1
16,1,11,7,4,1
17,1,10,7,3,1
18,1,12,7,5,1
19,1,11,7,4,1
20,1,9,2,7,0
21,1,10,7,3,1
22,1,12,5,7,0
23,1,12,7,5,1
24,1,12,7,5,1
25,1,13,7,6,1
26,1,11,7,4,1
27,1,10,7,3,1
28,1,11,7,4,1
29,1,9,7,2,1
30,1,12,7,5,1
31,1,13,7,6,1
32,1,11,7,4,1
33,1,13,6,7,0
34,1,13,6,7,0
35,1,8,7,1,1
36,1,12,7,5,1
37,1,11,7,4,1
38,1,8,7,1,1
39,1,13,6,7,0
40,1,10,7,3,1
41,1,13,6,7,0
42,1,9,7,2,1
43,1,12,5,7,0
44,1,12,7,5,1
45,1,10,7,3,1
46,1,8,7,1,1
47,1,13,6,7,0
48,1,12,5,7,0
49,1,10,7,3,1
50,1,11,7,4,1
51,1,8,7,1,1
52,1,12,7,5,1
53,1,9,7,2,1
54,1,13,6,7,0
55,1,13,6,7,0
56,1,12,5,7,0
57,1,9,7,2,1
58,1,10,7,3,1
59,1,12,5,7,0
60,1,12,7,5,1
61,1,8,7,1,1
62,1,8,1,7,0
63,1,12,5,7,0
64,1,11,7,4,1
65,1,12,7,5,1
66,1,9,7,2,1
67,1,12,5,7,0
68,1,13,7,6,1
69,1,10,7,3,1
70,1,12,7,5,1
71,1,9,7,2,1
72,1,8,7,1,1
73,1,12,7,5,1
74,1,12,7,5,1
75,1,8,7,1,1
76,1,12,7,5,1
77,1,10,7,3,1
78,1,11,4,7,0
79,1,9,2,7,0
80,1,12,7,5,1
81,1,10,7,3,1
82,1,10,7,3,1
83,1,13,6,7,0
84,1,12,7,5,1
85,1,10,7,3,1
86,1,9,7,2,1
87,1,12,7,5,1
88,1,10,7,3,1
89,1,13,7,6,1
90,1,13,6,7,0
91,1,13,6,7,0
92,1,11,7,4,1
93,1,9,7,2,1
94,1,13,6,7,0
95,1,12,5,7,0
96,1,12,7,5,1
97,1,8,7,1,1
98,1,10,7,3,1
99,1,11,4,7,0
100,1,12,7,5,1
101,1,10,7,3,1
102,1,8,7,1,1
103,1,11,4,7,0
104,1,13,6,7,0
105,1,13,6,7,0
106,1,8,7,1,1
107,1,12,5,7,0
108,1,11,4,7,0
109,1,12,7,5,1
110,1,11,4,7,0
111,1,12,5,7,0
112,1,12,7,5,1
113,1,13,6,7,0
114,1,12,5,7,0
115,1,13,7,6,1
116,1,9,7,2,1
117,1,12,7,5,1
118,1,12,7,5,1
119,1,9,7,2,1
120,1,10,7,3,1
121,1,11,7,4,1
122,1,13,6,7,0
123,1,13,6,7,0
124,1,13,7,6,1
125,1,9,7,2,1
